id	name	description	reactions	parent
rn00073	Cutin, suberine and wax biosynthesis		R01999|R02042|R02620|R09106|R09448|R09451|R09452|R09453|R09454|R09455|R09456|R09457|R09458|R09459|R09460|R09461|R09462|R09463|R09464|R09465|R09466|R09467|R09468|R09469|R09470|R09474	Lipid metabolism
rn00100	Steroid biosynthesis		R00702|R01451|R01456|R01457|R01461|R01462|R02692|R02872|R02874|R03199|R03200|R03310|R03311|R03353|R03610|R03611|R03677|R03689|R03724|R03775|R04427|R04667|R04804|R05639|R05640|R05641|R05703|R05731|R05776|R07215|R07481|R07482|R07483|R07484|R07485|R07486|R07487|R07488|R07489|R07490|R07491|R07492|R07493|R07494|R07495|R07496|R07497|R07498|R07499|R07505|R07506|R07507|R07509|R09515|R09516	Lipid metabolism
rn00120	Primary bile acid biosynthesis	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	R01463|R02794|R02797|R03718|R03719|R03720|R03974|R03975|R03977|R04263|R04806|R04807|R04808|R04809|R04810|R04811|R04812|R04813|R04817|R04818|R04819|R04823|R04824|R04825|R04826|R05835|R07207|R07208|R07209|R07218|R07296|R07372|R08505|R08721|R08723|R08724|R08725|R08726|R08727|R08728|R08733|R08734|R08735|R08738|R08739|R08740|R08743|R08744|R08745|R08758|R08759|R08760|R08761	Lipid metabolism
rn00130	Ubiquinone and other terpenoid-quinone biosynthesis	Ubiquinone (UQ), also called coenzyme Q, and plastoquinone (PQ) are electron carriers in oxidative phosphorylation and photosynthesis, respectively. The quinoid nucleus of ubiquinone is derived from the shikimate pathway; 4-hydroxybenzoate is directly formed from chorismate in bacteria, while it can be formed from either chorismate or tyrosine in yeast. The following biosynthesis of terpenoid moiety involves reactions of prenylation, decarboxylation, and three hydroxylations alternating with three methylations. The order of these reactions are somewhat different between bacteria and yeast. Phylloquinone (vitamin K1), menaquinone (vitamin K2), and tocopherol (vitamin E) are fat-soluble vitamins. Phylloquinone is a compound present in all photosynthetic plants serving as a cofactor for photosystem I-mediated electron transport. Menaquinone is an obligatory component of the electron-transfer pathway in bacteria.	R00734|R01301|R01302|R01304|R01616|R01717|R02175|R02253|R02521|R02964|R03336|R03511|R03816|R04030|R04031|R04711|R04982|R04983|R04984|R04985|R04986|R04987|R04988|R04989|R04990|R04993|R05000|R05144|R05454|R05455|R05614|R05615|R05616|R05617|R06146|R06858|R06859|R06865|R06866|R07235|R07236|R07262|R07263|R07273|R07500|R07501|R07502|R07503|R07504|R07508|R08165|R08166|R08587|R08588|R08589|R08596|R08766|R08767|R08768|R08769|R08770|R08771|R08772|R08773|R08774|R08775|R08781|R08782|R08783|R09039|R09040|R09041|R09042|R09043|R09044|R09045|R09046|R09991|R09992|R10666|R10667|R10668|R10695	Metabolism of cofactors and vitamins
rn00140	Steroid hormone biosynthesis	Steroid hormones derived from cholesterol are a class of biologically active compounds in vertebrates. The cholesterol side-chain cleavage enzyme CYP11A1 catalyzes conversion of cholesterol, a C27 compound, to the first C21 steroid, pregnenolone, which is converted by a bifunctional enzyme complex to the gestagen hormone, progesterone [MD:M00107]. Pregnenolone and progesterone are the starting materials for the three groups of steroids: C21 steroids of glucocorticoids and mineralocorticoids, C19 steroids of androgens, and C18 steroids of estrogens. (i) Progesterone is converted by hydroxylations at carbons 21 and 11 to corticosterone, which is further modified by hydroxylation and oxydoreduction at carbon 18 to yield aldosterone, a mineralcorticoid [MD:M00108]. Cortisol, the main glucocorticoid, is formed from 17alpha-hydroxyprogesterone with 11-deoxycortisol as an intermediate [MD:M00109]. (ii) Male hormone testosterone is formed from pregnenolone by two pathways, delta5 pathway via dehydroepiandrosterone and delta4 pathway via androstenedione [MD:M00110]. The enzyme CYP17A1 is responsible for the 17,20 lyase and 17alpha-hydroxylase activities in respective pathways. (iii) Female hormones estrone and estradiol are formed from testosterone and 4-androstene-3,17-dione by oxidative removal of the C19 methyl group and subsequent aromatization of ring A [MD:M00111]. In addition to these three groups, recent studies show that there is another group, termed neurosteroids, synthesized in the brain rather than the peripheral endocrine gland.	R00535|R00536|R00537|R01454|R01833|R01835|R01836|R01837|R01838|R01840|R01841|R01842|R02207|R02208|R02209|R02211|R02213|R02214|R02215|R02216|R02218|R02219|R02347|R02349|R02350|R02351|R02352|R02353|R02354|R02355|R02356|R02358|R02476|R02477|R02478|R02497|R02498|R02499|R02501|R02502|R02503|R02723|R02725|R02834|R02836|R02838|R02840|R02841|R02843|R02893|R03086|R03087|R03088|R03089|R03090|R03091|R03262|R03263|R03325|R03326|R03327|R03329|R03404|R03405|R03406|R03407|R03408|R03713|R03783|R03784|R03847|R03848|R03849|R03851|R03933|R03980|R04163|R04309|R04310|R04352|R04353|R04354|R04675|R04676|R04678|R04681|R04682|R04683|R04758|R04759|R04760|R04761|R04762|R04764|R04829|R04830|R04831|R04832|R04833|R04834|R04835|R04836|R04837|R04838|R04840|R04842|R04843|R04844|R04845|R04846|R04847|R04849|R04850|R04852|R04853|R04854|R04855|R08516|R08517|R08518|R08941|R08942|R08943|R08945|R08953|R08954|R08955|R08957|R08958|R08959|R08960|R08961|R08963|R08977|R08978|R08980|R08994|R08995|R10242	Lipid metabolism
rn00230	Purine metabolism		R00086|R00087|R00089|R00122|R00124|R00125|R00126|R00127|R00128|R00131|R00150|R00181|R00182|R00183|R00184|R00185|R00187|R00190|R00191|R00200|R00322|R00328|R00330|R00332|R00333|R00335|R00336|R00375|R00376|R00426|R00429|R00430|R00434|R00435|R00437|R00439|R00441|R00469|R00507|R00509|R00529|R00719|R00720|R00722|R00723|R00776|R00961|R01049|R01053|R01054|R01057|R01072|R01083|R01126|R01127|R01128|R01130|R01131|R01132|R01134|R01135|R01137|R01138|R01227|R01228|R01229|R01230|R01231|R01232|R01234|R01244|R01245|R01423|R01547|R01560|R01561|R01562|R01618|R01676|R01677|R01690|R01768|R01769|R01770|R01855|R01856|R01857|R01858|R01863|R01885|R01967|R01968|R01969|R02014|R02017|R02019|R02020|R02088|R02089|R02090|R02103|R02106|R02107|R02141|R02142|R02143|R02147|R02148|R02297|R02422|R02423|R02425|R02556|R02557|R02646|R02719|R02720|R02729|R02748|R02805|R02935|R02936|R02937|R03409|R03530|R03531|R03537|R03925|R04026|R04144|R04208|R04209|R04325|R04378|R04463|R04559|R04560|R04591|R04731|R04732|R04857|R05135|R05554|R06601|R06604|R06605|R06975|R07404|R07405|R09514|R10235	Nucleotide metabolism
rn00231	Puromycin biosynthesis		R05668|R05669|R05670|R05671|R05672|R05673|R05674|R05675|R05676|R05677	Biosynthesis of other secondary metabolites
rn00232	Caffeine metabolism		R07917|R07918|R07919|R07920|R07921|R07922|R07939|R07940|R07941|R07942|R07943|R07945|R07954|R07955|R07956|R07957|R07958|R07959|R07960|R07961|R07962|R07963|R07964|R07965|R07966|R07967|R07968|R07969|R07970|R07971|R07972|R07973|R07974|R07975|R07976|R07977|R07978|R07979|R07980|R07981|R07982	Biosynthesis of other secondary metabolites
rn00240	Pyrimidine metabolism		R00139|R00140|R00155|R00156|R00158|R00159|R00287|R00377|R00378|R00438|R00440|R00442|R00443|R00510|R00511|R00512|R00513|R00514|R00515|R00516|R00517|R00568|R00569|R00570|R00571|R00573|R00575|R00662|R00905|R00962|R00963|R00964|R00965|R00966|R00967|R00968|R00969|R00970|R00974|R00976|R00977|R00978|R01055|R01080|R01397|R01411|R01413|R01414|R01415|R01548|R01549|R01567|R01569|R01570|R01663|R01664|R01665|R01666|R01667|R01668|R01669|R01867|R01868|R01869|R01870|R01876|R01877|R01878|R01880|R01993|R02016|R02018|R02022|R02023|R02024|R02091|R02092|R02093|R02094|R02095|R02096|R02097|R02098|R02099|R02100|R02101|R02102|R02137|R02139|R02269|R02296|R02325|R02326|R02327|R02330|R02331|R02332|R02370|R02371|R02372|R02484|R02485|R02806|R03055|R03315|R03538|R03870|R03929|R04666|R06613|R07307|R07629|R09289|R09936|R09947|R09980|R09981|R09982|R09983	Nucleotide metabolism
rn00250	Alanine, aspartate and glutamate metabolism		R00093|R00114|R00149|R00243|R00248|R00253|R00256|R00258|R00261|R00269|R00348|R00355|R00357|R00359|R00369|R00396|R00397|R00400|R00483|R00484|R00485|R00487|R00488|R00490|R00491|R00575|R00576|R00578|R00707|R00708|R00713|R00714|R00768|R01072|R01083|R01086|R01135|R01346|R01397|R01648|R01954|R10178|R10677|R10678|R10687|R10688|R10693	Amino acid metabolism
rn00253	Tetracycline biosynthesis		R00742|R04060|R05456|R05459|R05462|R05463|R06641|R06642|R09187|R09188|R09189|R09190|R09191|R09192|R09193|R09194|R09195|R09196|R09197|R09198|R09199|R09200	Metabolism of terpenoids and polyketides
rn00254	Aflatoxin biosynthesis		R00742|R03111|R03112|R09756|R10224|R10239|R10307|R10309|R10310|R10311|R10317|R10318|R10319|R10320|R10398|R10399|R10400|R10401|R10402|R10403|R10475|R10476|R10477|R10478|R10479|R10480|R10481|R10482|R10483	Biosynthesis of other secondary metabolites
rn00260	Glycine, serine and threonine metabolism	Serine is derived from 3-phospho-D-glycerate, an intermediate of glycolysis [MD:M00020], and glycine is derived from serine. Threonine is an essential amino acid, which animals cannot synthesize. In bacteria and plants, threonine is derived from aspartate [MD:M00018].	R00220|R00221|R00364|R00366|R00367|R00371|R00372|R00480|R00565|R00582|R00585|R00588|R00589|R00610|R00611|R00751|R00830|R00891|R00945|R00996|R01001|R01022|R01025|R01290|R01388|R01392|R01465|R01466|R01511|R01513|R01514|R01518|R01565|R01566|R01771|R01773|R01775|R01800|R01883|R02291|R02529|R02565|R02566|R02722|R02821|R02854|R03425|R03691|R03759|R03815|R04125|R04173|R06171|R06977|R06978|R06979|R07409|R07650|R08050|R08211|R08557|R08558|R08572|R09800|R09801|R09805	Amino acid metabolism
rn00270	Cysteine and methionine metabolism	Cysteine and methionine are sulfur-containing amino acids. Cysteine is synthesized from serine through different pathways in different organism groups. In bacteria and plants, cysteine is converted from serine (via acetylserine) by transfer of hydrogen sulfide [MD:M00021]. In animals, methionine-derived homocysteine is used as sulfur source and its condensation product with serine (cystathionine) is converted to cysteine [MD:M00338]. Cysteine is metabolized to pyruvate in multiple routes. Methionine is an essential amino acid, which animals cannot synthesize. In bacteria and plants, methionine is synthesized from aspartate [MD:M00017]. S-Adenosylmethionine (SAM), synthesized from methionine and ATP, is a methyl group donor in many important transfer reactions including DNA methylation for regulation of gene expression. SAM may also be used to regenerate methionine in the methionine salvage pathway [MD:M00034].	R00177|R00178|R00179|R00192|R00194|R00480|R00586|R00590|R00648|R00650|R00653|R00654|R00657|R00782|R00863|R00892|R00893|R00895|R00896|R00897|R00900|R00901|R00903|R00946|R00999|R01001|R01113|R01286|R01287|R01288|R01290|R01291|R01292|R01401|R01402|R01773|R01775|R01776|R01777|R01874|R01920|R02025|R02026|R02291|R02408|R02409|R02433|R02618|R02619|R02821|R02869|R03104|R03105|R03132|R03217|R03260|R04143|R04405|R04420|R04858|R04860|R04861|R05693|R07136|R07137|R07214|R07274|R07363|R07364|R07392|R07393|R07394|R07395|R07396|R07633|R07634|R08699|R10305|R10404|R10409	Amino acid metabolism
