ID	NAMES	KEGG	EQUATION	ECs
R06683	aklavinone,NADPH:oxygen oxidoreductase (12-hydroxylating)	R06683	C12424[0] + C00005[0] + C00080[0] + C00007[0] <=> C12425[0] + C00006[0] + C00001[0]	1.14.13.180
R06684	dTDP-beta-L-daunosamine:epsilon-rhodomycinone beta-L-daunosaminyltransferase	R06684	C12425[0] + C12443[0] <=> C12426[0] + C00363[0]	2.4.1.-
R06685		R06685	C12426[0] + C00001[0] <=> C12427[0] + C00132[0]	null
R06686		R06686	C12427[0] <=> C12428[0] + C00011[0]	null
R06687	S-adenosyl-L-methionine:13-deoxycarminomycin O-methyltransferase	R06687	C12428[0] + C00019[0] <=> C12429[0] + C00021[0]	2.1.1.-
R06688	13-deoxydaunorubicin,NADPH:oxygen oxidoreductase (13-hydroxylating)	R06688	C12429[0] + C00005[0] + C00080[0] + C00007[0] <=> C12430[0] + C00006[0] + C00001[0]	1.14.13.181
R06689	13-dihydrodaunorubicin,NADPH:oxygen oxidoreductase (13-hydroxylating)	R06689	C12430[0] + C00005[0] + C00080[0] + C00007[0] <=> C01907[0] + C00006[0] + (2) C00001[0]	1.14.13.181
R06690	daunorubicin,NADPH:oxygen oxidoreductase (hydroxylating)	R06690	C01907[0] + C00005[0] + C00080[0] + C00007[0] <=> C01661[0] + C00006[0] + C00001[0]	1.14.13.181
R06691	13-deoxycarminomycin,NADPH:oxygen oxidoreductase (13-hydroxylating)	R06691	C12428[0] + C00005[0] + C00080[0] + C00007[0] <=> C12431[0] + C00006[0] + C00001[0]	1.14.13.181
R06692	13-dihydrocarminomycin,NADPH:oxygen oxidoreductase	R06692	C12431[0] + C00005[0] + C00080[0] + C00007[0] <=> C12432[0] + C00006[0] + (2) C00001[0]	1.14.13.181
R06693	S-adenosyl-L-methionine:carminomycin 4-O-methyltransferase	R06693	C12432[0] + C00019[0] <=> C01907[0] + C00021[0]	2.1.1.292
R06694		R06694	C01907[0] <=> C12433[0]	null
R06695		R06695	C12434[0] <=> C12435[0]	null
R06696		R06696	C12435[0] + C00007[0] <=> C12436[0] + C00001[0]	null
R06697		R06697	(2) C18358[0] <=> C06691[0]	null
R06698		R06698	C12436[0] <=> C12437[0]	null
R06699		R06699	C12366[0] <=> C12367[0] + C00001[0]	null
R06700	tetracenomycin-F1:oxygen C5-monooxygenase	R06700	C12367[0] + C00007[0] <=> C12368[0] + C00001[0]	1.13.12.21
R06701		R06701	C12368[0] <=> C12369[0]	null
R06702		R06702	C12369[0] <=> C12370[0]	null
R06703	S-adenosyl-L-methionine:tetracenomycin-E O-methyltransferase	R06703	C12370[0] + C00019[0] <=> C12371[0] + C00021[0]	2.1.1.-
R06704		R06704	C12371[0] + (2) C00007[0] + C00001[0] + (2) C00005[0] + (2) C00080[0] <=> C06801[0] + (2) C00006[0] + (2) C00001[0]	1.-.-.-
R06706		R06706	C12367[0] <=> C12373[0]	null
R06707		R06707	C12367[0] <=> C12374[0]	null
R06709		R06709	C12368[0] <=> C12375[0]	null
R06710		R06710	C12368[0] <=> C12376[0]	null
R06711		R06711	C12369[0] <=> C12377[0]	null
R06712		R06712	C12369[0] <=> C12379[0]	null
R06713		R06713	C12369[0] <=> C12378[0]	null
R06714		R06714	C12371[0] <=> C12380[0]	null
R06715	S-adenosyl-L-methionine:4-demethylpremithramycinone O-methyltransferase	R06715	C12382[0] + C00019[0] <=> C12383[0] + C00021[0]	2.1.1.-
R06716	dTDP-D-olivose:premithramycinone D-olivosyltransferase	R06716	C12383[0] + C11923[0] <=> C12384[0] + C00363[0]	2.4.1.-
R06717	dTDP-D-oliose:premithramycin-A1 D-oliosyltransferase	R06717	C12384[0] + C12446[0] <=> C12385[0] + C00363[0]	2.4.1.-
R06718		R06718	C12385[0] + C12444[0] <=> C12386[0] + C00363[0]	null
R06719	S-adenosyl-L-methionine:premithramycin-A3' C-methyltransferase	R06719	C12386[0] + C00019[0] <=> C12387[0] + C00021[0]	2.1.1.-
R06722	alpha 1,2-mannosyloligosaccharide alpha-D-mannohydrolase	R06722	C00001[0] + G00011[0] <=> C00159[0] + G10694[0]	3.2.1.113
R06724		R06724	C06366[0] <=> C12440[0]	null
R06725		R06725	C12440[0] <=> C06177[0]	null
R06726		R06726	C06177[0] + (2) C00407[0] <=> C06176[0]	null
R06727		R06727	C06178[0] + C00180[0] <=> C01416[0]	null
R06728	cocaine benzoylhydrolase	R06728	C01416[0] + C00001[0] <=> C12448[0] + C00180[0]	3.1.1.1|3.1.1.84
R06729		R06729	C12448[0] + C00001[0] <=> C10858[0] + C00132[0]	3.1.1.-
R06730		R06730	C10858[0] <=> C12449[0]	5.1.-.-
R06731		R06731	C12449[0] + C00002[0] + C00010[0] <=> C12450[0] + C00020[0]	6.2.1.-
R06732		R06732	C06178[0] <=> C06179[0]	null
R06733		R06733	C06179[0] <=> C00783[0]	null
R06734	pseudotropine:NADP+ 3-oxidoreductase	R06734	C00783[0] + C00005[0] + C00080[0] <=> C02066[0] + C00006[0]	1.1.1.236
R06735	acetyl-CoA:tropine O-acetyltransferase	R06735	C00024[0] + C00729[0] <=> C00010[0] + C12452[0]	2.3.1.185
R06736	acetyl-CoA:pseudotropine O-acetyltransferase	R06736	C00024[0] + C02066[0] <=> C00010[0] + C12453[0]	2.3.1.186
R06737		R06737	C02066[0] <=> C10850[0]	null
R06738		R06738	C00745[0] <=> C06524[0]	null
R06740	primary-amine oxidase	R06740	C01672[0] + C00001[0] + C00007[0] <=> C12455[0] + C00014[0] + C00027[0]	1.4.3.21
R06741		R06741	C12455[0] <=> C06181[0]	null
R06743		R06743	C06180[0] <=> C12454[0]	null
R06744		R06744	C00079[0] <=> C01456[0]	null
R06745		R06745	C00423[0] <=> C01416[0]	null
R06746		R06746	C00148[0] + C00002[0] <=> C12470[0] + C00020[0] + C00013[0]	null
R06747		R06747	C12470[0] + C00016[0] <=> C12482[0] + C01352[0]	null
R06748		R06748	C12482[0] <=> C12483[0]	null
R06751		R06751	C00082[0] + C00002[0] <=> C12461[0] + C00020[0] + C00013[0]	null
R06752		R06752	C12461[0] + C00007[0] <=> C12462[0] + C00001[0]	null
R06753		R06753	C12462[0] <=> C12463[0]	null
R06757	dimethylallyl diphosphate:4-hydroxyphenylpyruvate 3-dimethylallyltransferase	R06757	C01179[0] + C00235[0] <=> C12456[0] + C00013[0]	2.5.1.111
R06758		R06758	C12456[0] + C00007[0] <=> C12457[0] + C00011[0]	null
R06759		R06759	C12457[0] + C00007[0] <=> C12458[0] + C00011[0] + C00001[0]	null
R06760		R06760	C12462[0] <=> C12460[0]	null
R06761		R06761	C12460[0] <=> C12459[0]	null
R06762		R06762	C12456[0] <=> C12459[0]	null
R06763		R06763	C12459[0] <=> C12458[0]	null
R06764		R06764	C12463[0] <=> C12467[0]	null
R06765		R06765	C12467[0] <=> C12468[0]	null
R06766		R06766	C12468[0] <=> C12469[0]	null
R06767		R06767	C12479[0] + (2) C12481[0] + (2) C00019[0] <=> C12480[0] + (2) C00363[0] + (2) C00021[0]	null
R06768		R06768	C12480[0] + (2) C12483[0] <=> C05073[0]	null
R06770	dTDP-beta-L-noviose:novobiocic acid 7-O-noviosyltransferase	R06770	C12474[0] + C12481[0] <=> C12475[0] + C00363[0]	2.4.1.302
R06771	S-adenosyl-L-methionine:demethyldecarbamoylnovobiocin 4''-O-methyltransferase	R06771	C12475[0] + C00019[0] <=> C12476[0] + C00021[0]	2.1.1.285
R06772	carbamoyl phosphate:decarbamoylnovobiocin 3''-O-carbamoyltransferase	R06772	C12476[0] + C00169[0] <=> C05080[0] + C00009[0]	2.1.3.12
R06773		R06773	C12471[0] + C12481[0] <=> C12472[0] + C00363[0]	null
R06774		R06774	C12472[0] + C00019[0] <=> C12473[0] + C00021[0]	null
R06775		R06775	C12473[0] + C12483[0] <=> C12032[0]	null
R06776		R06776	C12469[0] + C12458[0] <=> C12471[0]	null
R06777		R06777	C12477[0] + C12468[0] + C00002[0] <=> C20637[0] + C00020[0] + C00013[0]	null
R06778		R06778	C20637[0] + C12468[0] + C00002[0] + (2) C00019[0] <=> C12479[0] + C00020[0] + C00013[0] + (2) C00021[0]	null
R06779		R06779	C00253[0] + C16933[0] <=> C10126[0] + C00011[0]	null
R06780		R06780	C05629[0] <=> C11457[0]	null
R06781		R06781	C00423[0] <=> C12621[0]	null
R06782	3-phenylpropanoate,NADH:oxygen oxidoreductase (2,3-hydroxylating)	R06782	C05629[0] + C00007[0] + C00004[0] + C00080[0] <=> C11588[0] + C00003[0]	1.14.12.19
R06783	trans-cinnamate,NADH:oxygen oxidoreductase (2,3-hydroxylating)	R06783	C00423[0] + C00007[0] + C00004[0] + C00080[0] <=> C12622[0] + C00003[0]	1.14.12.19
R06784	3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)propanoate:NAD+ oxidoreductase	R06784	C11588[0] + C00003[0] <=> C04044[0] + C00004[0] + C00080[0]	1.3.1.87
R06785	(2E)-3-(cis-5,6-dihydroxycyclohexa-1,3-dien-1-yl)prop-2-enoate:NAD+ oxidoreductase	R06785	C12622[0] + C00003[0] <=> C12623[0] + C00004[0] + C00080[0]	1.3.1.87
R06786	3-(3-hydroxyphenyl)propanoate,NADH:oxygen oxidoreductase (2-hydroxylating)	R06786	C11457[0] + C00007[0] + C00004[0] + C00080[0] <=> C04044[0] + C00001[0] + C00003[0]	1.14.13.127
R06787	(2E)-3-(3-hydroxyphenyl)prop-2-enoate,NADH:oxygen oxidoreductase (2-hydroxylating)	R06787	C12621[0] + C00007[0] + C00004[0] + C00080[0] <=> C12623[0] + C00001[0] + C00003[0]	1.14.13.127
R06788	(2E)-3-(2,3-dihydroxyphenyl)prop-2-enoate:oxygen 1,2-oxidoreductase (decyclizing)	R06788	C12623[0] + C00007[0] <=> C12624[0]	1.13.11.16
R06789	(2Z,4E,7E)-2-Hydroxy-6-oxonona-2,4,7-triene-1,9-dioate fumarylhydrolase	R06789	C12624[0] + C00001[0] <=> C00596[0] + C00122[0]	3.7.1.14
R06790		R06790	C07086[0] <=> C00642[0]	null
R06791		R06791	C07086[0] <=> C05593[0]	null
R06792		R06792	C01477[0] + (2) C00005[0] + (2) C00080[0] + C00007[0] <=> C12631[0] + (2) C00006[0] + C00001[0]	null
R06793	2-hydroxy-2,3-dihydrogenistein hydro-lyase (genistein-forming)	R06793	C12631[0] <=> C06563[0] + C00001[0]	4.2.1.105
R06794	S-adenosyl-L-methionine:hydroxyisoflavone 7-O-methyltransferase	R06794	C06563[0] + C00019[0] <=> C10521[0] + C00021[0]	2.1.1.150
R06795	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase	R06795	C00814[0] + C00029[0] <=> C05376[0] + C00015[0]	2.4.1.170
R06796	malonyl-CoA:isoflavone-7-O-beta-D-glucoside 6''-O-malonyltransferase	R06796	C05376[0] + C00083[0] <=> C12625[0] + C00010[0]	2.3.1.115
R06797	malonyl-CoA:flavonol-3-O-beta-D-glucoside 6''-O-malonyltransferase	R06797	C05623[0] + C00083[0] <=> C12638[0] + C00010[0]	2.3.1.116
R06798		R06798	C12137[0] <=> C12640[0]	null
R06799	malonyl-CoA:pelargonidin-3-O-(6-caffeoyl-beta-D-glucoside)-5-O-beta-D-glucoside 6'''-O-malonyltransferase	R06799	C12640[0] + C00083[0] <=> C12641[0] + C00010[0]	2.3.1.172
R06800	malonyl-CoA:4'''-demalonylsalvianin 4'''-O-malonyltransferase	R06800	C12641[0] + C00083[0] <=> C12647[0] + C00010[0]	2.3.1.214
R06801	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase	R06801	C12137[0] + C00083[0] <=> C12642[0] + C00010[0]	2.3.1.171
R06802		R06802	C12137[0] + C02199[0] <=> C12644[0] + C00015[0]	2.4.1.-
R06803	UDP-glucose:pelargonidin 3-O-rutinoside 5-O-beta-D-glucosyltransferase	R06803	C12644[0] + C00029[0] <=> C12645[0] + C00015[0]	2.4.1.116
R06804	UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltransferase	R06804	C12249[0] + C00029[0] <=> C12634[0] + C00015[0]	2.4.1.239
R06805	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside 2'''-O-beta-D-glucosyltransferase	R06805	C12634[0] + C00029[0] <=> C12635[0] + C00015[0]	2.4.1.240
R06806	4-coumaroyl-CoA:flavonol-3-O-[beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside] 6'''-O-4-coumaroyltransferase	R06806	C12635[0] + C00223[0] <=> C12636[0] + C00010[0]	2.3.1.173
R06807	S-adenosyl-L-methionine:kaempferol 4'-O-methyltransferase	R06807	C05903[0] + C00019[0] <=> C10098[0] + C00021[0]	2.1.1.155
R06808	UDP-alpha-D-galactose:kaempferol 3-O-beta-D-galactosyltransferase	R06808	C05903[0] + C00052[0] <=> C12626[0] + C00015[0]	2.4.1.234
R06809	3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate 7-sulfotransferase	R06809	C01156[0] + C00053[0] <=> C03898[0] + C00054[0]	2.8.2.28
R06810	UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase	R06810	C00389[0] + C00029[0] <=> C12639[0] + C00015[0]	2.4.1.237
R06811	UDP-D-xylose:flavonol-3-O-glycoside 2''-O-beta-D-xylosyltransferase	R06811	C05625[0] + C00190[0] <=> C10175[0] + C00015[0]	2.4.2.35
R06812	UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltransferase	R06812	C05623[0] + C00029[0] <=> C12667[0] + C00015[0]	2.4.1.239
R06813	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside 2'''-O-beta-D-glucosyltransferase	R06813	C12667[0] + C00029[0] <=> C12668[0] + C00015[0]	2.4.1.240
R06814	UDP-D-xylose:flavonol-3-O-glycoside 2''-O-beta-D-xylosyltransferase	R06814	C05623[0] + C00190[0] <=> C12637[0] + C00015[0]	2.4.2.35
R06815	S-adenosyl-L-methionine:myricetin O-methyltransferase	R06815	C10107[0] + C00019[0] <=> C12633[0] + C00021[0]	2.1.1.267
R06816	S-adenosyl-L-methionine:myricetin O-methyltransferase	R06816	C12633[0] + C00019[0] <=> C11620[0] + C00021[0]	2.1.1.267
R06817	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase	R06817	C08604[0] + C00083[0] <=> C12643[0] + C00010[0]	2.3.1.171
R06818		R06818	C08604[0] + C02199[0] <=> C08620[0] + C00015[0]	2.4.1.-
R06819	UDP-glucose:cyanidin 3-O-rutinoside 5-O-beta-D-glucosyltransferase	R06819	C08620[0] + C00029[0] <=> C12646[0] + C00015[0]	2.4.1.116
R06820	UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-alpha-L-rhamnosyltransferase	R06820	C09099[0] + C02199[0] <=> C09789[0] + C00015[0]	2.4.1.236
R06821	malonyl-CoA:flavone-7-O-beta-D-glucoside 6''-O-malonyltransferase	R06821	C04608[0] + C00083[0] <=> C10020[0] + C00010[0]	2.3.1.115
R06822		R06822	C01477[0] <=> C01460[0]	null
R06823		R06823	C01460[0] <=> C12628[0]	null
R06824	S-adenosyl-L-methionine:vitexin-2''-O-beta-L-rhamnoside 7-O-methyltransferase	R06824	C12628[0] + C00019[0] <=> C12629[0] + C00021[0]	2.1.1.153
R06825		R06825	C01477[0] <=> C01714[0]	null
R06826	UDP-L-rhamnose:apigenin 7-O-beta-D-glucoside 2''-O-beta-L-rhamnosyltransferase	R06826	C04608[0] + C02199[0] <=> C12627[0] + C00015[0]	2.4.1.236
R06827	UDP-glucuronate:luteolin-7-O-beta-D-glucuronide 2''-O-glucuronosyltransferase	R06827	C03515[0] + C00167[0] <=> C12632[0] + C00015[0]	2.4.1.190
R06828	UDP-glucuronate:luteolin-7-O-beta-D-diglucuronide 4'-O-glucuronosyltransferase	R06828	C12632[0] + C00167[0] <=> C04900[0] + C00015[0]	2.4.1.191
R06829	UDP-L-rhamnose:luteolin-7-O-beta-D-glucoside 2''-O-alpha-L-rhamnosyltransferase	R06829	C03951[0] + C02199[0] <=> C12630[0] + C00015[0]	2.4.1.236
R06830		R06830	C11822[0] <=> C06735[0] + C00011[0]	null
R06831		R06831	C06594[0] + C00004[0] + C00080[0] + C00007[0] <=> C12832[0] + C00003[0]	1.14.12.-
R06832	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	R06832	C12832[0] + C00003[0] <=> C12831[0] + C00004[0] + C00080[0]	1.3.1.19
R06833	catechol:oxygen 1,2-oxidoreductase	R06833	C12831[0] + C00007[0] <=> C12833[0]	1.13.11.1
R06834	2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase	R06834	C12833[0] <=> C12834[0] + C01327[0]	5.5.1.7
R06835	4-carboxymethylenebut-2-en-4-olide lactonohydrolase	R06835	C12834[0] + C00001[0] <=> C12835[0]	3.1.1.45
R06836	ATP:ribose-1,5-bisphosphate phosphotransferase	R06836	C01151[0] + C00002[0] <=> C00119[0] + C00008[0]	2.7.4.23
R06837	Ribose 1-phosphokinase	R06837	C00620[0] <=> C01151[0]	null
R06838	4-carboxymethylenebut-2-en-4-olide lactonohydrolase	R06838	C12838[0] + C00001[0] <=> C02222[0]	3.1.1.45
R06839	catechol:oxygen 1,2-oxidoreductase	R06839	C05618[0] + C00007[0] <=> C03572[0]	1.13.11.1
R06840	2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)	R06840	C03572[0] <=> C12838[0] + C01327[0]	5.5.1.7
R06846	L-quinate:NADP+ 3-oxidoreductase	R06846	C00296[0] + C00006[0] <=> C00944[0] + C00005[0] + C00080[0]	1.1.1.282
R06847	shikimate:NAD+ 3-oxidoreductase	R06847	C00493[0] + C00003[0] <=> C02637[0] + C00004[0] + C00080[0]	1.1.1.282
R06848	3-oxoadipate:NAD(P)+ oxidoreductase	R06848	C12835[0] + (2) C00004[0] + (2) C00080[0] <=> C12836[0] + C01327[0] + (2) C00003[0]	1.3.1.32
R06849		R06849	C06594[0] <=> C07092[0]	null
R06850		R06850	C07092[0] <=> C06990[0]	null
R06851		R06851	C00530[0] + C00005[0] + C00080[0] + C00007[0] <=> C02814[0] + C00006[0] + C00001[0]	1.14.13.-
R06852		R06852	C02372[0] + C00001[0] <=> C00472[0] + C00014[0]	1.4.-.-
R06853		R06853	C02814[0] <=> C07103[0]	1.1.-.-
R06854		R06854	C07103[0] <=> C00472[0] + C00001[0]	1.1.-.-
R06855		R06855	C12836[0] <=> C06755[0] + C00042[0]	null
R06856		R06856	C06990[0] + C00007[0] + C00004[0] + C00080[0] <=> C12837[0] + C00003[0]	1.14.12.-
R06857	cis-1,2-dihydrobenzene-1,2-diol:NAD+ oxidoreductase	R06857	C12837[0] + C00003[0] <=> C05618[0] + C00004[0] + C00080[0]	1.3.1.19
R06858		R06858	C03657[0] + C05427[0] <=> C13309[0] + C00011[0] + C00013[0]	2.5.1.-
R06859		R06859	C13309[0] + C00019[0] <=> C02059[0] + C00021[0]	2.1.1.163
R06861	D-xylulose-5-phosphate:thiamin diphosphate glycolaldehydetransferase|alpha,beta-dihydroxyethyl-TPP:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	R06861	C00231[0] + C00068[0] <=> C13378[0] + C00118[0]	2.2.1.1|2.2.1.3
R06862	alpha,beta-Dihydroxyethyl-TPP:formaldehyde glycolaldehydetransferase	R06862	C13378[0] + C00067[0] <=> C00068[0] + C00184[0]	2.2.1.3
R06863	D-sedoheptulose-7-phosphate:thiamin diphosphate glycolaldehydetransferase	R06863	C05382[0] + C00068[0] <=> C13378[0] + C00117[0]	2.2.1.1
R06865		R06865	C13425[0] + C00007[0] <=> C05200[0]	null
R06866		R06866	C05313[0] <=> C05802[0] + C00011[0]	null
R06867	UDP-sulfoquinovose:diacylglycerol alpha-D-sulfoquinovosyltransferase	R06867	C11521[0] + C00641[0] <=> C13508[0] + C00015[0]	null
R06868	S-Adenosyl-L-methionine:methylethanolamine phosphate N-methyltransferase	R06868	C00019[0] + C01210[0] <=> C00021[0] + C13482[0]	2.1.1.103
R06869	S-Adenosyl-L-methionine:phosphodimethylethanolamine N-methyltransferase	R06869	C00019[0] + C13482[0] <=> C00021[0] + C00588[0]	2.1.1.103
R06870	Phosphoethanolamine phosphohydrolase	R06870	C00346[0] + C00001[0] <=> C00189[0] + C00009[0]	3.1.3.75
R06871	Phosphocholine phosphohydrolase	R06871	C00588[0] + C00001[0] <=> C00114[0] + C00009[0]	3.1.3.75
R06872	acyl-CoA:sn-glycerol-3-phosphate 2-O-acyltransferase	R06872	C00093[0] + C00040[0] <=> C03974[0] + C00010[0]	2.3.1.198
R06875	1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate 3-phosphohydrolase	R06875	C11554[0] + C00001[0] <=> C01277[0] + C00009[0]	3.1.3.64
R06876		R06876	C13620[0] <=> C13621[0] + C13645[0]	1.97.1.-
R06877		R06877	C13621[0] <=> C13622[0] + C13645[0]	1.97.1.-
R06878		R06878	C13622[0] <=> C13623[0] + C13645[0]	1.97.1.-
R06879		R06879	C13623[0] <=> C13624[0] + C13645[0]	1.97.1.-
R06880		R06880	(2) C13624[0] <=> C13625[0]	null
R06881		R06881	C13624[0] <=> C13626[0]	null
R06882		R06882	C13626[0] <=> C13628[0]	null
R06883		R06883	C13624[0] + C00004[0] + C00080[0] + C00007[0] <=> C13629[0] + C00003[0] + C00001[0]	1.14.-.-
R06884		R06884	C13624[0] + C00004[0] + C00080[0] + C00007[0] <=> C13631[0] + C00003[0] + C00001[0]	1.14.13.-
R06885		R06885	C13629[0] <=> C13632[0] + C00001[0]	4.2.1.-
R06886		R06886	C13632[0] + C00007[0] <=> C00633[0] + C10700[0]	1.3.-.-
R06887		R06887	C13631[0] <=> C13633[0]	null
R06888		R06888	C13631[0] + C00004[0] + C00080[0] + C00007[0] <=> C13634[0] + C00003[0] + C00001[0]	1.14.-.-
R06889		R06889	C13634[0] <=> C13635[0] + C00156[0]	1.13.-.-
R06890		R06890	C13637[0] + C00005[0] + C00080[0] + C00007[0] <=> C13638[0] + C00006[0] + C00001[0]	1.14.13.-
R06891		R06891	C13638[0] + C00003[0] <=> C10700[0] + C00004[0] + C00080[0]	1.1.1.-
R06892	(4-hydroxyphenyl)ethan-1-one,NADPH:oxygen oxidoreductase (ester-forming)	R06892	C10700[0] + C00005[0] + C00080[0] + C00007[0] <=> C13636[0] + C00006[0] + C00001[0]	1.14.13.84
R06893	aryl-ester hydrolase	R06893	C13636[0] + C00001[0] <=> C00530[0] + C00033[0]	3.1.1.2
R06894		R06894	C00203[0] + (2) C00003[0] + C00001[0] <=> C13952[0] + (2) C00004[0] + (2) C00080[0]	1.1.1.-
R06895	coproporphyrinogen-III:S-adenosyl-L-methionine oxidoreductase(decarboxylating)	R06895	C03263[0] + (2) C00019[0] <=> C01079[0] + (2) C00011[0] + (2) C00073[0] + (2) C05198[0]	1.3.99.22
R06896	chlorophyllide-a:NADP+ oxidoreductase	R06896	C11831[0] + C00005[0] + C00080[0] <=> C02880[0] + C00006[0]	1.3.1.75
R06897	2,4-dihydroxyhept-2-enedioate hydro-lyase	R06897	C05600[0] + C00001[0] <=> C06201[0]	4.2.1.-
R06898		R06898	C14101[0] <=> C14111[0]	null
R06899		R06899	C14111[0] <=> C14113[0]	null
R06900		R06900	C14111[0] <=> C14112[0]	null
R06901		R06901	C14114[0] <=> C14111[0]	null
R06902		R06902	C14101[0] + C01352[0] + C00007[0] <=> C03203[0] + C00016[0] + C00001[0]	null
R06903		R06903	C14098[0] + C00122[0] <=> C14115[0]	4.1.99.-
R06904		R06904	C14115[0] + C00091[0] <=> C14116[0] + C00042[0]	2.8.3.-
R06905		R06905	C14116[0] <=> C14117[0] + (2) C00080[0]	1.3.99.-
R06906		R06906	C14117[0] + C00001[0] <=> C14118[0]	4.2.1.-
R06907		R06907	C14118[0] <=> C14119[0] + (2) C00080[0]	1.1.-.-
R06908		R06908	C14119[0] + C00010[0] <=> C14120[0] + C00091[0]	2.3.1.-
R06909	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	R06909	C14082[0] + C00007[0] + C00004[0] + C00080[0] <=> C14083[0] + C00003[0]	1.14.12.12
R06910	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	R06910	C14083[0] + C00003[0] <=> C14084[0] + C00004[0] + C00080[0]	1.3.1.29
R06911		R06911	C14084[0] + C00007[0] <=> C14085[0]	1.13.-.-
R06912		R06912	C14085[0] <=> C14086[0]	5.3.99.-
R06913		R06913	C14086[0] + C00001[0] <=> C14087[0] + C00022[0]	4.2.1.-
R06914		R06914	C14087[0] + C00003[0] + C00001[0] <=> C14088[0] + C00004[0] + C00080[0]	1.2.1.-
R06915	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)	R06915	C14088[0] + C00007[0] + C00004[0] + C00080[0] <=> C02923[0] + C00003[0] + C00011[0] + C00001[0]	1.14.13.1
R06916		R06916	C14082[0] + C00007[0] + C00004[0] + C00080[0] <=> C14089[0] + C00003[0] + C00001[0]	1.14.13.-
R06917	1-hydroxymethylnaphthalene:NAD+ oxidoreductase	R06917	C14089[0] + C00003[0] <=> C14090[0] + C00004[0] + C00080[0]	1.1.1.1
R06918		R06918	C14090[0] + C00003[0] + C00001[0] <=> C14091[0] + C00004[0] + C00080[0]	1.2.1.-
R06919		R06919	C14091[0] + C00007[0] + C00004[0] + C00080[0] <=> C14092[0] + C00003[0]	1.14.12.-
R06920		R06920	C14092[0] <=> C14093[0]	1.1.-.-
R06921		R06921	C14093[0] + C00007[0] <=> C14094[0]	1.13.-.-
R06922		R06922	C14094[0] <=> C14095[0]	5.3.99.-
R06923		R06923	C14095[0] + C00001[0] <=> C14096[0] + C00022[0]	4.2.1.-
R06924		R06924	C14096[0] + C00007[0] + C00001[0] <=> C14097[0] + C00027[0]	1.2.3.-
R06925		R06925	C14097[0] <=> C00805[0] + C00011[0]	4.1.1.-
R06926		R06926	C14098[0] + C00007[0] + C00004[0] + C00080[0] <=> C02909[0] + C00003[0] + C00001[0]	1.14.13.-
R06927	(2-naphthyl)methanol:NAD+ oxidoreductase	R06927	C02909[0] + C00003[0] <=> C14099[0] + C00004[0] + C00080[0]	1.1.1.1
R06928		R06928	C14099[0] + C00003[0] + C00001[0] <=> C14101[0] + C00004[0] + C00080[0]	1.2.1.-
R06929		R06929	C14099[0] <=> C14100[0]	null
R06930	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	R06930	C02909[0] + C00007[0] + C00004[0] + C00080[0] <=> C14104[0] + C00003[0]	1.14.12.12
R06931	cis-1,2-dihydronaphthalene-1,2-diol:NAD+ 1,2-oxidoreductase	R06931	C14104[0] + C00003[0] <=> C14105[0] + C00004[0] + C00080[0]	1.3.1.29
R06932		R06932	C14105[0] + C00007[0] <=> C14106[0]	1.13.-.-
R06933		R06933	C14106[0] <=> C14107[0]	5.3.99.-
R06934		R06934	C14107[0] + C00001[0] <=> C14108[0] + C00022[0]	4.2.1.-
R06935		R06935	C14108[0] + C00003[0] + C00001[0] <=> C14109[0] + C00004[0] + C00080[0]	1.2.1.-
R06936	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)	R06936	C14109[0] + C00007[0] + C00004[0] + C00080[0] <=> C14110[0] + C00003[0] + C00001[0] + C00011[0]	1.14.13.1
R06937	naphthalene,NADH:oxygen oxidoreductase (1,2-hydroxylating)	R06937	C14098[0] + C00007[0] + C00004[0] + C00080[0] <=> C14102[0] + C00003[0]	1.14.12.12
