ID	NAMES	METACYC	EQUATION	ECs
RXN-9467		RXN-9467	DTDP-RHAMNOSE[0] <=> DTDP-L-DIHYDROSTREPTOSE[0]	-
RXN-9723		RXN-9723	CPD-10411[0] + (2) NADP[0] <= CPD-7090[0] + (2) NADPH[0] + (3) PROTON[0]	EC-1.3.1.77
RXN-13398		RXN-13398	CHLOROPHYLLIDE-A[0] + (2) OXYGEN-MOLECULE[0] + (2) NADPH[0] + (2) PROTON[0] => CPD-7014[0] + (3) WATER[0] + (2) NADP[0]	EC-1.14.13.122
TRANS-RXN0-445		TRANS-RXN0-445	CHITOBIOSE[1] => CHITOBIOSE[0]	-
RXN-16830		RXN-16830	CPD-18151[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] <=> CPD-18153[0] + NADP[0] + WATER[0]	EC-1.14.13
RXN-10986		RXN-10986	ACRYLYL-COA[0] + (2) WATER[0] <=> PROTON[0] + 3-HYDROXY-PROPIONATE[0] + CO-A[0]	-
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN		ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	Pi[0] + TREHALOSE[0] <=> CPD-448[0] + Glucopyranose[0]	EC-2.4.1.64
RXN-16153		RXN-16153	CPD-15365[0] + MALONYL-COA[0] + PROTON[0] <=> CPD-17401[0] + CO-A[0] + CARBON-DIOXIDE[0]	EC-2.3.1.199
RXN-9730		RXN-9730	Malonate-Decarboxylases-Malonyl-Form[0] + PROTON[0] <=> Malonate-Decarboxylases-Acetyl-Form[0] + CARBON-DIOXIDE[0]	EC-4.1.1.87
3.6.4.8-RXN		3.6.4.8-RXN	ATP[0] + WATER[0] + General-Protein-Substrates[0] => ADP[0] + Pi[0] + PROTON[0] + Unfolded-Proteins[0]	EC-5.6.1.i
3.4.14.11-RXN		3.4.14.11-RXN	Xaa-Pro-Dipeptidyl-Peptidase-Substrates[0] + WATER[0] => Dipeptides-With-Proline-Carboxy[0] + Peptide-Holder-Alternative[0]	EC-3.4.14.11
RXN-10109		RXN-10109	CPD-10861[0] <=> CPD-10853[0] + PROTON[0]	EC-5.5.1.7
RXN-8340		RXN-8340	S-ADENOSYLMETHIONINE[0] + GTP[0] + Donor-H2[0] => CPD-19179[0] + MET[0] + CH33ADO[0] + Acceptor[0] + PROTON[0]	EC-4.1.99.22
RXN-11974		RXN-11974	CPD1F-114[0] + Acceptor[0] <=> CPD-12932[0] + Donor-H2[0]	-
RXN-12664		RXN-12664	CPD-13624[0] <=> CPDMETA-13642[0]	-
RXN-16839	isovitexin 7-O-xyloside 2''-o-arabinosyltransferase	RXN-16839	CPD-10349[0] + UDP-L-ARABINOSE[0] <=> CPD-18157[0] + UDP[0] + PROTON[0]	EC-2.4.1
RXN-9077		RXN-9077	CPD-9568[0] + WATER[0] <=> CPD-9567[0] + L-ASPARTATE[0]	EC-3.5.1
3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN		3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN	WATER[0] + G3P[0] => GLYCERATE[0] + Pi[0]	EC-3.1.3.38
RXN-14559		RXN-14559	CPD-12575[0] + ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE[0] => CPD-15429[0] + UDP[0] + PROTON[0]	EC-2.4.1.305
RXN-6544		RXN-6544	CPD1F-95[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] <=> CPD-6228[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11
RXN-17961		RXN-17961	CPD-19241[0] + ACETYL-COA[0] => CPD-19242[0] + CO-A[0] + PROTON[0]	EC-2.3.1.dd
L-IDITOL-2-DEHYDROGENASE-RXN		L-IDITOL-2-DEHYDROGENASE-RXN	CPD-369[0] + NAD[0] <=> CPD-15616[0] + NADH[0] + PROTON[0]	EC-1.1.1.14
RXN66-162		RXN66-162	UDP-GLUCURONATE[0] + CPD-2750[0] <=> CPD-2752[0] + UDP[0] + PROTON[0]	EC-2.4.1.17
RXN-16862		RXN-16862	CPD-18186[0] <=> CPD-18187[0]	-
RXN-17522		RXN-17522	PROTOHEME[0] + HYDROGEN-PEROXIDE[0] + (2) OXYGEN-MOLECULE[0] + (2) PROTON[0] + Acceptor[0] <=> CPD-18928[0] + CPD-18929[0] + (2) CARBON-MONOXIDE[0] + FE+3[0] + Donor-H2[0]	-
RXN-16762		RXN-16762	CAFFEOYL-COA[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] <=> CPD-18078[0] + SUC[0] + CARBON-DIOXIDE[0]	EC-1.14.11
RXN-16623		RXN-16623	3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs[0] <=> 2E-7Z-hexadeca-2-7-dienoyl-ACPs[0] + WATER[0]	EC-4.2.1.59
RXN-15830		RXN-15830	(4) Cytochromes-C-Reduced[1] + OXYGEN-MOLECULE[0] + (8) PROTON[0] <=> (4) PROTON[1] + (4) Cytochromes-C-Oxidized[1] + (2) WATER[0]	EC-1.9.3.1
RXN-11544		RXN-11544	1-3-7-TRIMETHYLXANTHINE[0] + Demethylated-methyl-acceptors[0] <=> CPD-12479[0] + Methylated-methyl-acceptors[0]	-
RXN-10894		RXN-10894	CPD-11859[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> CPD-11860[0] + FORMALDEHYDE[0] + WATER[0] + NAD[0]	EC-1.14.13
RXN-14873		RXN-14873	CPD-15800[0] + Acceptor[0] <=> CPD-15742[0] + Donor-H2[0]	-
RXN1G-72	cis-delta5-3-oxo-C24:1-[acyl-carrier protein] reductase	RXN1G-72	cis-delta5-3-hydroxylignoceroyl-ACPs[0] + NADP[0] <= cis-delta5-3-oxo-lignoceroyl-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.1.1.M9
RXN-7621		RXN-7621	CPD-6975[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> GIBBERELLIN[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	EC-1.14.14
RXN66-1		RXN66-1	ETOH[0] + HYDROGEN-PEROXIDE[0] <=> (2) WATER[0] + ACETALD[0]	EC-1.11.1.6
RXN-14872		RXN-14872	CPD-15798[0] + Acceptor[0] <=> CPD-15800[0] + Donor-H2[0] + PROTON[0]	-
RXN-13164		RXN-13164	CPD-12575[0] + CPD-14125[0] => CPD-14153[0] + UDP[0] + PROTON[0]	EC-2.4.1.301
RXN-4282		RXN-4282	CPD-4181[0] + NADP[0] <=> CYCLOARTENOL[0] + PROTON[0] + NADPH[0]	EC-1.3.1.72
RXN-7748	CYP79A1|L-tyrosine,NADPH:oxygen oxidoreductase (N-hydroxylating)|tyrosine N-hydroxylase|tyrosine N-monooxygenase	RXN-7748	CPD-267[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-7070[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	-
ABC-27-RXN		ABC-27-RXN	ATP[0] + Pi[1] + WATER[0] => ADP[0] + (2) Pi[0] + PROTON[0]	EC-7.3.2.1
2.4.1.53-RXN		2.4.1.53-RXN	UDP-N-ACETYL-D-GLUCOSAMINE[0] + CPD-19303[0] => CPD-19793[0] + UDP[0] + PROTON[0]	EC-2.4.1.70
RXN-15205		RXN-15205	UDP-N-ACETYL-D-GLUCOSAMINE[0] + Glycoprotein-L-serine-or-L-threonine[0] <=> UDP[0] + D-Glc-NAc--Glycoproteins[0] + PROTON[0]	EC-2.4.1.255
1.4.3.19-RXN		1.4.3.19-RXN	GLY[0] + WATER[0] + OXYGEN-MOLECULE[0] <=> GLYOX[0] + AMMONIUM[0] + HYDROGEN-PEROXIDE[0]	EC-1.4.3.19
RXN-12364		RXN-12364	CPD-13347[0] + E-[0] <= CPD-12796[0]	-
PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN		PROTEIN-TYROSINE-SULFOTRANSFERASE-RXN	Protein-Tyrosines[0] + PAPS[0] => 3-5-ADP[0] + Protein-tyrosine-O-sulfates[0] + PROTON[0]	EC-2.8.2.20
RXN-16079		RXN-16079	MALONYL-COA[0] + ARACHIDONYL-COA[0] + PROTON[0] <=> CPD-17324[0] + CO-A[0] + CARBON-DIOXIDE[0]	EC-2.3.1
RXN-9628		RXN-9628	CPD-10267[0] + WATER[0] => PROTON[0] + CPD-3617[0] + CO-A[0]	EC-3.1.2.2
6.3.2.7-RXN		6.3.2.7-RXN	UDP-AA-GLUTAMATE[0] + LYS[0] + ATP[0] => PROTON[0] + Pi[0] + CPD-209[0] + ADP[0]	EC-6.3.2.7
1.2.4.4-RXN		1.2.4.4-RXN	2-KETO-ISOVALERATE[0] + BCAA-dehydrogenase-lipoyl[0] + PROTON[0] <=> BCAA-dehydrogenase-2MP-DH-lipoyl[0] + CARBON-DIOXIDE[0]	EC-1.2.4.4
RXN-12972		RXN-12972	CPD-4892[0] + NADH[0] + PROTON[0] + OXYGEN-MOLECULE[0] => ALPHA-PINENE-OXIDE[0] + NAD[0] + WATER[0]	EC-1.14.13.155
RXN-17641		RXN-17641	BUTANOL[0] + ETR-Quinones[0] <=> BUTANAL[0] + ETR-Quinols[0]	EC-1.1.5.11
RXN-15714	5-aminolevulinyl-CoA synthase	RXN-15714	5-AMINO-LEVULINATE[0] + CO-A[0] + ATP[0] <=> CPD-16937[0] + AMP[0] + PPI[0]	EC-6.2.1
RXN-9186		RXN-9186	CPD-1722[0] <=> CPD-9752[0]	-
RXN-12454		RXN-12454	56-Dihydrouracil16-in-tRNAs[0] + NAD-P-OR-NOP[0] <= Uracil16-in-tRNAs[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.3.1.88
RXN-15170		RXN-15170	Hpr-pi-phospho-L-histidines[0] + ALPHA-D-GALACTOSE[1] => CPD-1241[0] + Hpr-Histidine[0]	EC-2.7.1.204
RXN-8005		RXN-8005	CPD-12575[0] + CPD-591[0] <=> PROTON[0] + CPD-7386[0] + UDP[0]	EC-2.4.1
RXN-18018		RXN-18018	1-Phosphatidyl-2-O-D-Ala-Glycerol[0] + CPD-19309[0] => L-1-PHOSPHATIDYL-GLYCEROL[0] + CPD-19310[0]	EC-2.3.1.M32
R213-RXN		R213-RXN	CPD-153[0] + WATER[0] <=> CPD-285[0]	EC-4.2.1.114
RXN-19286		RXN-19286	CPD-20774[0] + 2-KETOGLUTARATE[0] + OXYGEN-MOLECULE[0] + CL-[0] + PROTON[0] => CPD-20775[0] + SUC[0] + CARBON-DIOXIDE[0] + WATER[0]	EC-1.14.20.14
RXN-17355		RXN-17355	PTS-I-pi-phospho-L-histidines[0] + Hpr-Histidine[0] <=> PTS-I-Histidines[0] + Hpr-pi-phospho-L-histidines[0]	-
RXN3O-4157		RXN3O-4157	TYR[0] + PYRUVATE[0] <=> P-HYDROXY-PHENYLPYRUVATE[0] + L-ALPHA-ALANINE[0]	EC-2.6.1.58
RXN-12681		RXN-12681	CPD-6948[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-13666[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0]	-
R344-RXN		R344-RXN	(2) ATP[0] + (2) CPD-20909[0] <=> (2) CPD-690[0] + (2) P3I[0] + (2) Corrinoid-Adenosyltransferases[0]	-
RXN-15256		RXN-15256	CPD-147[0] + NADH-P-OR-NOP[0] <=> GLYCEROL[0] + NITRITE[0] + NAD-P-OR-NOP[0]	EC-4.99.1
RXN-9616		RXN-9616	CPD-10269[0] + OXYGEN-MOLECULE[0] + (2) FERROCYTOCHROME-B5[0] + (2) PROTON[0] <=> CPD-10254[0] + (2) WATER[0] + (2) FERRICYTOCHROME-B5[0]	EC-1.14.19.6
RXN-13034		RXN-13034	CPD-12981[0] => CPD-17705[0]	EC-4.2.2.26
6.3.3.4-RXN		6.3.3.4-RXN	L-N2-2-CARBOXYETHYLARGININE[0] + ATP[0] <=> DEOXYAMIDINOPROCLAVAMINATE[0] + AMP[0] + PPI[0]	EC-6.3.3.4
RXN66-357		RXN66-357	11-DEOXY-CORTISOL[0] + (2) Reduced-adrenal-ferredoxins[0] + OXYGEN-MOLECULE[0] + (2) PROTON[0] <=> WATER[0] + CORTISOL[0] + (2) Oxidized-adrenal-ferredoxins[0]	EC-1.14.15.4
RXN-11834		RXN-11834	23S-rRNA-uridine2457[0] => 23S-rRNA-pseudouridine2457[0]	EC-5.4.99.20
RXN-12632		RXN-12632	CPD-13604[0] <=> CPD-13605[0] + 2-AMINOACRYLATE[0]	EC-4.4.1.4
RXN-12519		RXN-12519	trans-2-cis-5-dienoyl-CoA[0] => trans-3-cis-5-dienoyl-CoA[0]	EC-5.3.3.8
RXN-13409		RXN-13409	FARNESYL-PP[0] => CPD-14376[0] + PPI[0]	EC-4.2.3
RXN-16871		RXN-16871	CPD-18201[0] <=> CPD-18198[0]	-
RXN-15581		RXN-15581	D-SERINE[0] <=> 2-AMINOACRYLATE[0] + WATER[0]	-
RXN-16275		RXN-16275	CPD-17523[0] + LIPID-IV-A[0] => 2-Acylglycero-Phosphocholines[0] + CPD0-1281[0]	EC-2.3.1.251
3.1.1.73-RXN		3.1.1.73-RXN	Feruloyl-polysaccharides[0] + WATER[0] <=> FERULIC-ACID[0] + Polysaccharides[0] + PROTON[0]	EC-3.1.1.73
RXN-13478		RXN-13478	CPD-14464[0] + NAD[0] <=> CPD-14466[0] + NADH[0] + PROTON[0]	EC-1.5.1.44
RXN-15670		RXN-15670	CPD-367[0] + NAD-P-OR-NOP[0] <= CPD-380[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.1.1.375
RXN-12321		RXN-12321	(2) FARNESYL-PP[0] => CPD-9906[0] + (2) PPI[0]	EC-2.5.1.96
RXN-12281		RXN-12281	ACROLEIN[0] + NADPH[0] + PROTON[0] <=> CPD-665[0] + NADP[0]	EC-1.3.1
RXN-12455		RXN-12455	56-Dihydrouracil17-in-tRNAs[0] + NAD-P-OR-NOP[0] <= Uracil17-in-tRNAs[0] + NADH-P-OR-NOP[0] + PROTON[0]	EC-1.3.1.88
3.5.1.87-RXN		3.5.1.87-RXN	N-Carbamoyl-L-Amino-Acids[0] + WATER[0] + (2) PROTON[0] => L-Amino-Acids[0] + AMMONIUM[0] + CARBON-DIOXIDE[0]	EC-3.5.1.87
RXN-11441		RXN-11441	CPD-12400[0] + WATER[0] => CPDQT-413[0] + CPD-12607[0]	EC-4.4.1.M2
RXN-19479		RXN-19479	L-ALPHA-ALANINE[0] + AmbB[0] + ATP[0] => L-Alanyl-AmbB[0] + AMP[0] + PPI[0]	EC-6.2.1.ag
RXN-17116		RXN-17116	CPD-17365[0] + ACETYL-COA[0] <=> CPD-18494[0] + CO-A[0]	EC-2.3.1.16
RXN-12989		RXN-12989	CPDQT-349[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-14051[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0] + PROTON[0]	-
3.4.24.49-RXN		3.4.24.49-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.24.49
3.4.21.4-RXN		3.4.21.4-RXN	Trypsin-Substrates[0] + WATER[0] => Peptides-holder[0] + Peptide-Holder-Alternative[0]	EC-3.4.21.4
4.2.2.12-RXN		4.2.2.12-RXN	Xanthan[0] <=> CPD-12985[0] + CPD-12983[0]	EC-4.2.2.12
FATTY-ACID-O-METHYLTRANSFERASE-RXN		FATTY-ACID-O-METHYLTRANSFERASE-RXN	S-ADENOSYLMETHIONINE[0] + Fatty-Acids[0] => ADENOSYL-HOMO-CYS[0] + Fatty-acid-methyl-esters[0]	EC-2.1.1.15
RXN-18412		RXN-18412	S-ADENOSYLMETHIONINE[0] + 7-hydroxy-bacteriochlorophyllide-c[0] + WATER[0] <=> 7-dihydroxy-bacteriochlorophyllide-c[0] + CH33ADO[0] + MET[0] + PROTON[0]	-
RXN-14416		RXN-14416	CPD-15263[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] <=> CPD-15267[0] + Ox-NADPH-Hemoprotein-Reductases[0] + (2) WATER[0]	EC-1.14.19.71
RXN-4602		RXN-4602	PHE[0] + (2) Red-NADPH-Hemoprotein-Reductases[0] + (2) OXYGEN-MOLECULE[0] => CPD-13031[0] + (2) Ox-NADPH-Hemoprotein-Reductases[0] + (3) WATER[0] + CARBON-DIOXIDE[0]	EC-1.14.14.40
RXN-17612		RXN-17612	CPD-19011[0] + OXYGEN-MOLECULE[0] + NADH[0] + PROTON[0] <=> CPD-19043[0] + WATER[0] + NAD[0]	EC-1.14.13.M36
RXN-19024		RXN-19024	GLUTATHIONE[0] => CYS-GLY[0] + 5-OXOPROLINE[0]	EC-4.3.2.7
RXN-15171		RXN-15171	Hpr-pi-phospho-L-histidines[0] + GALACTOSE[1] => CPD-15712[0] + Hpr-Histidine[0]	EC-2.7.1.204
SEDOHEPTULOKINASE-RXN		SEDOHEPTULOKINASE-RXN	ATP[0] + SEDOHEPTULOSE[0] => ADP[0] + D-SEDOHEPTULOSE-7-P[0] + PROTON[0]	EC-2.7.1.14
RXN-2502		RXN-2502	110-DIHYDRO-110-DIHYDROXYFLUOREN-9-ONE[0] + NAD[0] + WATER[0] <=> (2) PROTON[0] + 3-2-CARBOXYPHENYLCATECHOL[0] + NADH[0]	-
RXN-18032		RXN-18032	HCO3[0] <=> CO3[0] + PROTON[0]	-
2.6.1.7-RXN		2.6.1.7-RXN	CPD-14736[0] + 2-KETOGLUTARATE[0] => GLT[0] + CPD-476[0]	EC-2.6.1.7
RXN-19789		RXN-19789	CPD-7989[0] + (2) Red-NADPH-Hemoprotein-Reductases[0] + (2) OXYGEN-MOLECULE[0] => CPD-18925[0] + (2) Ox-NADPH-Hemoprotein-Reductases[0] + (3) WATER[0]	EC-1.14.14.151
RXN-11667	(S)-3-hydroxybutanoyl-CoA dehydrogenase	RXN-11667	S-3-HYDROXYBUTANOYL-COA[0] <=> WATER[0] + CROTONYL-COA[0]	EC-4.2.1.150
3.4.21.109-RXN		3.4.21.109-RXN	WATER[0] + General-Protein-Substrates[0] => (2) Peptides-holder[0]	EC-3.4.21.109
RXN-9756		RXN-9756	PROTON[0] + CPD-397[0] <=> CPD-10471[0] + CARBON-DIOXIDE[0]	-
UNSPECIFIC-MONOOXYGENASE-RXN		UNSPECIFIC-MONOOXYGENASE-RXN	RH-Group[0] + Red-NADPH-Hemoprotein-Reductases[0] + OXYGEN-MOLECULE[0] => Alcohols[0] + Ox-NADPH-Hemoprotein-Reductases[0] + WATER[0]	EC-1.14.14.1
PROTEIN-TYROSINE-PHOSPHATASE-RXN		PROTEIN-TYROSINE-PHOSPHATASE-RXN	Protein-tyrosine-phosphates[0] + WATER[0] => Pi[0] + Protein-Tyrosines[0]	EC-3.1.3.48
2.4.1.240-RXN		2.4.1.240-RXN	CPD-12575[0] + Flavonol-glucosyl-glucosides[0] => UDP[0] + Flavonol-glucosyl-glucosyl-glucosides[0] + PROTON[0]	EC-2.4.1.240
RXN-14125		RXN-14125	4-PHOSPHONOOXY-THREONINE[0] + WATER[0] => CPD0-2189[0] + Pi[0]	EC-4.2.3
HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN		HYDROXYACID-OXOACID-TRANSHYDROGENASE-RXN	CPD-1843[0] + 2-KETOGLUTARATE[0] <=> R-2-HYDROXYGLUTARATE[0] + 3-KETOBUTYRATE[0]	EC-1.1.99.24
RXN-14274	decanoyl-CoA C-acyltransferase	RXN-14274	CPD-10267[0] + ACETYL-COA[0] <= CPD0-2105[0] + CO-A[0]	EC-2.3.1.16
RXN-11819		RXN-11819	RH-Group[0] + Alkyl-Hydro-Peroxides[0] => (2) Alcohols[0]	EC-1.11.2.3
RXN-13855	3,5,7-trimethylquercetagetin 4'-methyltransferase	RXN-13855	S-ADENOSYLMETHIONINE[0] + 345-TRIHYDROXY-367-TRIMETHOXYFLAVO[0] <=> CPD-14856[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1
SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN		SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN	CPD-12575[0] + CPD-173[0] <=> PROTON[0] + CPD-1142[0] + UDP[0]	EC-2.4.1.172
RXN-11904		RXN-11904	FARNESYL-PP[0] + WATER[0] => CPD-12879[0] + PPI[0]	EC-4.2.3.64
RXN-17228		RXN-17228	S-ADENOSYLMETHIONINE[0] + CPD-18630[0] <=> CPD-18633[0] + ADENOSYL-HOMO-CYS[0] + PROTON[0]	EC-2.1.1.M12
RXN-14121		RXN-14121	CPD-7066[0] + NAD[0] <=> METHYLOXALO-ACETATE[0] + NADH[0] + PROTON[0]	EC-1.1.1
RXN-12669		RXN-12669	CPD-196[0] + OXYGEN-MOLECULE[0] <=> CPD0-2108[0] + HYDROGEN-PEROXIDE[0]	EC-1.3.3.6
RXN-18608		RXN-18608	ACYL-COA[0] + 1-PHOSPHATIDYL-MYO-INOSITOL-2-MANNOSE[0] => Phosphatidyl-myo-inositol-6-acyl-mannose[0] + CO-A[0]	EC-2.3.1.265
RXN-6424		RXN-6424	CPD-6121[0] <=> CPD-6123[0] + WATER[0]	-
RXN-11351		RXN-11351	(2) CPD-12310[0] + PROTON[0] <=> CPD-12311[0] + D-ALANINE[0]	EC-3.4.16.4
RXN-10883		RXN-10883	CPD-14966[0] + PROTON[0] <=> HYDROXYMUCONATE-SALD[0] + CARBON-DIOXIDE[0]	-
RXN-16512		RXN-16512	CPD-17757[0] + WATER[0] <=> CPD-13122[0] + CPD-13665[0]	EC-3.2.1.180
PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN		PEPTIDYLAMIDOGLYCOLATE-LYASE-RXN	CPD-8528[0] <=> PEPTIDAMIDE-CPD[0] + GLYOX[0]	EC-4.3.2.5
RXN-22		RXN-22	CANAVANINOSUCCINATE[0] <=> CANAVANINE[0] + FUM[0]	EC-4.3.2.1
MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN		MALONATE-SEMIALDEHYDE-DEHYDRATASE-RXN	MALONATE-S-ALD[0] <= CPD-661[0] + WATER[0]	EC-4.2.1.27
RXN1G-248	trans-delta2-cis,cis-delta5,23-C42:3-[acyl-carrier protein] reductase	RXN1G-248	cis-cis-D5-23-C42-2-ACPs[0] + NAD[0] <=> trans-D2-cis-cis-D5-23-C42-3-ACPs[0] + NADH[0] + PROTON[0]	EC-1.3.1.al
RXN-16283		RXN-16283	L-1-PHOSPHATIDYL-ETHANOLAMINE[0] + CPD0-1283[0] + PROTON[0] => DIACYLGLYCEROL[0] + Lipid-A-1-2-aminoethyl-PP[0]	EC-2.7.8.43
PHOSNACMURPENTATRANS-RXN	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase	PHOSNACMURPENTATRANS-RXN	C1[0] + CPD-9646[0] <=> C5[0] + UMP[0]	EC-2.7.8.13
RXN-15803		RXN-15803	CPD-15280[0] + L-SELENOCYSTEINE[0] + OXYGEN-MOLECULE[0] => CPD-17044[0] + WATER[0]	-
RXNQT-4165		RXNQT-4165	CPDQT-36[0] + NAD[0] => CPDQT-27[0] + CARBON-DIOXIDE[0] + NADH[0]	EC-1.1.1.85
RXN-13126		RXN-13126	4-HYDROXYPHENYLACETATE[0] + WATER[0] <=> HYDROQUINONE[0] + ACET[0]	EC-3.1.1
RXN-13535		RXN-13535	S-ADENOSYLMETHIONINE[0] + HOPAN-22-OL[0] + CPD-9037[0] <=> CPD-14518[0] + CH33ADO[0] + MET[0] + CPD-17105[0]	EC-2.1.1
RXN-13017		RXN-13017	CPDQT-340[0] + OXYGEN-MOLECULE[0] + Red-NADPH-Hemoprotein-Reductases[0] <=> CPD-14047[0] + WATER[0] + Ox-NADPH-Hemoprotein-Reductases[0] + PROTON[0]	-
RXN-8960		RXN-8960	CPD-9409[0] <=> CPD-9408[0] + WATER[0]	EC-4.2.1.148
RXN-16754		RXN-16754	CPD-18073[0] + OXYGEN-MOLECULE[0] + NADPH[0] + PROTON[0] => CPD-18074[0] + NADP[0] + WATER[0]	EC-1.14.13
L-LYSINE-OXIDASE-RXN		L-LYSINE-OXIDASE-RXN	LYS[0] + WATER[0] + OXYGEN-MOLECULE[0] => 2-KETO-6-AMINO-CAPROATE[0] + AMMONIUM[0] + HYDROGEN-PEROXIDE[0]	EC-1.4.3.14
RXN-19152		RXN-19152	CPD-9911[0] + OXYGEN-MOLECULE[0] + Donor-H2[0] <=> CPD-20648[0] + WATER[0] + Acceptor[0]	-
RXN-12641		RXN-12641	DIHYDRO-SPHINGOSINE[0] + NAD[0] <=> DEHYDROSPHINGANINE[0] + NADH[0] + PROTON[0]	EC-1.1.1
RXN-16418		RXN-16418	OCTADEC-9-ENE-118-DIOIC-ACID[0] + CO-A[0] + ATP[0] <=> CPD-17624[0] + PPI[0] + AMP[0]	EC-6.2.1.3
RXN0-7188		RXN0-7188	MET[0] + HYDROGEN-PEROXIDE[0] => CPD-8990[0] + WATER[0]	-
RXN-9137		RXN-9137	DELTA3-ISOPENTENYL-PP[0] + Rubbers[0] => Rubbers[0] + PPI[0]	EC-2.5.1.20
RXN-15951		RXN-15951	(3) CPD-17186[0] + (3) ATP[0] + GLY[0] + (2) SER[0] + FE+3[0] <=> CPD-17185[0] + (3) AMP[0] + (3) PPI[0] + (3) WATER[0] + (3) PROTON[0]	EC-6.3.2
THYROID-HORMONE-AMINOTRANSFERASE-RXN		THYROID-HORMONE-AMINOTRANSFERASE-RXN	LIOTHYRONINE[0] + 2-KETOGLUTARATE[0] <=> GLT[0] + CPD-176[0]	EC-2.6.1.26
RXN-17968		RXN-17968	CPD-19252[0] <=> CPD-19253[0]	-
RXN-7587		RXN-7587	4-IMIDAZOLONE-5-PROPIONATE[0] + WATER[0] <=> FORMYL-ISOGLUTAMINE[0]	-
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN		ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	L-ASPARTATE-SEMIALDEHYDE[0] + Pi[0] + NADP[0] <=> L-BETA-ASPARTYL-P[0] + NADPH[0] + PROTON[0]	EC-1.2.1.11
RXN-15866		RXN-15866	(2) S-ADENOSYLMETHIONINAMINE[0] + SPERMIDINE[0] <=> (2) 5-METHYLTHIOADENOSINE[0] + CPD-17107[0] + (2) PROTON[0]	EC-2.5.1.128
RXN-10612		RXN-10612	L-THYROXINE[0] <=> CPD-11405[0]	-
RXNQT-4191	acid monophosphatase|orthophosphoric-monoester phosphohydrolase (acid optimum)|phosphate-monoester phosphohydrolase (acid optimum)|acid phosphatase|acid phosphomonoesterase|acid nucleoside diphosphate phosphatase|phosphomonoesterase|uteroferrin|acid phosphomonoester hydrolase|acid phosphohydrolase|glycerophosphatase	RXNQT-4191	THIAMINE-P[0] + WATER[0] => THIAMINE[0] + Pi[0]	EC-3.1.3.100
RXN1G-262	cis,cis-delta7,19-3-oxo-C38:2-[acyl-carrier protein] reductase	RXN1G-262	cis-cis-D7-19-3-hydroxyC38-2-ACPs[0] + NADP[0] <= cis-cis-D7-19-3-oxo-C38-2-ACPs[0] + NADPH[0] + PROTON[0]	EC-1.1.1.M9
RXN-11908	5-epiaristolochene,NADPH:oxygen oxidoreductase (1- and 3-hydroxylating)	RXN-11908	CPD-4664[0] + (2) Red-NADPH-Hemoprotein-Reductases[0] + (2) OXYGEN-MOLECULE[0] => CPD-4661[0] + (2) Ox-NADPH-Hemoprotein-Reductases[0] + (2) WATER[0]	EC-1.14.14.149
