Original Reaction	Matched Reaction	Original Description	Matched Description	Swapped Compounds	
rxn23859	rxn14195	(1) NADPH[0] + (3) H+[0] + (2) Ascorbate radical[0] => (1) NADP[0] + (2) L-Ascorbate[0]	(2) L-Ascorbate[0] + (1) A[0] <=> (2) Ascorbate radical[0] + (1) AH2[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn23963	rxn06952	(1) H2O[0] + (1) FAD[0] + (1) N6-Dimethylallyladenine[0] <=> (1) Adenine[0] + (1) FADH2[0] + (1) 3-Methylbut-2-enal[0]	(1) H2O[0] + (1) N6-Dimethylallyladenine[0] + (1) A[0] <=> (1) Adenine[0] + (1) 3-Methylbut-2-enal[0] + (1) AH2[0]	cpd00015:cpd11609;cpd00982:cpd11610	
rxn23963	rxn17254	(1) H2O[0] + (1) FAD[0] + (1) N6-Dimethylallyladenine[0] <=> (1) Adenine[0] + (1) FADH2[0] + (1) 3-Methylbut-2-enal[0]	(1) H2O[0] + (1) N6-Dimethylallyladenine[0] + (1) Acceptor[0] <=> (1) Adenine[0] + (1) 3-Methylbut-2-enal[0] + (1) Donor-H2[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn24124	rxn39818	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Zeinoxanthin[0] => (1) H2O[0] + (1) NADP[0] + (1) Lutein[0]	(1) O2[0] + (1) Zeinoxanthin[0] + (1) AH2[0] <=> (1) H2O[0] + (1) Lutein[0] + (1) A[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn24152	rxn24151	(1) H2O[0] + (1) NADP[0] + (1) 3-Aminopropanal[0] <=> (1) NADPH[0] + (2) H+[0] + (1) beta-Alanine[0]	(1) H2O[0] + (1) 3-Aminopropanal[0] + (1) NAD-P-OR-NOP[0] => (2) H+[0] + (1) beta-Alanine[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn24341	rxn48483	(1) NADPH[0] + (1) H+[0] + (1) 3-(3,4-Dihydroxyphenyl)pyruvate[0] <=> (1) NADP[0] + (1) R(+)-3,4-dihydroxyphenyllactate[0]	(1) R(+)-3,4-dihydroxyphenyllactate[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) 3-(3,4-Dihydroxyphenyl)pyruvate[0] + (1) NADH-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn25136	rxn21627	(1) NADP[0] + (1) Xylitol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Xylose[0]	(1) Xylitol[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Xylose[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn25140	rxn16854	(1) NADP[0] + (1) D-ARABINOSE[0] <=> (1) NADPH[0] + (1) H+[0] + (1) D-Arabinono-1,4-lactone[0]	(1) D-ARABINOSE[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) D-Arabinono-1,4-lactone[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn25460	rxn43744	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 6-methoxy-3-methyl-2-all-trans-heptaprenyl-1,4-benzoquinol[0] => (1) H2O[0] + (1) NADP[0] + (1) 2-heptaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol[0]	(1) O2[0] + (1) 6-methoxy-3-methyl-2-all-trans-heptaprenyl-1,4-benzoquinol[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) Acceptor[0] + (1) 2-heptaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol[0]	cpd00005:cpd26978;cpd00006:cpd22290	
rxn25469	rxn44980	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) 2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol[0] <=> (1) H2O[0] + (1) NAD[0] + (1) 3-demethylubiquinol-9[0]	(1) O2[0] + (1) 2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) Acceptor[0] + (1) 3-demethylubiquinol-9[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn25668	rxn48328	(1) NADPH[0] + (1) H+[0] + (1) (2E)-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone[0] => (1) NADP[0] + (1) 4-hydroxy-2,5-dimethyl-3(2H)-furanone[0]	(1) 4-hydroxy-2,5-dimethyl-3(2H)-furanone[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) NADH-P-OR-NOP[0] + (1) (2E)-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26011	rxn06585	(1) H+[0] + (1) Isovaleryl-CoA[0] + (1) ETF-Oxidized[0] <= (1) Dimethylacryloyl-CoA[0] + (1) ETF-Reduced[0]	(1) Isovaleryl-CoA[0] + (1) A[0] <= (1) Dimethylacryloyl-CoA[0] + (1) AH2[0]	cpd27005:cpd11609;cpd27006:cpd11610	
rxn26027	rxn47364	(1) NADPH[0] + (1) H+[0] + (1) ETR-Quinones[0] <=> (1) NADP[0] + (1) ETR-Quinols[0]	(1) H+[0] + (1) ETR-Quinones[0] + (1) NADH-P-OR-NOP[0] <=> (1) ETR-Quinols[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26027	rxn05797	(1) NADPH[0] + (1) H+[0] + (1) ETR-Quinones[0] <=> (1) NADP[0] + (1) ETR-Quinols[0]	(1) NADPH[0] + (1) H+[0] + (1) A[0] <=> (1) NADP[0] + (1) AH2[0]	cpd27012:cpd11609;cpd27011:cpd11610	
rxn26027	rxn20268	(1) NADPH[0] + (1) H+[0] + (1) ETR-Quinones[0] <=> (1) NADP[0] + (1) ETR-Quinols[0]	(1) NADPH[0] + (1) H+[0] + (1) Acceptor[0] <=> (1) NADP[0] + (1) Donor-H2[0]	cpd27012:cpd22290;cpd27011:cpd26978	
rxn26123	rxn20712	(1) NADPH[0] + (1) H+[0] + (1) 4-nitrobenzaldehyde[0] <=> (1) NADP[0] + (1) 4-nitrobenzyl alcohol[0]	(1) Acceptor[0] + (1) 4-nitrobenzyl alcohol[0] <=> (1) 4-nitrobenzaldehyde[0] + (1) Donor-H2[0]	cpd00005:cpd26978;cpd00006:cpd22290	
rxn26153	rxn26195	(2) H+[0] + (2) e-[0] + (1) Ubiquinones[0] <=> (1) Ubiquinols[0]	(2) H+[0] + (2) e-[0] + (1) ETR-Quinones[0] <=> (1) ETR-Quinols[0]	cpd28301:cpd27012;cpd28300:cpd27011	
rxn26153	rxn45331	(2) H+[0] + (2) e-[0] + (1) Ubiquinones[0] <=> (1) Ubiquinols[0]	(2) H+[0] + (2) e-[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd28301:cpd22290;cpd28300:cpd26978	
rxn26155	rxn48006	(1) NAD[0] + (1) H+[0] + (2) e-[0] <= (1) NADH[0]	(1) H+[0] + (2) e-[0] + (1) NAD-P-OR-NOP[0] <=> (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn26155	rxn45331	(1) NAD[0] + (1) H+[0] + (2) e-[0] <= (1) NADH[0]	(2) H+[0] + (2) e-[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn26180	rxn26196	(1) Glycerol-3-phosphate[0] + (1) Ubiquinones[0] => (1) Glycerone-phosphate[0] + (1) Ubiquinols[0]	(1) Glycerol-3-phosphate[0] + (1) ETR-Quinones[0] <=> (1) Glycerone-phosphate[0] + (1) ETR-Quinols[0]	cpd28301:cpd27012;cpd28300:cpd27011	
rxn26180	rxn05900	(1) Glycerol-3-phosphate[0] + (1) Ubiquinones[0] => (1) Glycerone-phosphate[0] + (1) Ubiquinols[0]	(1) Glycerol-3-phosphate[0] + (1) A[0] <=> (1) Glycerone-phosphate[0] + (1) AH2[0]	cpd28301:cpd11609;cpd28300:cpd11610	
rxn26180	rxn27905	(1) Glycerol-3-phosphate[0] + (1) Ubiquinones[0] => (1) Glycerone-phosphate[0] + (1) Ubiquinols[0]	(1) Glycerol-3-phosphate[0] + (1) Acceptor[0] <=> (1) Glycerone-phosphate[0] + (1) Donor-H2[0]	cpd28301:cpd22290;cpd28300:cpd26978	
rxn26195	rxn45331	(2) H+[0] + (2) e-[0] + (1) ETR-Quinones[0] <=> (1) ETR-Quinols[0]	(2) H+[0] + (2) e-[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd27012:cpd22290;cpd27011:cpd26978	
rxn26196	rxn05900	(1) Glycerol-3-phosphate[0] + (1) ETR-Quinones[0] <=> (1) Glycerone-phosphate[0] + (1) ETR-Quinols[0]	(1) Glycerol-3-phosphate[0] + (1) A[0] <=> (1) Glycerone-phosphate[0] + (1) AH2[0]	cpd27012:cpd11609;cpd27011:cpd11610	
rxn26196	rxn27905	(1) Glycerol-3-phosphate[0] + (1) ETR-Quinones[0] <=> (1) Glycerone-phosphate[0] + (1) ETR-Quinols[0]	(1) Glycerol-3-phosphate[0] + (1) Acceptor[0] <=> (1) Glycerone-phosphate[0] + (1) Donor-H2[0]	cpd27012:cpd22290;cpd27011:cpd26978	
rxn26308	rxn45331	(2) H+[0] + (2) e-[0] + (1) Ubiquinone-8[0] <=> (1) Ubiquinol-8[0]	(2) H+[0] + (2) e-[0] + (1) Acceptor[0] <=> (1) Donor-H2[0]	cpd15560:cpd22290;cpd15561:cpd26978	
rxn26308	rxn26195	(2) H+[0] + (2) e-[0] + (1) Ubiquinone-8[0] <=> (1) Ubiquinol-8[0]	(2) H+[0] + (2) e-[0] + (1) ETR-Quinones[0] <=> (1) ETR-Quinols[0]	cpd15560:cpd27012;cpd15561:cpd27011	
rxn26308	rxn26153	(2) H+[0] + (2) e-[0] + (1) Ubiquinone-8[0] <=> (1) Ubiquinol-8[0]	(2) H+[0] + (2) e-[0] + (1) Ubiquinones[0] <=> (1) Ubiquinols[0]	cpd15560:cpd28301;cpd15561:cpd28300	
rxn26348	rxn41558	(1) H2O[0] + (1) NAD[0] + (1) 3-Hydroxypropanal[0] <=> (1) NADH[0] + (2) H+[0] + (1) Hydracrylic acid[0]	(1) H2O[0] + (1) 3-Hydroxypropanal[0] + (1) NAD-P-OR-NOP[0] <=> (2) H+[0] + (1) Hydracrylic acid[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn26381	rxn21509	(1) H+[0] + (1) Nitrate[0] + (1) Ubiquinols[0] => (1) H2O[0] + (1) Nitrite[0] + (1) Ubiquinones[0]	(1) H+[0] + (1) Nitrate[0] + (1) ETR-Quinols[0] <=> (1) H2O[0] + (1) Nitrite[0] + (1) ETR-Quinones[0]	cpd28300:cpd27011;cpd28301:cpd27012	
rxn26381	rxn14358	(1) H+[0] + (1) Nitrate[0] + (1) Ubiquinols[0] => (1) H2O[0] + (1) Nitrite[0] + (1) Ubiquinones[0]	(1) H2O[0] + (1) Nitrite[0] + (1) A[0] <= (1) Nitrate[0] + (1) AH2[0]	cpd28300:cpd11610;cpd28301:cpd11609	
rxn26381	rxn20280	(1) H+[0] + (1) Nitrate[0] + (1) Ubiquinols[0] => (1) H2O[0] + (1) Nitrite[0] + (1) Ubiquinones[0]	(1) H2O[0] + (1) Nitrite[0] + (1) Acceptor[0] <=> (1) Nitrate[0] + (1) Donor-H2[0]	cpd28300:cpd26978;cpd28301:cpd22290	
rxn26412	rxn19489	(1) S-Dihydroorotate[0] + (1) Ubiquinones[0] => (1) Orotate[0] + (1) Ubiquinols[0]	(1) S-Dihydroorotate[0] + (1) ETR-Quinones[0] <=> (1) Orotate[0] + (1) ETR-Quinols[0]	cpd28301:cpd27012;cpd28300:cpd27011	
rxn26412	rxn06059	(1) S-Dihydroorotate[0] + (1) Ubiquinones[0] => (1) Orotate[0] + (1) Ubiquinols[0]	(1) S-Dihydroorotate[0] + (1) A[0] <=> (1) Orotate[0] + (1) AH2[0]	cpd28301:cpd11609;cpd28300:cpd11610	
rxn26888	rxn06464	(1) NADP[0] + (1) Desmosterol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 7-Dehydrodesmosterol[0]	(1) Desmosterol[0] + (1) A[0] <= (1) 7-Dehydrodesmosterol[0] + (1) AH2[0]	cpd00006:cpd11609;cpd00005:cpd11610	
rxn26900	rxn26899	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 14-Demethyllanosterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 14-Demethyllanosterol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26909	rxn26908	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26918	rxn26917	(1) NADPH[0] + (1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-Methylzymosterol-4-carboxylate[0]	(1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-Methylzymosterol-4-carboxylate[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26927	rxn26926	(1) NAD[0] + (1) 4alpha-Methylzymosterol-4-carboxylate[0] => (1) NADH[0] + (1) CO2[0] + (1) 3-Keto-4-methylzymosterol[0]	(1) 4alpha-Methylzymosterol-4-carboxylate[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 3-Keto-4-methylzymosterol[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn26933	rxn26932	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4-methylzymosterol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4-methylzymosterol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26942	rxn26941	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (2) H2O[0] + (1) NADP[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) H+[0] + (1) 4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (2) H2O[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26951	rxn26950	(1) NADPH[0] + (1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0]	(1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn26960	rxn26959	(1) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] => (1) NADPH[0] + (1) CO2[0] + (1) 5alpha-cholesta-8,24-dien-3-one[0]	(1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 5alpha-cholesta-8,24-dien-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn26961	rxn26959	(1) NAD[0] + (1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] => (1) NADH[0] + (1) CO2[0] + (1) 5alpha-cholesta-8,24-dien-3-one[0]	(1) 4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol[0] + (1) NAD-P-OR-NOP[0] => (1) CO2[0] + (1) 5alpha-cholesta-8,24-dien-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn26971	rxn06482	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Pregnenolone[0] => (1) H2O[0] + (1) NADP[0] + (1) 17alpha-Hydroxypregnenolone[0]	(1) O2[0] + (1) Pregnenolone[0] + (1) AH2[0] => (1) H2O[0] + (1) 17alpha-Hydroxypregnenolone[0] + (1) A[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn26973	rxn06174	(1) NADPH[0] + (1) H+[0] + (1) Testosterone[0] => (1) NADP[0] + (1) Androstanolone[0]	(1) Androstanolone[0] + (1) A[0] <= (1) Testosterone[0] + (1) AH2[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn26984	rxn06128	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Progesterone[0] => (1) H2O[0] + (1) NADP[0] + (1) 17alpha-Hydroxyprogesterone[0]	(1) O2[0] + (1) Progesterone[0] + (1) AH2[0] => (1) H2O[0] + (1) 17alpha-Hydroxyprogesterone[0] + (1) A[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn26985	rxn06361	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) 17alpha-Hydroxyprogesterone[0] => (1) H2O[0] + (1) NADP[0] + (1) Cortodoxone[0]	(1) O2[0] + (1) 17alpha-Hydroxyprogesterone[0] + (1) AH2[0] => (1) H2O[0] + (1) Cortodoxone[0] + (1) A[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn26987	rxn06130	(1) NADPH[0] + (1) O2[0] + (1) H+[0] + (1) Progesterone[0] => (1) H2O[0] + (1) NADP[0] + (1) DOC[0]	(1) O2[0] + (1) Progesterone[0] + (1) AH2[0] => (1) H2O[0] + (1) DOC[0] + (1) A[0]	cpd00005:cpd11610;cpd00006:cpd11609	
rxn27099	rxn05870	(1) H2O[0] + (1) H+[0] + (1) Sarcosine[0] + (1) ETF-Oxidized[0] <=> (1) Glycine[0] + (1) Formaldehyde[0] + (1) ETF-Reduced[0]	(1) H2O[0] + (1) Sarcosine[0] + (1) A[0] <=> (1) Glycine[0] + (1) Formaldehyde[0] + (1) AH2[0]	cpd27005:cpd11609;cpd27006:cpd11610	
rxn27229	rxn41717	(1) Succinate[0] + (1) Ubiquinones[0] <=> (1) Fumarate[0] + (1) Ubiquinols[0]	(1) Succinate[0] + (1) ETR-Quinones[0] <=> (1) Fumarate[0] + (1) ETR-Quinols[0]	cpd28301:cpd27012;cpd28300:cpd27011	
rxn27229	rxn05836	(1) Succinate[0] + (1) Ubiquinones[0] <=> (1) Fumarate[0] + (1) Ubiquinols[0]	(1) Succinate[0] + (1) A[0] <= (1) Fumarate[0] + (1) AH2[0]	cpd28301:cpd11609;cpd28300:cpd11610	
rxn27229	rxn27226	(1) Succinate[0] + (1) Ubiquinones[0] <=> (1) Fumarate[0] + (1) Ubiquinols[0]	(1) Succinate[0] + (1) Acceptor[0] <=> (1) Fumarate[0] + (1) Donor-H2[0]	cpd28301:cpd22290;cpd28300:cpd26978	
rxn27318	rxn42568	(1) NADP[0] + (1) Red-Thioredoxin[0] <= (1) NADPH[0] + (1) H+[0] + (1) Ox-Thioredoxin[0]	(1) Donor-H2[0] + (1) Ox-Thioredoxin[0] <=> (1) Acceptor[0] + (1) Red-Thioredoxin[0]	cpd00006:cpd22290;cpd00005:cpd26978	
rxn27336	rxn27337	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) Toluol[0] => (1) H2O[0] + (1) NAD[0] + (1) p-Cresol[0]	(1) O2[0] + (1) Toluol[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) p-Cresol[0] + (1) Acceptor[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn27498	rxn27499	(1) FAD[0] + (4) H+[0] + (1) 2-Methylbutyryl-CoA[0] <= (1) FADH2[0] + (1) tiglyl-CoA[0]	(1) 2-Methylbutyryl-CoA[0] + (1) Acceptor[0] <=> (1) Donor-H2[0] + (1) tiglyl-CoA[0]	cpd00015:cpd22290;cpd00982:cpd26978	
rxn28282	rxn28281	(1) NADP[0] + (1) Campesterol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) Campest-4-en-3-one[0]	(1) Campesterol[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Campest-4-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn28283	rxn28281	(1) NAD[0] + (1) Campesterol[0] <=> (1) NADH[0] + (1) H+[0] + (1) Campest-4-en-3-one[0]	(1) Campesterol[0] + (1) NAD-P-OR-NOP[0] <=> (1) H+[0] + (1) Campest-4-en-3-one[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn28386	rxn38449	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Carotene[0] => (1) H2O[0] + (1) NAD[0] + (1) beta-Cryptoxanthin[0]	(1) O2[0] + (1) beta-Carotene[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) beta-Cryptoxanthin[0] + (1) Acceptor[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn28387	rxn38450	(1) NADH[0] + (1) O2[0] + (1) H+[0] + (1) beta-Cryptoxanthin[0] => (1) H2O[0] + (1) NAD[0] + (1) Zeaxanthin[0]	(1) O2[0] + (1) beta-Cryptoxanthin[0] + (1) Donor-H2[0] <=> (1) H2O[0] + (1) Zeaxanthin[0] + (1) Acceptor[0]	cpd00004:cpd26978;cpd00003:cpd22290	
rxn28880	rxn38676	(1) NADH[0] + (1) Presqualene diphosphate[0] => (1) NAD[0] + (1) PPi[0] + (1) Supraene[0]	(1) Presqualene diphosphate[0] + (1) NADH-P-OR-NOP[0] <=> (1) PPi[0] + (1) Supraene[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn30023	rxn47423	(1) H2O[0] + (1) NADP[0] + (1) L-Glutamate[0] <=> (1) NADPH[0] + (1) 2-Oxoglutarate[0] + (1) H+[0] + (1) NH4+[0]	(1) H2O[0] + (1) L-Glutamate[0] + (1) NAD-P-OR-NOP[0] <=> (1) 2-Oxoglutarate[0] + (1) H+[0] + (1) NH4+[0] + (1) NADH-P-OR-NOP[0]	cpd00006:cpd27638;cpd00005:cpd27640	
rxn30075	rxn47423	(1) H2O[0] + (1) NAD[0] + (1) L-Glutamate[0] <=> (1) NADH[0] + (1) 2-Oxoglutarate[0] + (1) H+[0] + (1) NH4+[0]	(1) H2O[0] + (1) L-Glutamate[0] + (1) NAD-P-OR-NOP[0] <=> (1) 2-Oxoglutarate[0] + (1) H+[0] + (1) NH4+[0] + (1) NADH-P-OR-NOP[0]	cpd00003:cpd27638;cpd00004:cpd27640	
rxn30685	rxn41185	(1) NAD[0] + (1) Glycolaldehyde[0] => (1) NADH[0] + (1) Glycolate[0]	(1) Glycolaldehyde[0] + (1) Acceptor[0] <=> (1) H+[0] + (1) Glycolate[0] + (1) Donor-H2[0]	cpd00003:cpd22290;cpd00004:cpd26978	
rxn30739	rxn05896	(1) NADH[0] + (1) Nitrate[0] <= (1) NAD[0] + (1) Nitrite[0]	(1) Nitrite[0] + (1) A[0] <=> (1) Nitrate[0] + (1) AH2[0]	cpd00004:cpd11610;cpd00003:cpd11609	
rxn31021	rxn26827	(1) NADH[0] + (1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn31022	rxn26827	(1) NADPH[0] + (1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) 4alpha-formyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
rxn31027	rxn26868	(1) NADH[0] + (1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NAD[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00004:cpd27640;cpd00003:cpd27638	
rxn31028	rxn26868	(1) NADPH[0] + (1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] => (1) H2O[0] + (1) NADP[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0]	(1) O2[0] + (1) 4alpha-formyl-5alpha-cholesta-8-en-3beta-ol[0] + (1) NADH-P-OR-NOP[0] => (1) H2O[0] + (1) 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol[0] + (1) NAD-P-OR-NOP[0]	cpd00005:cpd27640;cpd00006:cpd27638	
