CHEBI:7	 (+)-car-3-ene
CHEBI:84427	 1-heptadecanoyl-2-dodecanoyl-sn-glycero-3-phosphate
CHEBI:84428	 1-heptadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphate
CHEBI:84429	 1-heptadecanoyl-2-octadecanoyl-sn-glycero-3-phosphate
CHEBI:84430	 1-heptadecanoyl-2-hexadecanoyl-sn-glycero-3-phosphate
CHEBI:84431	 3-demethylubiquinol-7
CHEBI:84432	 ubiquinol-7
CHEBI:84445	 N-acyl-heptadecasphing-4-enine
CHEBI:84450	 3,4-dihydroxy-5-all-trans-heptaprenylbenzoate
CHEBI:84452	 3,4-dihydroxy-5-all-trans-octaprenylbenzoate
CHEBI:84454	 3-methoxy-4-hydroxy-5-all-trans-heptaprenylbenzoate
CHEBI:84456	 3-methoxy-4-hydroxy-5-all-trans-octaprenylbenzoate
CHEBI:84461	 1-heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoserine
CHEBI:84462	 1-heptadecanoyl-sn-glycero-3-phosphoserine
CHEBI:84465	 a monoacyl-sn-glycero-3-phosphocholine
CHEBI:84466	 1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoserine
CHEBI:84467	 1-octadecanoyl-sn-glycero-3-phosphoserine
CHEBI:84470	 1-heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine
CHEBI:84472	 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-glycerol
CHEBI:84475	 1-hexadecanoyl-sn-glycero-3-phospho-glycerol
CHEBI:84481	 2-(acylamino)ethyl fatty acid
CHEBI:84483	 1-O-acyl-N-(acetyl)-sphing-4-enine
CHEBI:84489	 1-heptadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:84490	 1-heptadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:84492	 4-hydroxy-3-all-trans-hexaprenylbenzoate
CHEBI:84493	 an (omega-1)-ethyl fatty acid
CHEBI:84496	 4-hydroxy-3-all-trans-heptaprenylbenzoate
CHEBI:84497	 an (omega-1)-hydroxy fatty acid
CHEBI:84502	 4-hydroxy-3-all-trans-nonaprenylbenzoate
CHEBI:84503	 4-hydroxy-3-all-trans-decaprenylbenzoate
CHEBI:84509	 2-all-trans-heptaprenylphenol
CHEBI:84510	 2-all-trans-nonaprenylphenol
CHEBI:84511	 2-all-trans-decaprenylphenol
CHEBI:84515	 sn-glycero-3-phospho-(1'-rac-glycerol)
CHEBI:84516	 3-(all-trans-heptaprenyl)benzene-1,2-diol
CHEBI:84517	 3-(all-trans-nonaprenyl)benzene-1,2-diol
CHEBI:84518	 3-(all-trans-decaprenyl)benzene-1,2-diol
CHEBI:84521	 2-methoxy-6-(all-trans-heptaprenyl)phenol
CHEBI:84522	 2-methoxy-6-(all-trans-nonaprenyl)phenol
CHEBI:84528	 2-methoxy-6-all-trans-heptaprenyl-1,4-benzoquinol
CHEBI:84529	 2-methoxy-6-all-trans-nonaprenyl-1,4-benzoquinol
CHEBI:84530	 6-methoxy-3-methyl-2-all-trans-heptaprenyl-1,4-benzoquinol
CHEBI:84531	 6-methoxy-3-methyl-2-all-trans-nonaprenyl-1,4-benzoquinol
CHEBI:84536	 menaquinol-6
CHEBI:84537	 dTDP-4-dehydro-2,6-dideoxy-alpha-D-glucose
CHEBI:84539	 2-demethylmenaquinol-6
CHEBI:84540	 dTDP-3,4-didehydro-2,6-dideoxy-alpha-D-glucose
CHEBI:84541	 menaquinol-9
CHEBI:84542	 2-demethylmenaquinol-9
CHEBI:84544	 menaquinol-10
CHEBI:84546	 2-demethylmenaquinol-10
CHEBI:84547	 menaquinol-11
CHEBI:84548	 2-demethylmenaquinol-11
CHEBI:84550	 menaquinol-12
CHEBI:84551	 2-demethylmenaquinol-12
CHEBI:84552	 menaquinol-13
CHEBI:84553	 2-demethylmenaquinol-13
CHEBI:84554	 (3,5-dihydroxyphenyl)acetyl-CoA
CHEBI:84559	 2,4-dinitroanisole
CHEBI:84561	 2,4-dinitrophenol
CHEBI:84571	 rifamycin SV
CHEBI:84572	 27-O-demethylrifamycin SV
CHEBI:84587	 2,3-saturated fatty aldehyde
CHEBI:84588	 (2E)-fatty aldehyde
CHEBI:84589	 mitomycin A
CHEBI:84590	 mitomycin B
CHEBI:84602	 all-trans-dodecaprenyl diphosphate
CHEBI:84603	 all-trans-tridecaprenyl diphosphate
CHEBI:84634	 O-tetradecanoyl-(R)-carnitine
CHEBI:84644	 O-octadecanoyl-(R)-carnitine
CHEBI:84645	 O-eicosanoyl-(R)-carnitine
CHEBI:84647	 O-(9Z)-tetradecenoyl-(R)-carnitine
CHEBI:84649	 O-(5Z)-tetradecenoyl-(R)-carnitine
CHEBI:84650	 (5Z)-tetradecenoyl-CoA
CHEBI:84651	 O-(9Z)-octadecenoyl-(R)-carnitine
CHEBI:84654	 O-4,8-dimethylnonanoyl-(R)-carnitine
CHEBI:84672	 1,2-diacyl-sn-glycero-3-phosphoethanol
CHEBI:84701	 N-(13Z-docosenoyl)-sphing-4-enine
CHEBI:84716	 beta-D-glucosyl-(1<->1')-N-hexadecanoylsphing-4-enine
CHEBI:84719	 beta-D-glucosyl-(1<->1)-N-octadecanoylsphing-4-enine
CHEBI:84720	 beta-D-galactosyl-(1<->1')-N-octadecanoylsphing-4-enine
CHEBI:84728	 alpha-L-fucosyl-(1->2)-beta-D-galactosyl-(1->3)-N-acetyl-D-galactosamine
CHEBI:84746	 beta-D-glucosyl-(1<->1')-N-(15Z-tetracosenoyl)-sphing-4-enine
CHEBI:84755	 2-deoxy-D-glucose
CHEBI:84760	 2-deoxy-D-glucose 6-phosphate
CHEBI:84782	 beta-D-glucosyl-(1<->1')-N-hexadecanoylsphinganine
CHEBI:84783	 beta-D-galactosyl-(1<->1')-N-hexadecanoylsphinganine
CHEBI:84786	 1-hexadecanoyl-2-(6Z,9Z,12Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:84788	 (2E,4E)-hexadienoyl-CoA
CHEBI:84789	 1-hexadecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:84790	 (3E)-hexenoyl-CoA
CHEBI:84791	 (3E,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA
CHEBI:84793	 (3E)-decenoyl-CoA
CHEBI:84813	 4-oxo-L-proline
CHEBI:84822	 1-octadecanoyl-2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine
CHEBI:84824	 an aromatic L-alpha-amino acid
CHEBI:84834	 O-hexanoyl-(R)-carnitine
CHEBI:84838	 O-isobutanoyl-(R)-carnitine
CHEBI:84840	 O-2-methylbutanoyl-(R)-carnitine
CHEBI:84841	 O-3-oxobutanoyl-(R)-carnitine
CHEBI:84842	 O-3-hydroxybutanoyl-(R)-carnitine
CHEBI:84843	 O-2,6-dimethylheptanoyl-(R)-carnitine
CHEBI:84847	 2,6-dimethylheptanoyl-CoA
CHEBI:84850	 L-selenohomocysteine
CHEBI:84866	 (2S)-methylsuccinyl-CoA
CHEBI:84879	 nitroxyl
CHEBI:84886	 GDP-alpha-D-mannuronate
CHEBI:84897	 nogalonate
CHEBI:84898	 O-(2E)-butenoyl-(R)-carnitine
CHEBI:84900	 deoxynogalonate
CHEBI:84904	 (9Z,12Z)-18-hydroxyoctadecadienoyl-CoA
CHEBI:84912	 dapdiamide E
CHEBI:84913	 3-[[[(2R,3R)-3-carboxyoxiran-2-yl]carbonyl]amino]-L-alanine
CHEBI:84921	 7-hydroxydodecanoate
CHEBI:84932	 ethyl hexadecanoate
CHEBI:84934	 ethyl (9Z)-hexadecenoate
CHEBI:84936	 ethyl octadecanoate
CHEBI:84940	 ethyl (9Z)-octadecenoate
CHEBI:84947	 an (11Z)-Delta(11)-fatty acyl-CoA
CHEBI:84948	 an 11,12-saturated fatty acyl-CoA
CHEBI:84949	 an (11E)-Delta(11)-fatty acyl-CoA
CHEBI:84952	 6-demethylmitomycin B
CHEBI:84955	 6-demethylmitomycin A
CHEBI:84962	 13-hydroxy-alpha-tocopherol
CHEBI:84963	 13-hydroxy-gamma-tocopherol
CHEBI:84966	 ipsdienone
CHEBI:84968	 1,2-dihexadecanoyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)
CHEBI:84969	 (5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-cholesterol
CHEBI:84970	 (4R)-ipsdienol
CHEBI:84973	 (9Z)-octadecenoyl-sn-glycero-3-phosphate
CHEBI:84975	 acarbose 7(IV)-phosphate
CHEBI:84994	 3-(methylsulfanyl)acryloyl-CoA
CHEBI:84995	 3-hydroxy-3-(methylsulfanyl)propanoyl-CoA
CHEBI:84996	 3-oxopropanoyl-CoA
CHEBI:85006	 N(1),N(8)-bis[(E)-sinapoyl]-spermidine
CHEBI:85007	 N(1),N(8)-bis(coumaroyl)-spermidine
CHEBI:85008	 (E)-4-coumaroyl-CoA
CHEBI:85014	 2,5-hexanedione
CHEBI:85072	 15-oxo-prostaglandin A1
CHEBI:85090	 (3E,5Z,8Z,11Z,14Z)-eicosapentaenoyl-CoA
CHEBI:85091	 (2E,4E,8Z,11Z,14Z)-eicosapentaenoyl-CoA
CHEBI:85097	 a 4-saturated (2E)-enoyl-CoA
CHEBI:85099	 a (2E,4Z)-dienoyl-CoA
CHEBI:85100	 a 4,5-saturated-(2E)-enoyl-CoA
CHEBI:85101	 a (2E,4E)-dienoyl-CoA
CHEBI:85108	 (3E,5Z)-octadienoyl-CoA
CHEBI:85110	 a (3E,5Z)-dienoyl-CoA
CHEBI:85111	 a (2E,4E)-(5,6-saturated)-dienoyl-CoA
CHEBI:85130	 7,8-dihydroxanthopterin
CHEBI:85134	 12-(phosphooxy)octadecanoate
CHEBI:85137	 12-phosphooxy-(9E)-octadecenoate
CHEBI:85141	 12-phosphooxy-(9Z)-octadecenoate
CHEBI:85150	 12-hydroxy-(9Z)-octadecenoate
CHEBI:85152	 12-hydroxy-(9E)-octadecenoate
CHEBI:85165	 2-glyceryl-prostaglandin G2
CHEBI:85166	 2-glyceryl-prostaglandin H2
CHEBI:85171	 a sphingosylphosphocholine
CHEBI:85173	 11beta-prostaglandin F2
CHEBI:85174	 prostaglandin D2-ethanolamide
CHEBI:85175	 11beta-prostaglandin F2-ethanolamide
CHEBI:85195	 9,10-epoxyoctadecanoate
CHEBI:85197	 9,10-dihydroxyoctadecanoate
CHEBI:85198	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sphing-4-enine
CHEBI:85204	 N-(9Z-octadecenoyl)-(4R)-hydroxysphinganine
CHEBI:85206	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sphinganine
CHEBI:85207	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-(4R)-hydroxysphinganine
CHEBI:85216	 N,1-diacyl-sn-glycero-3-phosphoethanolamine
CHEBI:85217	 N-hexadecanoyl-1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85219	 N-octadecanoyl-1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85220	 N(alpha)-acetyl-D-methionine
CHEBI:85221	 N-eicosanoyl-1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85222	 N,1-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85223	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85225	 N-acyl-sn-glycero-3-phosphoethanolamine
CHEBI:85226	 N-hexadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:85227	 N-octadecanoyl-sn-glycero-3-phospho-ethanolamine
CHEBI:85228	 N-eicosanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:85229	 N-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85230	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85231	 1-O-(9Z-octadecenyl)-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphate
CHEBI:85232	 prostaglandin D2-1-glycerol ester
CHEBI:85236	 15-deoxy-Delta(12,14)-prostaglandin J2
CHEBI:85238	 11-oxo-5Z,9,12E,14E-prostatetraenoate
CHEBI:85241	 1-octanoylglycerol
CHEBI:85250	 N-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-sn-glycero-3-phosphoethanolamine
CHEBI:85252	 N-(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl ethanolamine
CHEBI:85253	 N-eicosanoyl ethanolamine
CHEBI:85261	 N-(dodecanoyl)-sphinganine
CHEBI:85262	 N-tetradecanoylethanolamine
CHEBI:85263	 N-dodecanoylethanolamine
CHEBI:85268	 (5Z)-eicosenoyl-CoA
CHEBI:85271	 (Kdo)2-lipid A 1-diphosphate
CHEBI:85275	 (2R,3E)-phycocyanobilin
CHEBI:85276	 (2R,3E)-phycoerythrobilin
CHEBI:85277	 N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85278	 17beta-hydroxyandrostanone
CHEBI:85284	 N-(11Z-eicosenoyl)-sphing-4-enine
CHEBI:85285	 N-(11Z-eicosenoyl)-sphinganine
CHEBI:85286	 N-(11Z-eicosenoyl)-(4R)-hydroxysphinganine
CHEBI:85291	 N,1,2-tri-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85292	 N-octadecanoyl-1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85293	 N-tetradecanoyl-1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85294	 N-dodecanoyl-1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85295	 N-decanoyl-1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85296	 N-octanoyl-1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85297	 N-hexanoyl-1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85298	 N-butanoyl-1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85299	 N-octadecanoyl ethanolamine
CHEBI:85301	 N-decanoyl ethanolamine
CHEBI:85302	 N-octanoyl ethanolamine
CHEBI:85303	 N-hexanoyl ethanolamine
CHEBI:85304	 N-butanoyl ethanolamine
CHEBI:85306	 D-allo-isoleucine
CHEBI:85312	 beta-D-galacturonate
CHEBI:85313	 beta-D-glucuronate
CHEBI:85316	 (2R)-ethylmalonyl-CoA
CHEBI:85317	 D-galactaro-1,4-lactone
CHEBI:85329	 UDP-4-dehydro-6-deoxy-alpha-D-glucose
CHEBI:85334	 N,1-dihexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine
CHEBI:85335	 N,1-dihexadecanoyl-sn-glycero-3-phosphoethanolamine
CHEBI:85336	 D-glucaro-1,4-lactone
CHEBI:85338	 L-alloisoleucine
CHEBI:85342	 1,2-dioctanoyl-sn-glycero-3-phospho-(1D-myo-inositol-3,5-bisphosphate)
CHEBI:85349	 1-octadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85350	 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85351	 1,2-di-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85352	 1-octadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85353	 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85354	 1-octadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85355	 1,2-di-(9Z,12Z-octadecadienoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85356	 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-cytidine-5'-diphosphate
CHEBI:85375	 N-(acetyl)-sphing-4-enine-1-phosphate
CHEBI:85376	 N-(octanoyl)-sphing-4-enine-1-phosphate
CHEBI:85378	 N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphate
CHEBI:85404	 3-dehydrocarnityl-CoA
CHEBI:85405	 N,N,N-trimethylglycyl-CoA
CHEBI:85413	 5-hydroxyectoine
CHEBI:85414	 (6S)-5,6,7,8-tetrahydropteroate
CHEBI:85415	 (3Z)-hexenoyl-CoA
CHEBI:85417	 dTDP-beta-L-daunosamine
CHEBI:85420	 gamma-L-glutamyl-isopropylamide
CHEBI:85421	 gamma-L-glutamyl-L-alaninol
CHEBI:85422	 L-alaninol
CHEBI:85426	 phenylpropanonitrile
CHEBI:85427	 1,2-dihexadecanoyl-3-(9Z-hexadecenoyl)-sn-glycerol
CHEBI:85430	 10-decarboxymethylaclacinomycin T
CHEBI:85433	 L-glutamine hydroxamate
CHEBI:85440	 a very-long-chain (3R)-3-hydroxyacyl-CoA
CHEBI:85468	 1,2-dioctanoyl-sn-glycero-3-phospho-(1-D-myo-inositol-4-phosphate)
CHEBI:85471	 Co(II)-factor IV
CHEBI:85474	 4-hydroxy-6-(2-hydroxytridecyl)-pyran-2-one
CHEBI:85475	 4-hydroxy-6-(11-hydroxyheptadecyl)-pyran-2-one
CHEBI:85477	 4-hydroxy-6-(15-hydroxypentadecyl)-pyran-2-one
CHEBI:85479	 4-hydroxy-6-(non-8-en-1-yl)-pyran-2-one
CHEBI:85481	 4-hydroxy-6-(14-hydroxytetradecyl)-pyran-2-one
CHEBI:85482	 6-(hexadecan-2-yl)-4-hydroxy-pyran-2-one
CHEBI:85483	 4-hydroxy-6-(2-methyldecyl)-pyran-2-one
CHEBI:85484	 4-hydroxy-6-(11-methylheptadecyl)-pyran-2-one
CHEBI:85485	 4-hydroxy-6-(11-methyldodecyl)-pyran-2-one
CHEBI:85488	 chloroeremomycin
CHEBI:85489	 a (3Z)-enoyl-CoA
CHEBI:85490	 4-hydroxy-6-(13-hydroxy-2-oxononadecyl)pyran-2-one
CHEBI:85491	 epivancomycin
CHEBI:85492	 4-hydroxy-6-(17-hydroxy-2-oxoheptadecyl)pyran-2-one
CHEBI:85493	 a 4,5-saturated-(3E)-enoyl-CoA
CHEBI:85494	 4-hydroxy-6-(2-oxoundec-10-en-1-yl)pyran-2-one
CHEBI:85495	 4-hydroxy-6-(16-hydroxy-2-oxohexadecyl)pyran-2-one
CHEBI:85496	 4-hydroxy-6-(3-methyl-2-oxoheptadecyl)pyran-2-one
CHEBI:85497	 4-hydroxy-6-(4-methyl-2-oxododecyl)pyran-2-one
CHEBI:85498	 4-hydroxy-6-(13-methyl-2-oxononadecyl)pyran-2-one
CHEBI:85499	 4-hydroxy-6-(13-methyl-2-oxotetradecyl)pyran-2-one
CHEBI:85533	 trans-4-hydroxy-L-proline betaine
CHEBI:85534	 cis-4-hydroxy-D-proline betaine
CHEBI:85538	 (2R)-2-chloro-2,5-dihydro-5-oxofuran-2-acetate
CHEBI:85547	 9alpha-hydroxy-3-oxochola-1,4-dien-22-oyl-CoA
CHEBI:85548	 9alpha-hydroxy-3-oxochol-4-en-22-oyl-CoA
CHEBI:85549	 9alpha-hydroxy-androst-4-ene-3,17-dione
CHEBI:85550	 9alpha-hydroxy-3-oxochol-4-en-22-oate
CHEBI:85551	 3-oxochola-1,4-dien-22-oate
CHEBI:85553	 9alpha-hydroxy-3-oxochola-1,4-dien-22-oate
CHEBI:85575	 3,17-dihydroxy-9,10-secoandrost-1,3,5(10)-triene-9-one
CHEBI:85576	 3,4,17-trihydroxy-9,10-secoandrost-1,3,5(10)-triene-9-one
CHEBI:85586	 glutathione S,S-dioxide
CHEBI:85602	 an N-carbamoyl-D-amino acid
CHEBI:85603	 1-tuberculosinyladenosine
CHEBI:85606	 S-methyl-1-thiol-D-ribulose 5-phosphate
CHEBI:85635	 (3R)-hydroxytetradecanoate
CHEBI:85636	 (2R)-hydroxytetradecanoate
CHEBI:85637	 (2S)-hydroxytetradecanoate
CHEBI:85638	 a haloacetate
CHEBI:85640	 (3Z)-octenoyl-CoA
CHEBI:85650	 (11E,13Z)-octadecadienoyl-CoA
CHEBI:85651	 (5Z,11E)-octadecadienoyl-CoA
CHEBI:85652	 (6Z,11E)-octadecadienoyl-CoA
CHEBI:85655	 (3E)-nonenoyl-CoA
CHEBI:85674	 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate
CHEBI:85676	 3-phenylpropanoyl-CoA
CHEBI:85679	 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-N-methylethanolamine
CHEBI:85680	 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phospho-N,N-dimethylethanolamine
CHEBI:85778	 4beta-hydroxycholesterol
CHEBI:85779	 4beta,7alpha-dihydroxycholesterol
CHEBI:85785	 monodechloroaminopyrrolnitrin
CHEBI:85786	 aminopyrrolnitrin
CHEBI:85787	 1-decanoyl-2-(9Z-octadecenoyl)-glycerol
CHEBI:85809	 5alpha-androstane-3beta,6alpha,17beta-triol
CHEBI:85810	 androst-5-en-3beta,7alpha,17beta-triol
CHEBI:85816	 3beta,7alpha-dihydroxy-5alpha-androstan-17-one
CHEBI:85895	 N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine
CHEBI:85899	 3beta-hydroxypregn-4-ene-20-one
CHEBI:85906	 (2R,3S)-2,7-dihydroxy-4'-methoxyisoflavanone
CHEBI:85908	 2-methyl-L-tryptophan
CHEBI:85914	 (9Z,12Z,15Z)-hexadecatrienoyl-CoA
CHEBI:85926	 (14Z)-hexadecenoyl-CoA
CHEBI:85927	 (14E)-hexadecenoyl-CoA
CHEBI:85936	 5-amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil
CHEBI:85951	 (4R,8Z)-4-hydroxysphing-8-enine ceramide
CHEBI:85953	 a (4E,8E)-4-sphinga-4,8-dienine ceramide
CHEBI:85985	 3-deoxy-alpha-D-manno-2-octulosonate-8-phosphate
CHEBI:85986	 3-deoxy-alpha-D-manno-oct-2-ulosonate
CHEBI:85987	 CMP-3-deoxy-beta-D-manno-octulosonate
CHEBI:86013	 2-hydroxytestosterone
CHEBI:86014	 3,22-dioxochol-4-en-24-oyl-CoA
CHEBI:86016	 GDP-N,N'-diacetylbacillosamine
CHEBI:86018	 3beta-hydroxy-chol-5-ene-24-oyl-CoA
CHEBI:86020	 3-oxochola-4,17-dien-22-oyl-CoA
CHEBI:86028	 17-hydroxy-3-oxochol-4-en-22-oyl-CoA
CHEBI:86037	 3beta-hydroxy-chol-5,22-dien-24-oyl-CoA
CHEBI:86040	 3-hydroxyoctanoyl-CoA
CHEBI:86041	 3-hydroxydecanoyl-CoA
CHEBI:86042	 3-oxo-2-methylhexadecanoyl-CoA
CHEBI:86044	 (9Z)-18-hydroxyoctadecenoyl-CoA
CHEBI:86046	 18-hydroxyoctadecanoate
CHEBI:86048	 1-acyl-2-[(R)-12-hydroxyoleoyl]-sn-glycero-3-phosphocholine
CHEBI:86055	 ethyl hexanoate
CHEBI:86062	 abieta-8,11,13-triene
CHEBI:86074	 24S,25-dihydroxycholesterol
CHEBI:86087	 4beta,24S-dihydroxycholesterol
CHEBI:86089	 1-octadecanoyl-2-tetradecanoyl-sn-glycero-3-phosphocholine
CHEBI:86094	 1-tetradecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine
CHEBI:86095	 1-tetradecanoyl-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:86096	 (25R)-3beta-hydroxy-5-cholesten-26-al
CHEBI:86098	 (25R)-3beta-hydroxy-5-cholestenoate
CHEBI:86102	 1-tetradecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine
CHEBI:86113	 (25R)-4beta,26-dihydroxycholesterol
CHEBI:86115	 (25R)-3beta,4beta-dihydroxycholest-5-en-26-al
CHEBI:86116	 (25R)-3beta,4beta-dihydroxycholest-5-en-26-oate
CHEBI:86119	 1-hexadecanoyl-2-(5Z,8Z,11Z-eicosatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:86120	 (11Z)-hexadecenoyl-CoA
CHEBI:86121	 1-hexadecanoyl-2-(8Z,11Z,14Z-eicosatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:86122	 (10E,12Z)-hexadecadienoyl-CoA
CHEBI:86131	 5alpha-cholest-8,14-dien-3beta-ol
CHEBI:86133	 1-(9Z-octadecaenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:86137	 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z,17Z-eicosapentaenoyl)-sn-glycero-3-phosphocholine
CHEBI:86139	 an N-methyl-L-amino acid
CHEBI:86145	 (22R,7alpha)-dihydroxycholesterol
CHEBI:86146	 (24S,25)-epoxy-7alpha-hydroxycholesterol
CHEBI:86160	 (2E)-pentenoyl-CoA
CHEBI:86161	 1,2-di-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine
CHEBI:86162	 1-tetradecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine
CHEBI:86165	 (24S,25R)-24,26-dihydroxycholesterol
CHEBI:86226	 lipid IIA
CHEBI:86232	 1-O-(1Z-hexadecenyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine
CHEBI:86234	 alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
CHEBI:86236	 alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA
CHEBI:86258	 uridine-5'-aldehyde
CHEBI:86265	 an N-(1,2-saturated acyl)sphinganine
CHEBI:86266	 an N-[(2'R)-hydroxyacyl]sphinganine
CHEBI:86274	 an N-(2R-hydroxyacyl)-4R-hydroxysphinganine
CHEBI:86275	 an N-(1,2 saturated acyl)-(4R)-hydroxysphinganine
CHEBI:86294	 N-acyl-(4E,8E,10E)-sphingatrienine
CHEBI:86315	 a methyl thioether
CHEBI:86319	 25-hydroxyvitamin D2
CHEBI:86320	 1alpha,25-dihydroxyvitamin D2
CHEBI:86339	 a D-5-monosubstituted hydantoin
CHEBI:86340	 a L-5-monosubstituted hydantoin
CHEBI:86377	 5beta-dihydroepitestosterone
CHEBI:86381	 5beta-dihydrocorticosterone
CHEBI:86384	 5beta-dihydrodeoxycorticosterone
CHEBI:86386	 3-sulfanylpropanoate
CHEBI:86389	 5beta-dihydroaldosterone
CHEBI:86399	 (4R)-hydroxy-(6R)-2,2,6-trimethylcyclohexanone
CHEBI:86400	 (6R)-2,2,6-trimethyl-1,4-cyclohexanedione
CHEBI:86401	 N-acetyl-demethyl-L-phosphinothricin
CHEBI:86412	 3-oxochol-4-en-24-oyl-CoA
CHEBI:86414	 3-oxo-cholest-4,24-dien-26-oyl-CoA
