id	name	abbreviation	formula	charge	isCofactor
cpd17015	Iso-C6:0 ACP	Iso-C6:0 ACP	C6H11OX	0	0
cpd17016	ferrodoxin (oxidized form 4:2)	ferrodoxin (oxidized form 4:2)	Fe8S8X	0	0
cpd17017	ferrodoxin (reduced form 4:2)	ferrodoxin (reduced form 4:2)	Fe8S8X	-2	0
cpd17018	heptadecanoyl-ACP (n-C17:0ACP)	heptadecanoyl-ACP (n-C17:0ACP)	C17H33OX	0	0
cpd17019	heptadecanoate (n-C17:0)	hpdca	C17H33O2	10000000	0
cpd17020	heptadecenoate (n-C17:1)	heptadecenoate (n-C17:1)	C17H31O2	-1	0
cpd17021	heptadecenoyl ACP (C17:1ACP)	heptadecenoyl ACP (C17:1ACP)	C17H31OX	0	0
cpd17022	Kdo8N-lipid (A)	Kdo8N-lipid (A)	C102H187N3O31P2	-4	0
cpd17023	Kdo8N-lipid IV(A)	Kdo8N-lipid IV(A)	C76H139N3O29P2	-4	0
cpd17024	Kdo8N-lipid IV(A) with laurate	Kdo8N-lipid IV(A) with laurate	C88H161N3O30P2	-4	0
cpd17025	lps (S. oneidensis MR-1)	lps (S. oneidensis MR-1)	C135H241N4O63P4	-7	0
cpd17026	methymenaquinol 7	methymenaquinol 7	C47H68O2	0	0
cpd17027	methylmenaquinone 7	methylmenaquinone 7	C47H66O2	0	0
cpd17028	MnO2	MnO2	Mn.O2	0	0
cpd17029	pentadecanoyl-ACP (n-C15:0ACP)	pentadecanoyl-ACP (n-C15:0ACP)	C15H29OX	0	0
cpd17030	pentadecenoate (n-C15:1)	pentadecenoate (n-C15:1)	C15H27O2	-1	0
cpd17031	pentadecenoyl-ACP (C15:1ACP)	pentadecenoyl-ACP (C15:1ACP)	C15H27OX	0	0
cpd17032	Peptidoglycan subunit crosslinked	Peptidoglycan subunit crosslinked	C37H55N7O19	-2	0
cpd17033	protein for shewanella MR-1 (aerobic growth)	protein for shewanella MR-1 (aerobic growth)	C47395H74290N13364O15024S364	-318	0
cpd17034	pentadecanoate (n-C15:0) (dup2)	pentadecanoate (n-C15:0) (dup2)	C15H29O2	-1	0
cpd17035	RNA, Shewanella oneidensis MR-1	RNA, Shewanella oneidensis MR-1	C950H1073N373O700P100	-100	0
cpd17036	Unknown Product	Unknown Product	C8H10N2O6	0	0
cpd17037	Uranium dioxide	Uranium dioxide	UO2	0	0
cpd17038	Uranyl	Uranyl	UO2	2	0
cpd17039	isopentenyl phosphate	isopentenyl phosphate	C5H9O4P	-2	0
cpd17040	dimethylallyl phosphate	dimethylallyl phosphate	C5H9O4P	-2	0
cpd17041	Protein biosynthesis	proteinsynth		0	0
cpd17042	DNA replication	dnarep		0	0
cpd17043	RNA transcription	rnatrans		0	0
cpd17044	1-hydroxyphenazine	1-hydroxyphenazine	C12H8N2O	0	0
cpd17045	beta-hydroxydecanoyl-beta-hydroxydecanoyl-S-CoA	2bhdccoa	C41H68O20N7P3S	0	0
cpd17046	2-hydroxydodecanoyl-[acyl-carrier protein]	2hddACP	C12H23O2X	0	0
cpd17047	S-2-hydroxymyristoyl-[acyl-carrier protein]	2hmyrsACP	C14H27O2X	0	0
cpd17048	2-oxo-3-p-tolylpropanate	2oxtp	C9H7O3	0	0
cpd17049	3-aminopropanaldehyde	3ampa	C3H7ON	0	0
cpd17050	3-hydroxydecanoyl-3-hydroxydecanoate	3h3h	C20H38O5	0	0
cpd17051	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]	3hocdacp	C18H35O2X	0	0
cpd17052	4-carbamoyl-2-oxobutanate	4coxbut	C5H6O4N	0	0
cpd17053	5-methylphenazine-1-carboxylic acid betaine	5mpca	C14H11N2O2	0	0
cpd17054	Pseudomonas aeruginosa KDO2-lipidA	PA_KDO2lipidA	C96H168N2O39P2	0	0
cpd17055	Pseudomonas aeruginosa KDO-lipidA	PA_KDOlipidA	C88H157N2O32P2	0	0
cpd17056	Pseudomonas aeruginosa A-band lipopolysaccharide	PA_LPS_A	C189H341P9O127N8	0	0
cpd17057	Pseudomonas aeruginosa B-band lipopolysaccharide	PA_LPS_B	C182H322O116N9P7	0	0
cpd17058	Pseudomonas aeruginosa LPS core precursor 1 + KDO2-lipidA	PA_core1_lipidA	C103H181N2O45P2	0	0
cpd17059	Pseudomonas aeruginosa LPS core precursor 2 + KDO2-lipidA	PA_core2_lipidA	C110H194N2O51P2	0	0
cpd17060	Pseudomonas aeruginosa LPS core precursor 3 + KDO2-lipidA	PA_core3_lipidA	C116H205N2O56P2	0	0
cpd17061	Pseudomonas aeruginosa LPS core precursor 4 + KDO2-lipidA	PA_core4_lipidA	C134H238N2O71P2	0	0
cpd17062	Pseudomonas aeruginosa LPS core precursor 5 + KDO2-lipidA	PA_core5_lipidA	C146H260N2O79P2	0	0
cpd17063	Pseudomonas aeruginosa LPS core precursor 6 + KDO2-lipidA	PA_core6_lipidA	C152H271N2O84P2	0	0
cpd17064	Pseudomonas aeruginosa LPS core precursor 7 + KDO2-lipidA	PA_core7_lipidA	C152H268N2O93P5	0	0
cpd17065	Pseudomonas aeruginosa LPS core + KDO2-lipidA	PA_core_lipidA	C156H274N4O95P5	0	0
cpd17066	Pseudomonas aeruginosa Lipid A	PA_lipidA	C80H146N2O25P2	0	0
cpd17067	Pseudomonas Lipid A Disaccharide	PA_lipidAds	C56H103N2O20P	0	0
cpd17068	Pseudomonas aeruginosa Lipid A precursor	PA_lipidApre	C56H102N2O23P2	0	0
cpd17069	Pseudomonas aeruginosa Lipid X	PA_lipidX	C28H52NO12P	0	0
cpd17070	UDP-2-NH-(3OH-C12:0),3-O-(3OH-C10:0)glucosamine	PA_u23ga	C37H63N3O20P2	0	0
cpd17071	UDP-3-O-(3OH-C10:0)-N-acetylglucosamine	PA_u3aga	C27H43N3O19P2	0	0
cpd17072	UDP-3-O-(3OH-C10:0)-D-glucosamine	PA_u3hga	C25H42N3O18P2	0	0
cpd17073	2-Amino-2-deoxyisochorismate	2-Amino-2-deoxyisochorismate	C10H10NO5	-1	0
cpd17074	Acetylated Alginate	algna	C14H18O13	0	0
cpd17075	Epimerized Alginate Dimer	algne	C12H16O12	0	0
cpd17076	5-Aminopentanoate (dup2)	5-Aminopentanoate (dup2)	C5H11NO2	0	0
cpd17077	(5S,6S)-6-Amino-5-hydroxycyclohexane-1,3-diene-1-carboxyate	(5S,6S)-6-Amino-5-hydroxycyclohexane-1,3-diene-1-carboxyate	C7H9NO3	0	0
cpd17078	2-heptyl-4-quinolone	hhq	C16H21ON	0	0
cpd17079	3-(4-hydroxyphenyl)-2-oxopropanoate	hoxpoxp	C9H7O4	0	0
cpd17080	L-rhamnosyl-Lrhamnosyl-3-hydroxydecanoyl-3-hydroxydecanoate	llrhh	C32H58O13	0	0
cpd17081	L-rhamnosyl-3-hydroxydecanoyl-3-hydroxydecanoate	lrhh	C26H48O9	0	0
cpd17082	N-(3-Oxododecanoyl)homoserine lactone	N-(3-Oxododecanoyl)homoserine lactone	C16H27NO4	0	0
cpd17083	1-phenazinecarboxylic acid	1-phenazinecarboxylic acid	C13H7N2O2	-1	0
cpd17084	phenazine-1-carboxamide	phe1c	C13H9ON3	0	0
cpd17085	2-heptyl-3-hydroxy-4-quinolone	pqs	C16H21O2N	0	0
cpd17086	Rha-(alpha1,3)-N-acetylglucosamine pyrophosphorylundecaprenol	rha1glcnacppund	C70H117P3O18N4	0	0
cpd17087	Rha-(a1,3)-Rha-(a1,3)-Rha-(a1,3)-N-acetylglucosamine pyrophosphorylundecaprenol	rha3glcnacppund	C82H143P5O32N4	0	0
cpd17088	Rha-(a1,2)-Rha-(a1,3)-Rha-(a1,3)-Rha-(a1,3)-N-acetylglucosamine pyrophosphorylundecaprenol	rha4glcnacppund	C88H156P6O39N4	0	0
cpd17089	Trans-2,3-didehydroacyl-CoA (C10)	tda10CoA	C31H48N7O17P3S	0	0
cpd17090	Trans-2,3-didehydroacyl-CoA (C8)	tda8CoA	C29H44N7O17P3S	0	0
cpd17091	trans,trans-2,3,4,5-tetradehydroacyl-CoA (C8)	ttda8CoA	C29H42N7O17P3S	0	0
cpd17092	UDP-N-acetyl fucosamine	uacfuc	C17H25N3O16P2	0	0
cpd17093	UDP-N-acetyl-D-mannosamine (2NAc(CH3C=NH)) acid	uacman(2NAc*)A	C17H27O17N4P2	0	0
cpd17094	UDP-N-acetyl-D-mannosamine (2NAc3N) acid	uacman(2NAc3N)A	C17H27O17N4P2	0	0
cpd17095	UDP-N-acetyl-D-manosamine (2NAc3NAc) acid	uacman(2NAc3NAc)A	C19H29O18N4P2	0	0
cpd17096	UDP-N-acetyl-D-mannosamine-3-N	uacman3N	C17H28O17N4P2	0	0
cpd17097	semiquinone-8	ubq8h	C49H75O4	0	0
cpd17098	Fuc2NAc-PP-Undecaprenyl	udcppf	C63H103O11N1P2	0	0
cpd17099	Man(2NAc3NAc)A-(beta1,3)-Fuc2NAc-PP-Undecaprenyl	udcppfm	C71H119O19N3P3	0	0
cpd17100	Man(2NAc3N)(3,-CH3C=NH)A-(beta1,4)-Man(2NAc3NAc)A-(beta1,3)-Fuc2NAc-PP-Undecaprenyl	udcppfmm	C81H137O28N5P4	0	0
cpd17104	Suplatast	Suplatast	C16H26NO4S	1	0
cpd17105	Discodermolide	Discodermolide	C33H55NO8	0	0
cpd17106	Acetyllycopsamine	Acetyllycopsamine	C17H28NO6	1	0
cpd17107	Acevaltrate	Acevaltrate	C24H32O10	0	0
cpd17108	Ciguatoxin I	Ciguatoxin I	C60H86O19	0	0
cpd17109	Rubratoxin B	Rubratoxin B	C26H30O11	0	0
cpd17110	Sporidesmin J	Sporidesmin J	C17H18ClN3O6S2	0	0
cpd17111	Aplysiatoxin	Aplysiatoxin	C32H47BrO10	0	0
cpd17112	19-Bromoaplysiatoxin	19-Bromoaplysiatoxin	C32H46Br2O10	0	0
cpd17113	Oscillatoxin A	Oscillatoxin A	C31H46O10	0	0
cpd17114	DL-alpha-Terpineol	DL-alpha-Terpineol	C10H18O	0	0
cpd17115	Bisabolol oxide A	Bisabolol oxide A	C15H26O2	0	0
cpd17116	Bisabolol oxide B	Bisabolol oxide B	C15H26O2	0	0
cpd17117	beta-Bisabolene	beta-Bisabolene	C15H24	0	0
cpd17118	beta-Sesquiphellandrene	beta-Sesquiphellandrene	C15H24	0	0
cpd17119	Sabinene	Sabinene	C10H16	0	0
cpd17120	Cantharidin	Cantharidin	C10H12O4	0	0
cpd17121	Dendrolasin	Dendrolasin	C15H22O	0	0
cpd17122	Jasmolin I	Jasmolin I	C21H30O3	0	0
cpd17123	Jasmolin II	Jasmolin II	C22H30O5	0	0
cpd17124	(-)-Solenopsin A	(-)-Solenopsin A	C17H36N	1	0
cpd17125	Meliantriol	Meliantriol	C30H50O5	0	0
cpd17126	HMT-toxin	HMT-toxin	C41H68O13	0	0
cpd17127	PM-toxin B	PM-toxin B	C33H62O8	0	0
cpd17128	AM-toxin I	AM-toxin I	C23H31N3O6	0	0
cpd17129	AK-toxin I	AK-toxin I	C23H26NO6	-1	0
cpd17130	Halichondrin B	Halichondrin B	C60H86O19	0	0
cpd17131	Corynomycolic acid	Corynomycolic acid	C32H63O3	-1	0
cpd17132	Tuberculostearic acid	Tuberculostearic acid	C19H37O2	-1	0
cpd17133	Hydnocarpic acid	Hydnocarpic acid	C16H27O2	-1	0
cpd17134	Islandicin	Islandicin	C15H10O5	0	0
cpd17135	Sennoside C	Sennoside C	C42H39O19	-1	0
cpd17136	Sennoside D	Sennoside D	C42H39O19	-1	0
cpd17137	Cascaroside B	Cascaroside B	C27H32O14	0	0
cpd17138	Cascaroside D	Cascaroside D	C27H32O13	0	0
cpd17139	Cascaroside C	Cascaroside C	C27H32O13	0	0
cpd17140	Glucofrangulin A	Glucofrangulin A	C27H30O14	0	0
cpd17141	Glucofrangulin B	Glucofrangulin B	C26H28O14	0	0
cpd17142	Penicillic acid	Penicillic acid	C8H10O4	0	0
cpd17143	Coumachlor	Coumachlor	C19H14ClO4	-1	0
cpd17144	Coumatetralyl	Coumatetralyl	C19H15O3	-1	0
cpd17145	Baldrinal	Baldrinal	C12H10O4	0	0
cpd17146	Homobaldrinal	Homobaldrinal	C15H16O4	0	0
cpd17147	gamma-Bisabolene	gamma-Bisabolene	C15H24	0	0
cpd17148	Ginkgolide M	Ginkgolide M	C20H24O10	0	0
cpd17149	Goitrin	Goitrin	C5H7NOS	0	0
cpd17150	2-cis,6-trans-Farnesyl diphosphate	2-cis,6-trans-Farnesyl diphosphate	C15H26O7P2	-2	0
cpd17151	Brevetoxin A	Brevetoxin A	C49H70O13	0	0
cpd17152	Eudistomin G	Eudistomin G	C15H12BrN3	0	0
cpd17153	SQ 26180	SQ 26180	C6H9N2O6S	-1	0
cpd17154	Hydroxyl radical	Hydroxyl radical	HO	0	0
cpd17155	Peroxynitrite	Peroxynitrite	NO3	-1	0
cpd17156	Cinchonidinone	Cinchonidinone	C19H21N2O	1	0
cpd17157	Didemnin B	Didemnin B	C57H89N7O15	0	0
cpd17158	Hydroxypyruvaldehyde phosphate	Hydroxypyruvaldehyde phosphate	C3H3O6P	-2	0
cpd17159	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid	C7H13NO5	0	0
cpd17160	Gambiertoxin 4b	Gambiertoxin 4b	C60H84O16	0	0
cpd17161	Gonyautoxin 1	Gonyautoxin 1	C10H18N7O9S	1	0
cpd17162	Gonyautoxin 2	Gonyautoxin 2	C10H18N7O8S	1	0
cpd17163	Brevetoxin B	Brevetoxin B	C50H70O14	0	0
cpd17164	Pachydictyol A	Pachydictyol A	C20H32O	0	0
cpd17165	Renillafoulin A	Renillafoulin A	C24H32O9	0	0
cpd17166	2,5,6-Tribromo-1-methylgramine	2,5,6-Tribromo-1-methylgramine	C12H14Br3N2	1	0
cpd17167	13-Deoxytedanolide	13-Deoxytedanolide	C32H50O10	0	0
cpd17168	Tauroursodeoxycholic acid	Tauroursodeoxycholic acid	C26H44NO6S	-1	0
cpd17169	Bombykol	Bombykol	C16H30O	0	0
cpd17170	Makisterone A	Makisterone A	C28H46O7	0	0
cpd17171	S 1319	S 1319	C10H12N2O3S	0	0
cpd17172	D-Threitol	D-Threitol	C4H10O4	0	0
cpd17173	Gambieric acid A	Gambieric acid A	C59H91O16	-1	0
cpd17174	Gambieric acid B	Gambieric acid B	C60H93O16	-1	0
cpd17175	Gambieric acid C	Gambieric acid C	C65H98O19	-2	0
cpd17176	Gambieric acid D	Gambieric acid D	C66H100O19	-2	0
cpd17177	Pahutoxin	Pahutoxin	C23H46ClNO4	10000000	0
cpd17178	5alpha-Cyprinol	5alpha-Cyprinol	C27H48O5	0	0
cpd17179	Callystatin A	Callystatin A	C29H44O4	0	0
cpd17180	Stellettamide A	Stellettamide A	C26H45N2O	1	0
cpd17181	Plakinamine A	Plakinamine A	C29H47N2	1	0
cpd17182	Plakinamine B	Plakinamine B	C31H52N2	2	0
cpd17183	Nakitriol	Nakitriol	C11H12O3	0	0
cpd17184	Perazine	Perazine	C20H26N3S	1	0
cpd17185	Anabaseine	Anabaseine	C10H12N2	0	0
cpd17186	Caryophyllene epoxide	Caryophyllene epoxide	C15H24O	0	0
cpd17187	1,4-Cineole	1,4-Cineole	C10H18O	0	0
cpd17188	Acutumine	Acutumine	C19H24ClNO6	0	0
cpd17189	Afzelin	Afzelin	C21H19O10	-1	0
cpd17190	Alphitolic acid	Alphitolic acid	C30H47O4	-1	0
cpd17191	Anemonin	Anemonin	C10H8O4	0	0
cpd17192	Isobyakangelicol	Isobyakangelicol	C17H16O6	0	0
cpd17193	Arctiin	Arctiin	C27H34O11	0	0
cpd17194	Arundoin	Arundoin	C31H52O	0	0
cpd17195	Atractylodin	Atractylodin	C13H10O	0	0
cpd17196	Atractylone	Atractylone	C15H20O	0	0
cpd17197	Bornyl isovalerate	Bornyl isovalerate	C15H26O2	0	0
cpd17198	Bufadienolide	Bufadienolide	C24H34O2	0	0
cpd17199	Bufalin	Bufalin	C24H34O4	0	0
cpd17200	Bufotalin	Bufotalin	C26H36O6	0	0
cpd17201	Butylidenephthalide	Butylidenephthalide	C12H12O2	0	0
cpd17202	Byakangelicol	Byakangelicol	C17H16O6	0	0
cpd17203	Capillarin	Capillarin	C13H10O2	0	0
cpd17204	Capillene	Capillene	C12H10	0	0
cpd17205	Capillone	Capillone	C12H12O	0	0
cpd17206	Catalpalactone	Catalpalactone	C15H14O4	0	0
cpd17207	Chavicol	Chavicol	C9H10O	0	0
cpd17208	Cinobufagin	Cinobufagin	C26H34O6	0	0
cpd17209	Cinobufotalin	Cinobufotalin	C26H34O7	0	0
cpd17210	3,6-Dihydropyridine	3,6-Dihydropyridine	C5H8N	1	0
cpd17211	Cnidilide	Cnidilide	C12H18O2	0	0
cpd17212	Coptisine	Coptisine	C19H14NO4	1	0
cpd17213	Crataegolic acid	Crataegolic acid	C30H47O4	-1	0
cpd17214	Carthamidin	Carthamidin	C15H12O6	0	0
cpd17215	Carthamin	Carthamin	C43H39O22	-3	0
cpd17216	Curcumenol	Curcumenol	C15H22O2	0	0
cpd17217	Curzerenone	Curzerenone	C15H18O2	0	0
cpd17218	Cyperol	Cyperol	C15H24O	0	0
cpd17219	Cyperolone	Cyperolone	C15H24O2	0	0
cpd17220	Decanoyl acetaldehyde	Decanoyl acetaldehyde	C12H22O2	0	0
cpd17221	Dehydrocurdione	Dehydrocurdione	C15H22O2	0	0
cpd17222	Dehydroeburicoic acid	Dehydroeburicoic acid	C31H47O3	-1	0
cpd17223	Deoxyschizandrin	Deoxyschizandrin	C24H32O6	0	0
cpd17224	Dihydrocapsaicin	Dihydrocapsaicin	C18H29NO3	0	0
cpd17225	Dihydrocorynantheine	Dihydrocorynantheine	C22H29N2O3	1	0
cpd17226	Disinomenine	Disinomenine	C38H46N2O8	2	0
cpd17227	Eucarvone	Eucarvone	C10H14O	0	0
cpd17228	Evocarpine	Evocarpine	C23H33NO	0	0
cpd17229	Fargesin	Fargesin	C21H22O6	0	0
cpd17230	Fernenol	Fernenol	C30H50O	0	0
cpd17231	Furanodiene	Furanodiene	C15H20O	0	0
cpd17232	Furanodienone	Furanodienone	C15H18O2	0	0
cpd17233	Gamabufogenin	Gamabufogenin	C24H34O5	0	0
cpd17234	Gardoside	Gardoside	C16H21O10	-1	0
cpd17235	Gastrodin	Gastrodin	C13H18O7	0	0
cpd17236	Genipin 1-beta-gentiobioside	Genipin 1-beta-gentiobioside	C23H34O15	0	0
cpd17237	Germacrone	Germacrone	C15H22O	0	0
cpd17238	Glutinone	Glutinone	C30H48O	0	0
cpd17239	Glycyrol	Glycyrol	C21H18O6	0	0
cpd17240	Hellebrigenin	Hellebrigenin	C24H32O6	0	0
cpd17241	Hinesol	Hinesol	C15H26O	0	0
cpd17242	Hirsuteine	Hirsuteine	C22H27N2O3	1	0
cpd17243	Hirsutine	Hirsutine	C22H29N2O3	1	0
cpd17244	Isoarborinol	Isoarborinol	C30H50O	0	0
cpd17245	Isocyperol	Isocyperol	C15H24O	0	0
cpd17246	Isoelemicin	Isoelemicin	C12H16O3	0	0
cpd17247	Isoimperatorin	Isoimperatorin	C16H14O4	0	0
cpd17248	Isokobusone	Isokobusone	C14H22O2	0	0
cpd17249	Isoliquiritin	Isoliquiritin	C21H22O9	0	0
cpd17250	Isomangiferin	Isomangiferin	C19H18O11	0	0
cpd17251	Isorhynchophylline	Isorhynchophylline	C22H29N2O4	1	0
cpd17252	Kaempferitrin	Kaempferitrin	C27H30O14	0	0
cpd17253	Kakuol	Kakuol	C10H10O4	0	0
cpd17254	Kobusone	Kobusone	C14H22O2	0	0
cpd17255	Laurolitsine	Laurolitsine	C18H20NO4	1	0
cpd17256	Leonurine	Leonurine	C14H22N3O5	1	0
cpd17257	Licoricidin	Licoricidin	C26H32O5	0	0
cpd17258	Ligustilide	Ligustilide	C12H14O2	0	0
cpd17259	Linderenol	Linderenol	C15H18O2	0	0
cpd17260	Liquiritin	Liquiritin	C21H22O9	0	0
cpd17261	Lupenone	Lupenone	C30H48O	0	0
cpd17262	Magnocurarine	Magnocurarine	C19H24NO3	1	0
cpd17263	Callinecdysone A	Callinecdysone A	C27H44O7	0	0
cpd17264	Ectocarpen	Ectocarpen	C11H16	0	0
cpd17265	Anthopleurine	Anthopleurine	C7H15NO4	0	0
cpd17266	Methyl palmitate	Methyl palmitate	C17H34O2	0	0
cpd17267	Methyl nigakinone	Methyl nigakinone	C16H12N2O3	0	0
cpd17268	Michelalbine	Michelalbine	C17H16NO3	1	0
cpd17269	Pavoninin 1	Pavoninin 1	C37H59NO9	0	0
cpd17270	Futalosine	Futalosine	C19H17N4O7	-1	0
cpd17271	Morroniside	Morroniside	C17H26O11	0	0
cpd17272	Neocnidilide	Neocnidilide	C12H18O2	0	0
cpd17273	Neogitogenin	Neogitogenin	C27H44O4	0	0
cpd17274	Callytriol C	Callytriol C	C23H24O3	0	0
cpd17275	Axisothiocyanate 3	Axisothiocyanate 3	C16H25NS	0	0
cpd17276	Mycalamide A	Mycalamide A	C24H41NO10	0	0
cpd17277	Mycalamide B	Mycalamide B	C25H43NO10	0	0
cpd17278	de-Hypoxanthine futalosine	de-Hypoxanthine futalosine	C14H15O7	-1	0
cpd17279	Leonuridine	Leonuridine	C15H24O9	0	0
cpd17280	Nemertelline	Nemertelline	C20H14N4	0	0
cpd17281	Cyclic de-hypoxanthine futalosine	Cyclic de-hypoxanthine futalosine	C14H13O7	-1	0
cpd17282	1,4-Dihydroxy-6-naphthoate	1,4-Dihydroxy-6-naphthoate	C11H7O4	-1	0
cpd17283	Navenone A	Navenone A	C15H15NO	0	0
cpd17284	Navenone B	Navenone B	C16H16O	0	0
cpd17285	Navenone C	Navenone C	C16H16O2	0	0
cpd17286	O-Phosphoseryl-tRNA(Cys)	O-Phosphoseryl-tRNA(Cys)	C13H23NO15P2R2(C5H8O6PR)n	10000000	0
cpd17287	Sulfur donor	Sulfur donor	noformula	10000000	0
cpd17288	Mosesin 4	Mosesin 4	C35H60O10	0	0
cpd17289	Holothurin	Holothurin	C50H82O26S	10000000	0
cpd17290	L-Pyrrolysyl-tRNA(Pyl)	L-Pyrrolysyl-tRNA(Pyl)	C22H36N3O12PR2(C5H8O6PR)n	10000000	0
cpd17291	Nigakilactone E	Nigakilactone E	C24H34O8	0	0
cpd17292	Nigakilactone F	Nigakilactone F	C22H32O7	0	0
cpd17293	Nigakilactone H	Nigakilactone H	C22H32O8	0	0
cpd17294	Nigakilactone K	Nigakilactone K	C22H30O7	0	0
cpd17295	Nigakilactone L	Nigakilactone L	C22H30O7	0	0
cpd17296	Nigakilactone M	Nigakilactone M	C21H30O7	0	0
cpd17297	Nigakilactone N	Nigakilactone N	C21H30O7	0	0
cpd17298	Ophiopogonin B	Ophiopogonin B	C39H62O12	0	0
cpd17299	Obtusifolin	Obtusifolin	C16H12O5	0	0
cpd17300	Obtusin	Obtusin	C18H16O7	0	0
cpd17301	Ophiopogonin A	Ophiopogonin A	C41H64O13	0	0
cpd17302	Ophiopogonin D	Ophiopogonin D	C44H70O16	0	0
cpd17303	Ophiopogonin C	Ophiopogonin C	C46H72O17	10000000	0
cpd17304	Pachymic acid	Pachymic acid	C33H51O5	-1	0
cpd17305	Physcion	Physcion	C16H12O5	0	0
cpd17306	Phellodendrine	Phellodendrine	C20H24NO4	1	0
cpd17307	Phellopterin	Phellopterin	C17H16O5	0	0
cpd17308	Forsythin	Forsythin	C27H34O11	0	0
cpd17309	Picrasin A	Picrasin A	C26H34O8	0	0
cpd17310	Picrasin B	Picrasin B	C21H28O6	0	0
cpd17311	Picrasin D	Picrasin D	C22H30O6	0	0
cpd17312	Picrasin E	Picrasin E	C22H30O7	0	0
cpd17313	Picrasin F	Picrasin F	C22H30O8	0	0
cpd17314	Picrasin G	Picrasin G	C21H28O7	0	0
cpd17315	Picrocrocin	Picrocrocin	C16H26O7	0	0
cpd17316	Plantaginin	Plantaginin	C21H20O11	0	0
cpd17317	Puerarin xyloside	Puerarin xyloside	C26H28O13	0	0
cpd17318	Resibufogenin	Resibufogenin	C24H32O4	0	0
cpd17319	Rhamnocitrin	Rhamnocitrin	C16H12O6	0	0
cpd17320	Isotetrandrine	Isotetrandrine	C38H44N2O6	2	0
cpd17321	Rubidium cation	Rubidium cation	Rb	1	0
cpd17322	Safranal	Safranal	C10H14O	0	0
cpd17323	Salicifoline	Salicifoline	C12H20NO2	1	0
cpd17324	Schizandrin	Schizandrin	C24H32O7	0	0
cpd17325	Sesquicarene	Sesquicarene	C15H24	0	0
cpd17326	Shanzhiside	Shanzhiside	C16H23O11	-1	0
cpd17327	Siaresinol	Siaresinol	C30H47O4	-1	0
cpd17328	Valerosidatum	Valerosidatum	C21H34O11	0	0
cpd17329	Sophoranol	Sophoranol	C15H25N2O2	1	0
cpd17330	Sumaresinol	Sumaresinol	C30H47O4	-1	0
cpd17331	Sweroside	Sweroside	C16H22O9	0	0
cpd17332	Telocinobufagin	Telocinobufagin	C24H34O5	0	0
cpd17333	Terpineol-4	Terpineol-4	C10H18O	0	0
cpd17334	Timosaponin A-I	Timosaponin A-I	C33H54O8	0	0
cpd17335	Timosaponin A-III	Timosaponin A-III	C39H64O13	0	0
cpd17336	Tuduranine	Tuduranine	C18H20NO3	1	0
cpd17337	3-Bromo-tyrosine	3-Bromo-tyrosine	C9H10BrNO3	0	0
cpd17338	3,5-Dibromo-tyrosine	3,5-Dibromo-tyrosine	C9H8Br2NO3	-1	0
cpd17339	Worenine	Worenine	C20H16NO4	1	0
cpd17340	6,6'-Dibromoindigotin	6,6'-Dibromoindigotin	C16H8Br2N2O2	0	0
cpd17341	Zederone	Zederone	C15H18O3	0	0
cpd17342	Tyrindoxyl sulfate	Tyrindoxyl sulfate	C9H7BrNO4S2	-1	0
cpd17343	dTDP-(3R)-amino-3,6-dideoxy-D-glucose	dTDP-(3R)-amino-3,6-dideoxy-D-glucose	C16H26N3O14P2	-1	0
cpd17344	alpha-Bergamotene	alpha-Bergamotene	C15H24	0	0
cpd17345	6-Chloroindole	6-Chloroindole	C8H6ClN	0	0
cpd17346	alpha-Cyperone	alpha-Cyperone	C15H22O2	0	0
cpd17347	alpha-Sanshool	alpha-Sanshool	C16H25NO	0	0
cpd17348	Clionamide	Clionamide	C19H19BrN3O4	1	0
cpd17349	dTDP-3-amino-4,6-deoxy-3,4-dehydroglucose	dTDP-3-amino-4,6-deoxy-3,4-dehydroglucose	C16H23N3O13P2	-2	0
cpd17350	beta-Elemene	beta-Elemene	C15H24	0	0
cpd17351	Caulerpin	Caulerpin	C24H18N2O4	0	0
cpd17352	Lanosol	Lanosol	C7H6Br2O3	0	0
cpd17353	Aeroplysinin 1	Aeroplysinin 1	C9H9Br2NO3	0	0
cpd17354	Thelepin	Thelepin	C14H9Br3O3	0	0
cpd17355	3,5-Dinitroguaiacol	3,5-Dinitroguaiacol	C7H6N2O6	0	0
cpd17356	Cartilagineal	Cartilagineal	C10H11Cl3O	0	0
cpd17357	Costatol	Costatol	C10H14BrCl3O	0	0
cpd17358	Costatone	Costatone	C10H12Br2Cl2O2	0	0
cpd17359	Plocamene D	Plocamene D	C10H13Cl3	0	0
cpd17360	Mertensene	Mertensene	C10H14BrCl3	0	0
cpd17361	Violacene	Violacene	C10H13BrCl4	0	0
cpd17362	Plocamene E	Plocamene E	C10H13Cl3	0	0
cpd17363	Plocamene C	Plocamene C	C10H14BrCl3	0	0
cpd17364	Plocamene B	Plocamene B	C10H13Cl3	0	0
cpd17365	Caespitol	Caespitol	C15H25Br2ClO2	0	0
cpd17366	Isocaespitol	Isocaespitol	C15H25Br2ClO2	0	0
cpd17367	Furocaespitane	Furocaespitane	C12H16BrClO	0	0
