id	primary_name	equation	definition	status	paired reactions
rxn06591	L-glutamate-semialdehyde: NADP+	(1) cpd00005[0] + (1) cpd00067[0] + (1) cpd12227[0] <=> (1) cpd00006[0] + (1) cpd02345[0] + (1) cpd11912[0]	(1) H+[c] + (1) L-Glutamyl-tRNA-Glu[c] + (1) NADPH[c] <=> (1) L-Glutamate1-semialdehyde[c] + (1) NADP[c] + (1) tRNA-Glu[c]	OK	
rxn06592	Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase	(1) cpd00067[0] + (1) cpd00179[0] + (1) cpd12508[0] <=> (1) cpd01919[0] + (1) cpd11712[0]	(1) H+[c] + (1) Maltose[c] + (1) Protein N-pros-phosphohistidine[c] <=> (1) Protein histidine[c] + (1) maltose-6-phosphate[c]	OK	
rxn06593	rxn06593	(1) cpd01927[0] + (1) cpd11609[0] <=> (1) cpd00011[0] + (1) cpd03328[0] + (1) cpd11610[0] + (1) cpd11640[0]	(1) A[c] + (1) N-Hydroxy-L-tyrosine[c] <=> (1) 4-Hydroxyphenylacetaldoxime[c] + (1) AH2[c] + (1) CO2[c] + (1) H2[c]	MI:N-1/R-1|CI:1|HI:-1	
rxn06594	Oligoglycosylglucosylceramide glycohydrolase	(1) cpd00001[0] + (1) cpd12434[0] <=> (1) cpd00167[0] + (1) cpd12234[0]	(1) H2O[c] + (1) Oligoglycosylglucosylceramide[c] <=> (1) Ceramide[c] + (1) Oligoglycosylglucose[c]	MI:O2/C19/N1/R1|HI:-34	
rxn06595	peptide-L-methionine:thioredoxin-disulfide S-oxidoreductase	(1) cpd00001[0] + (1) cpd11420[0] + (1) cpd12237[0] <=> (1) cpd11421[0] + (1) cpd12420[0]	(1) H2O[c] + (1) Peptide-L-methionine[c] + (1) trdox[c] <=> (1) Peptide-L-methionine (S)-S-oxide[c] + (1) trdrd[c]	OK	
rxn06596	Fatty acid,reduced-flaboprotein:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd00049[0] + (1) cpd12238[0] <=> (1) cpd00001[0] + (1) cpd12264[0] + (1) cpd12660[0]	(1) Carboxylic acid[c] + (1) O2[c] + (1) Reduced flavoprotein[c] <=> (1) H2O[c] + (1) Oxidized flavoprotein[c] + (1) alpha-Hydroxy fatty acid[c]	MI:C2|HI:-6	
rxn06597	Alkane,reduced-flaboprotein:oxygen oxidoreductase (RH-hydroxylating	(1) cpd00007[0] + (1) cpd11855[0] + (1) cpd12238[0] <=> (1) cpd00001[0] + (1) cpd11848[0] + (1) cpd12264[0]	(1) O2[c] + (1) RH[c] + (1) Reduced flavoprotein[c] <=> (1) H2O[c] + (1) Oxidized flavoprotein[c] + (1) ROH[c]	OK	
rxn06598	Transferrin[Fe(II)]2:NAD+ oxidoreductase	(1) cpd00003[0] + (1) cpd12240[0] <=> (1) cpd00004[0] + (1) cpd00067[0] + (1) cpd12267[0]	(1) NAD[c] + (1) Transferrin[Fe(II)]2[c] <=> (1) H+[c] + (1) NADH[c] + (1) Transferrin[Fe(III)]2[c]	CI:-2	
rxn06599	rxn06599	(1) cpd12240[0] <=> (1) cpd00021[0] + (1) cpd12769[0]	(1) Transferrin[Fe(II)]2[c] <=> (1) Apotransferrin[c] + (1) Fe2+[c]	MI:Fe1	
rxn06600	S-aminomethyldihydrolipoylprotein:(6S)-tetrahydrofolate	(1) cpd00087[0] + (1) cpd11830[0] <=> (1) cpd00013[0] + (1) cpd00125[0] + (1) cpd12225[0]	(1) S-Aminomethyldihydrolipoylprotein[c] + (1) Tetrahydrofolate[c] <=> (1) 5-10-Methylenetetrahydrofolate[c] + (1) Dihydrolipolprotein[c] + (1) NH3[c]	OK	
rxn06601	ATP:1-O-alkyl-sn-glycerol 3-phosphotransferase	(1) cpd00002[0] + (1) cpd12184[0] <=> (1) cpd00008[0] + (1) cpd12438[0]	(1) 1-Alkyl-sn-glycerol[c] + (1) ATP[c] <=> (1) 1-Alkyl-sn-glycero-3-phosphate[c] + (1) ADP[c]	OK	
rxn06602	S-Adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase	(1) cpd00017[0] + (1) cpd12251[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12453[0]	(1) Cytochrome c L-lysine[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) Cytochrome c N6-methyl-L-lysine[c] + (1) H+[c] + (1) S-Adenosyl-homocysteine[c]	OK	
rxn06603	N-Acetyl-D-galactosaminoglycan acetylhydrolase	(1) cpd00001[0] + (1) cpd12445[0] <=> (1) cpd00029[0] + (1) cpd12252[0]	(1) H2O[c] + (1) N-Acetyl-D-galactosaminoglycan[c] <=> (1) Acetate[c] + (1) D-Galactosaminoglycan[c]	MI:O1/C2|CI:-1|HI:-1	
rxn06604	Glycoprotein-phosphatidylinositol phosphatidohydrolase	(1) cpd00001[0] + (1) cpd12490[0] <=> (1) cpd02001[0] + (1) cpd11422[0]	(1) Glycoprotein phosphatidylinositol[c] + (1) H2O[c] <=> (1) 1,2-diacyl-sn-glycerol 3-phosphate[c] + (1) Glycoprotein inositol[c]	MI:O31/C39/N4/P1/R2|CI:-1|HI:-60	
rxn06605	rxn06605	(1) cpd12267[0] <=> (1) cpd00021[0] + (1) cpd12768[0]	(1) Transferrin[Fe(III)]2[c] <=> (1) Apoferritin[c] + (1) Fe2+[c]	MI:Fe1	
rxn06606	[Glycogen-synthase D] phosphohydrolase	(1) cpd00001[0] + (1) cpd12268[0] <=> (1) cpd00009[0] + (1) cpd12269[0]	(1) H2O[c] + (1) [Glycogen-synthase D][c] <=> (1) Phosphate[c] + (1) [Glycogen-synthase I][c]	MI:O3/P1|CI:-2|HI:1	
rxn06607	alpha(omega)-Dicarboxylic acid:CoA ligase (AMP-forming)	(1) cpd00002[0] + (1) cpd00010[0] + (1) cpd00067[0] + (1) cpd12448[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd12270[0]	(1) ATP[c] + (1) CoA[c] + (1) H+[c] + (1) alpha,omega-Dicarboxylic acid[c] <=> (1) AMP[c] + (1) PPi[c] + (1) omega-Carboxyacyl-CoA[c]	OK	
rxn06608	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase	(1) cpd00067[0] + (1) cpd11612[0] + (1) cpd12271[0] <=> (1) cpd11608[0] + (1) cpd12298[0]	(1) (5-L-Glutamyl)-peptide[c] + (1) Amino acid[c] + (1) H+[c] <=> (1) 5-L-Glutamyl amino acid[c] + (1) Peptide[c]	OK	
rxn06609	rxn06609	(1) cpd02043[0] + (1) cpd11609[0] <=> (1) cpd02259[0] + (1) cpd11610[0]	(1) (S)-4-Hydroxymandelate[c] + (1) A[c] <=> (1) 4-Hydroxybenzoylformate[c] + (1) AH2[c]	MI:N-1/R-1|HI:2	
rxn06610	1-Alkyl-2-acyl-sn-glycero-3-phosphate phosphohydrolase	(1) cpd00001[0] + (1) cpd12800[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd12273[0]	(1) 2-Acyl-1-alkyl-sn-glycero-3-phosphate[c] + (1) H2O[c] <=> (1) 1-Alkyl-2-acylglycerol[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn06612	NAD+:poly(adenosine diphosphate D-ribose)ADP-D-ribosyltransferase	(1) cpd00003[0] <=> (1) cpd00067[0] + (1) cpd00133[0]	(1) NAD[c] <=> (1) H+[c] + (1) Nicotinamide[c]	MI:C-15/N-5/O-13/P-2|CI:2|HI:19	
rxn06613	rxn06613	(1) cpd02083[0] + (1) cpd11609[0] <=> (6) cpd00067[0] + (1) cpd03418[0] + (1) cpd11610[0]	(1) A[c] + (1) CoproporphyrinogenIII[c] <=> (1) AH2[c] + (1) Coproporphyrin III[c] + (6) H+[c]	MI:N-1/R-1|CI:6	
rxn06614	S-Adenosyl-L-methionine:protein-L-isoaspartate O-methyltransferase	(1) cpd00017[0] + (1) cpd12290[0] <=> (1) cpd00019[0] + (1) cpd12516[0]	(1) Protein L-isoaspartate[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) Protein L-isoaspartate methyl ester[c] + (1) S-Adenosyl-homocysteine[c]	OK	
rxn06615	alpha-Amino-acid-ester aminoacylhydrolase	(1) cpd00001[0] + (1) cpd12293[0] <=> (1) cpd00057[0] + (1) cpd00067[0] + (1) cpd03077[0]	(1) H2O[c] + (1) alpha-Amino acid ester[c] <=> (1) Alcohol[c] + (1) H+[c] + (1) alpha-Amino acid[c]	OK	
rxn06616	Acetyl-CoA:alpha-tubulin-L-lysine N(epsilon)-acetyltransferase	(1) cpd00022[0] + (1) cpd12294[0] <=> (1) cpd00010[0] + (1) cpd12477[0]	(1) Acetyl-CoA[c] + (1) alpha-Tubulin L-lysine[c] <=> (1) CoA[c] + (1) alpha-Tubulin N6-acetyl-L-lysine[c]	OK	
rxn06618	Sucrose:2,1-beta-D-fructan 1-beta-D-fructosyltransferase	(1) cpd00076[0] <=> (1) cpd00027[0]	(1) Sucrose[c] <=> (1) D-Glucose[c]	MI:C-6/O-5|HI:10	
rxn06619	Asp-tRNA(Asn):L-glutamine amido-ligase (ADP-forming)	(1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00023[0] + (1) cpd12313[0] <=> (1) cpd00002[0] + (1) cpd00053[0] + (1) cpd12829[0]	(1) ADP[c] + (1) Asn-tRNA(Asn)[c] + (1) L-Glutamate[c] + (1) Phosphate[c] <=> (1) ATP[c] + (1) Asp-tRNA(Asn)[c] + (1) L-Glutamine[c]	MI:C5/N-5/O12/P2/R2|CI:-2|HI:-9	
rxn06620	Dolichyl-diphosphooligosaccharide:protein-L-asparagine	(1) cpd12235[0] + (1) cpd12494[0] <=> (1) cpd11713[0] + (1) cpd13386[0]	(1) Oligosaccharide-PP-Dol[c] + (1) Protein asparagine[c] <=> (1) Dolichyl diphosphate[c] + (1) Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine[c]	OK	
rxn06621	(S)-3-Methyl-2-oxopentanoate:[dihydrolipoyllysine-residue	(1) cpd00067[0] + (1) cpd00213[0] + (1) cpd00508[0] <=> (1) cpd00011[0] + (1) cpd14703[0]	(1) 3MOP[c] + (1) H+[c] + (1) Lipoamide[c] <=> (1) CO2[c] + (1) S-(2-Methylbutanoyl)-dihydrolipoamide-E[c]	OK	
rxn06622	rxn06622	(1) cpd02193[0] <=> (1) cpd12821[0]	(1) Strictosidine[c] <=> (1) Indole alkaloid[c]	MI:C-27/N-2/O-9|HI:34	
rxn06623	3-sn-Phosphatidylcholine:dolichol O-acyltransferase	(1) cpd11624[0] + (1) cpd11662[0] <=> (1) cpd02601[0] + (1) cpd11967[0]	(1) Dolichol[c] + (1) Lecithin[c] <=> (1) 2-Lysolecithin[c] + (1) Acyldolichol[c]	MI:C10|HI:-16	
rxn06624	Aminoacyl-tRNA aminoacylhydrolase	(1) cpd00001[0] + (1) cpd12414[0] <=> (1) cpd00067[0] + (1) cpd11615[0] + (1) cpd12338[0]	(1) H2O[c] + (1) N-Substituted aminoacyl-tRNA[c] <=> (1) H+[c] + (1) N-Substituted amino acid[c] + (1) tRNA[c]	OK	
rxn06625	Peptidyl-L-lysyl-peptide:oxygen 6-oxidoreductase (deaminating)	(1) cpd00001[0] + (1) cpd00007[0] + (1) cpd00067[0] + (1) cpd12340[0] <=> (1) cpd00013[0] + (1) cpd00025[0] + (1) cpd12341[0]	(1) H+[c] + (1) H2O[c] + (1) O2[c] + (1) Peptidyl-L-lysyl-peptide[c] <=> (1) H2O2[c] + (1) NH3[c] + (1) Peptidyl-allysyl-peptide[c]	OK	
rxn06626	Acetyl-CoA:S-substituted L-cysteine N-acetyltransferase	(1) cpd00022[0] + (1) cpd12344[0] <=> (1) cpd00010[0] + (1) cpd12526[0]	(1) Acetyl-CoA[c] + (1) R-S-Alanine[c] <=> (1) CoA[c] + (1) Mercapturic acid[c]	OK	
rxn06627	Tetrahydrofolyl-[Glu](n):L-glutamate gamma-ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00023[0] <=> (1) cpd00008[0] + (1) cpd00009[0]	(1) ATP[c] + (1) L-Glutamate[c] <=> (1) ADP[c] + (1) Phosphate[c]	MI:C-5/N-1/O-3|HI:7	
rxn06628	rxn06628	(1) cpd06227[0] <=> (1) cpd00087[0] + (1) cpd12797[0]	(1) THF-L-glutamate[c] <=> (1) Poly-L-glutamate[c] + (1) Tetrahydrofolate[c]	MI:C10/N2/O7|CI:-3|HI:-13	
rxn06629	rxn06629	(1) cpd02234[0] <=> (1) cpd12836[0]	(1) (R)-3-Hydroxybutanoyl-CoA[c] <=> (1) Poly-beta-hydroxybutyrate[c]	MI:C-9/N-7/O-9/P-3/S-1/R1|CI:2|HI:15	
rxn06630	ATP:deoxynucleoside-phosphate phosphotransferase	(1) cpd00002[0] + (1) cpd02270[0] <=> (1) cpd00008[0] + (1) cpd12386[0]	(1) ATP[c] + (1) Deoxynucleoside phosphate[c] <=> (1) ADP[c] + (1) Deoxynucleoside diphosphate[c]	OK	
rxn06631	N-Formyl-L-methionylaminoacyl-tRNA amidohydrolase	(1) cpd00001[0] + (1) cpd12506[0] <=> (1) cpd00047[0] + (1) cpd00067[0] + (1) cpd12353[0]	(1) H2O[c] + (1) N-Formyl-L-methionylaminoacyl-tRNA[c] <=> (1) Formate[c] + (1) H+[c] + (1) L-Methionylaminoacyl-tRNA[c]	OK	
rxn06632	Oligosaccharide-diphosphodolichol phosphodolichohydrolase	(1) cpd00001[0] + (1) cpd12494[0] <=> (1) cpd00067[0] + (1) cpd11619[0] + (1) cpd12357[0]	(1) H2O[c] + (1) Oligosaccharide-PP-Dol[c] <=> (1) Dolichyl phosphate[c] + (1) H+[c] + (1) Oligosaccharide phosphate[c]	MI:C-10|CI:1|HI:15	
rxn06633	Peptidylproline cis-trans-isomerase	(1) cpd12390[0] <=> (1) cpd12358[0]	(1) Peptidylproline (omega=180)[c] <=> (1) Peptidylproline (omega=0)[c]	OK	
rxn06634	RNA-3'-phosphate:RNA ligase (cyclizing, AMP-forming)	(1) cpd00002[0] + (1) cpd12362[0] <=> (1) cpd00012[0] + (1) cpd00018[0] + (1) cpd12517[0]	(1) ATP[c] + (1) RNA 3'-terminal-phosphate[c] <=> (1) AMP[c] + (1) PPi[c] + (1) RNA terminal-2',3'-cyclic-phosphate[c]	OK	
rxn06635	ATP:[L-tyrosine,tetrahydropteridine:oxygen oxidoreductase	(1) cpd00002[0] + (1) cpd12363[0] <=> (1) cpd00008[0] + (1) cpd12495[0]	(1) ATP[c] + (1) [Tyrosine-3-monoxygenase][c] <=> (1) ADP[c] + (1) Phospho-[tyrosine-3-monoxygenase][c]	MI:O-3/P-1|CI:1	
rxn06636	Carbamoyl-phosphate:3-hydroxymethylceph-3-em-4-carboxylate	(1) cpd00146[0] + (1) cpd12548[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd12368[0]	(1) 3-Hydroxymethyl ceph-3-em-4-carboxylate[c] + (1) Carbamoylphosphate[c] <=> (1) 3-Carbamoyloxymethylcephem[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn06637	rxn06637	(1) cpd00001[0] + (1) cpd02311[0] <=> (1) cpd12741[0]	(1) 4-Imidazolone-5-propanoate[c] + (1) H2O[c] <=> (1) Formylisoglutamate[c]	MI:O-4/C-6/N-2|CI:1|HI:9	
rxn06638	3-Hydroxy-3-(4-methylpent-3-en-1-yl)-glutaryl-CoA-lyase	(2) cpd00067[0] + (1) cpd02849[0] <=> (1) cpd00029[0] + (1) cpd02316[0]	(1) 3-Hydroxy-3-(4-methylpent-3-en-1-yl)glutaryl-CoA[c] + (2) H+[c] <=> (1) 7-Methyl-3-oxooctanoyl-CoA[c] + (1) Acetate[c]	CI:-2	
rxn06639	rxn06639	(1) cpd02319[0] <=> (1) cpd12643[0]	(1) CMP-NeuNGc[c] <=> (1) Glycolipid[c]	MI:C-20/N-4/O-17/P-1|CI:2|HI:29	
rxn06640	UDP-N-acetyl-D-glucosamine:lysosomal-enzyme	(1) cpd00037[0] + (1) cpd12373[0] <=> (1) cpd00091[0] + (1) cpd02909[0]	(1) Lysosomal-enzyme D-mannose[c] + (1) UDP-N-acetylglucosamine[c] <=> (1) Lysosomal-enzyme N-acetyl-D-glucosaminyl-phospho-D-mannose[c] + (1) UMP[c]	MI:R-1|HI:-1	
rxn06641	2'-Deoxyribonucleoside diphosphate:oxidized-thioredoxin	(1) cpd00001[0] + (1) cpd02602[0] + (1) cpd11420[0] <=> (1) cpd11421[0] + (1) cpd12378[0]	(1) 2'-Deoxyribonucleoside diphosphate[c] + (1) H2O[c] + (1) trdox[c] <=> (1) Ribonucleoside diphosphate[c] + (1) trdrd[c]	OK	
rxn06642	rxn06642	(1) cpd02351[0] <=> (1) cpd12720[0]	(1) Glucosaminate[c] <=> (1) Aminosugars[c]	MI:C-6/N-1/O-6|HI:13	
rxn06643	NADPH:4-(dimethylamino)phenylazoxybenzene oxidoreductase	(1) cpd00006[0] + (1) cpd02360[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd02633[0]	(1) Methyl yellow[c] + (1) NADP[c] <=> (1) 4-(Dimethylamino)phenylazoxybenzene[c] + (1) H+[c] + (1) NADPH[c]	MI:O1|HI:-2	
rxn06644	1-Acyl-glycerone-3-phosphate:long-chain-alcohol	(1) cpd11650[0] + (1) cpd12300[0] <=> (1) cpd12257[0] + (1) cpd12375[0]	(1) Acylglycerone phosphate[c] + (1) Long-chain alcohol[c] <=> (1) Long-chain acid anion[c] + (1) O-Alkylglycerone phosphate[c]	MI:C3|CI:-1|HI:-5	
rxn06645	Pyrophosphate:microsomal-membrane-protein O-phosphotransferase	(1) cpd00012[0] + (1) cpd12387[0] <=> (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd12536[0]	(1) Microsomal-membrane protein[c] + (1) PPi[c] <=> (1) H+[c] + (1) O-Phospho-microsomal-membrane protein[c] + (1) Phosphate[c]	OK	
rxn06646	rxn06646	(1) cpd02374[0] + (1) cpd11463[0] <=> (1) cpd00001[0] + (1) cpd12738[0]	(1) N6,N6,N6-Trimethyl-L-lysine[c] + (1) Protein[c] <=> (1) H2O[c] + (1) Protein N6,N6,N6-trimethyl-L-lysine[c]	MI:C-3/N-1/O-2|CI:1|HI:4	
rxn06647	DNA-6-O-methylguanine:protein-L-cysteine S-methyltransferase	(1) cpd12172[0] + (1) cpd12502[0] <=> (1) cpd12392[0] + (1) cpd13370[0]	(1) DNA containing 6-O-methylguanine[c] + (1) Protein L-cysteine[c] <=> (1) DNA containing guanine[c] + (1) Protein S-methyl-L-cysteine[c]	OK	
rxn06648	2'-Deoxyribonucleoside triphosphate:oxydized-thioredoxin	(1) cpd00001[0] + (1) cpd02627[0] + (1) cpd11420[0] <=> (1) cpd02379[0] + (1) cpd11421[0]	(1) 2'-Deoxyribonucleoside triphosphate[c] + (1) H2O[c] + (1) trdox[c] <=> (1) Ribonucleoside triphosphate[c] + (1) trdrd[c]	OK	
rxn06649	Acetyl-CoA:ribosomal-protein-L-alanine N-acetyltransferase	(1) cpd00022[0] + (1) cpd12394[0] <=> (1) cpd00010[0] + (1) cpd12524[0]	(1) Acetyl-CoA[c] + (1) Ribosomal-protein L-alanine[c] <=> (1) CoA[c] + (1) Ribosomal-protein N-acetyl-L-alanine[c]	OK	
rxn06650	rxn06650	(1) cpd12395[0] <=> (1) cpd00001[0] + (1) cpd03292[0]	(1) Substituted beta-amino acid[c] <=> (1) H2O[c] + (1) Penicillin G[c]	MI:O5/C16/N2/S1|CI:-1|HI:-19	
rxn06651	trans-2,3-didehydroacyl-CoA:NADP+ 4-oxidoreductase	(1) cpd00006[0] + (1) cpd11722[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd12566[0]	(1) NADP[c] + (1) trans-2-Enoyl-CoA[c] <=> (1) H+[c] + (1) NADPH[c] + (1) trans,trans-2,3,4,5-Tetradehydroacyl-CoA[c]	MI:C2|HI:-4	
rxn06652	CDP-choline:1-alkyl-2-acetylglycerol cholinephosphotransferase	(1) cpd00256[0] + (1) cpd12400[0] <=> (1) cpd00046[0] + (1) cpd02803[0]	(1) 1-Alkyl-2-acetyl-sn-glycerol[c] + (1) CDPcholine[c] <=> (1) 2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine[c] + (1) CMP[c]	OK	
rxn06653	UDPgalactose:2-(2-hydroxyacyl)sphingosine 1-beta-D-galactosyl	(1) cpd00043[0] + (1) cpd12401[0] <=> (1) cpd00014[0] + (1) cpd02866[0]	(1) 2-(2-Hydroxyacyl)sphingosine[c] + (1) UDP-galactose[c] <=> (1) 1-(beta-D-Galactosyl)-2-(2-hydroxyacyl)sphingosine[c] + (1) UDP[c]	OK	
rxn06654	5-Hydroxy-1,4-naphthoquinone, hydrogen-donor:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd02395[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd02540[0] + (1) cpd11609[0]	(1) AH2[c] + (1) Juglone[c] + (1) O2[c] <=> (1) 3,5-Dihydroxy-1,4-naphthoquinone[c] + (1) A[c] + (1) H2O[c]	MI:N1/R1|CI:-1|HI:-1	
rxn06655	rxn06655	(4) cpd00001[0] + (3) cpd00006[0] + (1) cpd00011[0] + (1) cpd00877[0] <=> (3) cpd00005[0] + (3) cpd00007[0] + (3) cpd00067[0] + (1) cpd03041[0]	(1) CO2[c] + (4) H2O[c] + (1) Lathosterol[c] + (3) NADP[c] <=> (3) H+[c] + (1) Methostenol[c] + (3) NADPH[c] + (3) O2[c]	OK	
rxn06656	GDPmannose:chitobiosyldiphosphodolichol alpha-D-mannosyltransferase	(1) cpd00083[0] + (1) cpd12568[0] <=> (1) cpd00031[0] + (1) cpd12579[0]	(1) Chitobiosyldiphosphodolichol[c] + (1) GDP-mannose[c] <=> (1) GDP[c] + (1) alpha-D-Mannosylchitobiosyldiphosphodolichol[c]	OK	
rxn06657	S-Adenosyl-L-methionine:glucuronoxylan-D-glucuronate	(1) cpd00017[0] + (1) cpd12408[0] <=> (1) cpd00019[0] + (1) cpd00067[0] + (1) cpd12550[0]	(1) Glucuronoxylan[c] + (1) S-Adenosyl-L-methionine[c] <=> (1) 4-O-methylglucuronoxylan[c] + (1) H+[c] + (1) S-Adenosyl-homocysteine[c]	MI:C-1|HI:2	
rxn06658	alpha-N-Peptidyl-L-glutamine amidohydrolase	(1) cpd00001[0] + (1) cpd12425[0] <=> (1) cpd00013[0] + (1) cpd12424[0]	(1) H2O[c] + (1) alpha-N-Peptidyl-L-glutamine[c] <=> (1) NH3[c] + (1) alpha-N-Peptidyl-L-glutamate[c]	OK	
rxn06659	UDP-D-galacturonate:1,4-alpha-poly-D-galacturonate	(1) cpd00472[0] <=> (1) cpd00014[0]	(1) UDPgalacturonate[c] <=> (1) UDP[c]	MI:C-6/O-6|CI:1|HI:7	
rxn06660	Acetyl-CoA:2-deoxystreptamine-antibiotic N3'-acetyltransferase	(1) cpd00022[0] + (1) cpd12427[0] <=> (1) cpd00010[0] + (1) cpd12560[0]	(1) 2-Deoxystreptamine antibiotic[c] + (1) Acetyl-CoA[c] <=> (1) CoA[c] + (1) N3'-Acetyl-2-deoxystreptamine antibiotic[c]	OK	
rxn06661	citrate:N6-acetyl-N6-hydroxy-L-lysine ligase (ADP-forming)	(2) cpd00001[0] + (4) cpd00002[0] + (1) cpd00137[0] + (2) cpd02456[0] <=> (4) cpd00008[0] + (4) cpd00009[0] + (4) cpd00067[0] + (1) cpd03294[0]	(4) ATP[c] + (1) Citrate[c] + (2) H2O[c] + (2) N6-Acetyl-N6-hydroxylysine[c] <=> (4) ADP[c] + (1) Aerobactin[c] + (4) H+[c] + (4) Phosphate[c]	OK	
rxn06662	ATP:[DNA-directed RNA polymerase] phosphotransferase	(1) cpd00002[0] + (1) cpd12436[0] <=> (1) cpd00008[0] + (1) cpd12537[0]	(1) ATP[c] + (1) [RNA polymerase][c] <=> (1) ADP[c] + (1) Phospho-[DNA-directed RNA polymerase][c]	MI:O-3/P-1|CI:1	
rxn06663	rxn06663	(1) cpd00006[0] + (1) cpd12438[0] <=> (1) cpd00005[0] + (1) cpd00067[0] + (1) cpd12375[0]	(1) 1-Alkyl-sn-glycero-3-phosphate[c] + (1) NADP[c] <=> (1) H+[c] + (1) NADPH[c] + (1) O-Alkylglycerone phosphate[c]	OK	
rxn06664	Acetyl-CoA:1-alkyl-sn-glycero-3-phosphate 2-O-acetyltransferase	(1) cpd11611[0] + (1) cpd12438[0] <=> (1) cpd00010[0] + (1) cpd12800[0]	(1) 1-Alkyl-sn-glycero-3-phosphate[c] + (1) Acyl-CoA[c] <=> (1) 2-Acyl-1-alkyl-sn-glycero-3-phosphate[c] + (1) CoA[c]	OK	
rxn06665	1-Alkyl-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase	(1) cpd00001[0] + (1) cpd00067[0] + (1) cpd12555[0] <=> (1) cpd00162[0] + (1) cpd12438[0]	(1) 1-Alkyl-sn-glycero-3-phosphoethanolamine[c] + (1) H+[c] + (1) H2O[c] <=> (1) 1-Alkyl-sn-glycero-3-phosphate[c] + (1) Aminoethanol[c]	OK	
rxn06666	Acyl-CoA:1-O-alkyl-2-acetyl-sn-glycerol O-acyltransferase	(1) cpd11611[0] + (1) cpd12400[0] <=> (1) cpd00010[0] + (1) cpd12528[0]	(1) 1-Alkyl-2-acetyl-sn-glycerol[c] + (1) Acyl-CoA[c] <=> (1) 1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol[c] + (1) CoA[c]	OK	
rxn06667	3,7-Dimethylocta-1,6-dien-3-ol, hydrogen-donor:oxygen oxidoreductase	(1) cpd00007[0] + (1) cpd02471[0] + (1) cpd11610[0] <=> (1) cpd00001[0] + (1) cpd02706[0] + (1) cpd11609[0]	(1) AH2[c] + (1) Linalool[c] + (1) O2[c] <=> (1) (E)-3,7-Dimethylocta-1,6-diene-3,8-diol[c] + (1) A[c] + (1) H2O[c]	MI:N1/R1|HI:-2	
rxn06668	7-Methylguanosine 5'-triphospho-5'-polynucleotide	(1) cpd00001[0] + (1) cpd12593[0] <=> (1) cpd02481[0] + (1) cpd11674[0]	(1) 7-Methylguanosine 5'-triphospho-5'-polynucleotide[c] + (1) H2O[c] <=> (1) 7-Methylguanosine 5'-phosphate[c] + (1) Polynucleotide[c]	MI:O-6/P-2|CI:2	
rxn06669	D-Alanine:alanyl-poly(glycerolphosphate) ligase (ADP-forming)	(1) cpd00002[0] + (1) cpd00117[0] + (1) cpd12441[0] <=> (1) cpd00008[0] + (1) cpd00009[0] + (1) cpd00067[0] + (1) cpd12549[0]	(1) (D-Ala1->2Gro-1-P)n[c] + (1) ATP[c] + (1) D-Alanine[c] <=> (1) ADP[c] + (1) D-Alanyl-alanyl-poly(glycerolphosphate)[c] + (1) H+[c] + (1) Phosphate[c]	OK	
rxn06670	rxn06670	(1) cpd00003[0] + (1) cpd02386[0] <=> (1) cpd00004[0] + (1) cpd12723[0]	(1) 2-Dehydro-3-deoxy-D-xylonate[c] + (1) NAD[c] <=> (1) (4S)-5-Hydroxy-2,4-dioxopentanoate[c] + (1) NADH[c]	MI:C-5/O-5|HI:6	
rxn06671	Diglucosyl diacylglycerol synthase	(1) cpd00026[0] + (1) cpd12452[0] <=> (1) cpd00014[0] + (1) cpd12815[0]	(1) Glcbeta1->3acyl2Gro[c] + (1) UDP-glucose[c] <=> (1) Diglucosyl-diacylglycerol[c] + (1) UDP[c]	OK	
