rn:R00001	polyphosphate polyphosphohydrolase; Polyphosphate + n H2O <=> (n+1) Oligophosphate
rn:R07204	5beta-cholestane-3alpha,7alpha-diol,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha-hydroxylating); 3alpha,7alpha-Dihydroxy-5beta-cholestane + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07205	taurochenodeoxycholate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating); Taurochenodeoxycholate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Taurohyocholate + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07206	lithocholate,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (6alpha-hydroxylating); Lithocholic acid + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Hyodeoxycholate + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07207	cholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (24-hydroxylating); Cholesterol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Cerebrosterol + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07208	(24S)-cholest-5-ene-3beta,24-diol,NADPH-hemoprotein reductase:oxygen oxidoreductase (7alpha-hydroxylating); Cerebrosterol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> (24S)-Cholest-5-ene-3beta,7alpha,24-triol + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07209	cholest-5-ene-3beta,25-diol,[NADPH---hemoprotein reductase]:oxygen oxidoreductase (7alpha-hydroxylating); 25-Hydroxycholesterol + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Cholest-5-ene-3beta,7alpha,25-triol + [Oxidized NADPH---hemoprotein reductase] + H2O
rn:R07210	alkanesulfonate, reduced-FMN:oxygen oxidoreductase; Alkanesulfonate + Reduced FMN + Oxygen <=> Aldehyde + FMN + Sulfite + H2O
rn:R07211	L-phenylalanine,tetrahydrobiopterin:oxygen oxidoreductase(4-hydroxylating); L-Phenylalanine + Tetrahydrobiopterin + Oxygen <=> L-Tyrosine + 4a-Hydroxytetrahydrobiopterin
rn:R07212	L-tyrosine,tetrahydrobiopterin:oxygen oxidoreductase(3-hydroxylating); L-Tyrosine + Tetrahydrobiopterin + Oxygen <=> 3,4-Dihydroxy-L-phenylalanine + 4a-Hydroxytetrahydrobiopterin
rn:R07213	L-tryptophan,tetrahydrobiopterin:oxygen oxidoreductase(5-hydroxylating); L-Tryptophan + Tetrahydrobiopterin + Oxygen <=> 5-Hydroxy-L-tryptophan + 4a-Hydroxytetrahydrobiopterin
rn:R07214	1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming); 1-Aminocyclopropane-1-carboxylate + Ascorbate + Oxygen <=> Ethylene + Cyanide ion + Dehydroascorbate + CO2 + 2 H2O
rn:R07215	lathosterol,ferrocytochrome b5:oxygen oxidoreductase 5,6-dehydrogenating; Lathosterol + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> 7-Dehydrocholesterol + 2 Ferricytochrome b5 + 2 H2O
rn:R07216	n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(E) desaturating]; Tetradecanoyl-CoA + NADPH + H+ + Oxygen <=> (E)-11-Tetradecenoyl-CoA + NADP+ + 2 H2O
rn:R07217	n-tetradecanoyl-CoA,NADPH:O2 oxidoreductase [11-(Z) desaturating]; Tetradecanoyl-CoA + NADPH + H+ + Oxygen <=> (Z)-11-Tetradecenoyl-CoA + NADP+ + 2 H2O
rn:R07218	cholesterol,hydrogen-donor:oxygen oxidoreductase (25-hydroxylating); Cholesterol + Reduced acceptor + Oxygen <=> 25-Hydroxycholesterol + Acceptor + H2O
rn:R07220	deoxycholate:FAD oxidoreductase (7alpha-dehydroxylating); Deoxycholic acid + FAD + H2O <=> Cholic acid + FADH2
rn:R07221	6-hydroxynicotinate:O2 oxidoreductase; 6-Hydroxynicotinate + H2O + Oxygen <=> 2,6-Dihydroxynicotinate + Hydrogen peroxide
rn:R07222	phenylacetyl-CoA:quinone oxidoreductase; Phenylacetyl-CoA + H2O + 2 Quinone <=> Phenylglyoxylyl-CoA + 2 Hydroquinone
rn:R07224	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase; Naringenin chalcone + Oxygen <=> Aureusidin + H2O
rn:R07225	2',3,4,4',6'-pentahydroxychalcone:oxygen oxidoreductase; 2 Eriodictyol chalcone + Oxygen <=> 2 Aureusidin + 2 H2O
rn:R07226	acetyl-phosphate ammonia:thioredoxin disulfide oxidoreductase(glycine-forming); Acetyl phosphate + Ammonia + Thioredoxin disulfide + H2O <=> Glycine + Orthophosphate + Thioredoxin
rn:R07227	acetyl-phosphate methylamine:thioredoxin disulfide oxidoreductase(N-methylglycine-forming); Acetyl phosphate + Methylamine + Thioredoxin disulfide + H2O <=> Sarcosine + Orthophosphate + Thioredoxin
rn:R07228	acetyl-phosphate trimethylamine:thioredoxin disulfide oxidoreductase(N,N,N-trimethylglycine-forming); Acetyl phosphate + Trimethylamine + Thioredoxin disulfide + H2O <=> Betaine + Orthophosphate + Thioredoxin
rn:R07229	selenite:reduced acceptor oxidoreductase; Selenite + H2O + Acceptor <=> Selenate + Reduced acceptor
rn:R07230	acceptor:3,3',5'-triiodo-L-thyronine oxidoreductase (iodinating); 3,3',5'-Triiodo-L-thyronine + Iodide + Acceptor + H+ <=> Thyroxine + Reduced acceptor
rn:R07232	S-adenosyl-L-methionine:rRNA (adenine-N6-)-methyltransferase; S-Adenosyl-L-methionine + Adenine in rRNA <=> S-Adenosyl-L-homocysteine + rRNA containing N6-methyladenine
rn:R07233	S-adenosyl-L-methionine:rRNA (guanine-N1-)-methyltransferase; S-Adenosyl-L-methionine + rRNA <=> S-Adenosyl-L-homocysteine + rRNA containing N1-methylguanine
rn:R07234	S-adenosyl-L-methionine:rRNA (guanine-N2-)-methyltransferase; S-Adenosyl-L-methionine + rRNA <=> S-Adenosyl-L-homocysteine + rRNA containing N2-methylguanine
rn:R07235	S-adenosyl-L-methionine:2-nonaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase; S-Adenosyl-L-methionine + 3-Demethylubiquinone-9 <=> S-Adenosyl-L-homocysteine + Ubiquinone-9
rn:R07236	S-adenosyl-L-methionine:gamma-tocopherol 5-O-methyltransferase; S-Adenosyl-L-methionine + gamma-Tocopherol <=> S-Adenosyl-L-homocysteine + alpha-Tocopherol
rn:R07237	S-adenosyl-L-methionine:uroporphyrinogen-III C-methyltransferase; S-Adenosyl-L-methionine + Uroporphyrinogen III <=> S-Adenosyl-L-homocysteine + Precorrin 1
rn:R07238	S-adenosyl-L-methionine:precorrin-1 C-methyltransferase; S-Adenosyl-L-methionine + Precorrin 1 <=> S-Adenosyl-L-homocysteine + Precorrin 2
rn:R07239	S-Adenosyl-L-methionine + [Cytochrome c]-arginine <=> S-Adenosyl-L-homocysteine + [Cytochrome c]-N(omega)-methylarginine
rn:R07240	S-adenosyl-L-methionine:isoeugenol O-methyltransferase; S-Adenosyl-L-methionine + Isoeugenol <=> S-Adenosyl-L-homocysteine + Methylisoeugenol
rn:R07241	S-adenosyl-L-methionine:protoberberine 13-C-methyltransferase; S-Adenosyl-L-methionine + Palmatine + 2 NADPH <=> S-Adenosyl-L-homocysteine + Corydaline + 2 NADP+
rn:R07242	S-adenosyl-L-methionine:isoliquiritigenin 2'-O-methyltransferase; S-Adenosyl-L-methionine + Isoliquiritigenin <=> S-Adenosyl-L-homocysteine + 2'-O-Methylisoliquiritigenin
rn:R07243	S-adenosyl-L-methionine:sarcosine N-methyltransferase; S-Adenosyl-L-methionine + Sarcosine <=> S-Adenosyl-L-homocysteine + N,N-Dimethylglycine
rn:R07244	S-adenosyl-L-methionine:N,N-dimethylglycine N-methyltransferase; S-Adenosyl-L-methionine + N,N-Dimethylglycine <=> S-Adenosyl-L-homocysteine + Betaine
rn:R07245	carbamoyl-phosphate:N2-acetyl-L-ornithine carbamoyltransferase; Carbamoyl phosphate + N-Acetylornithine <=> Orthophosphate + N-Acetyl-L-citrulline
rn:R07247	fluoroacetaldehyde:L-threonine aldehydetransferase; L-Threonine + Fluoroacetaldehyde <=> Acetaldehyde + 4-Fluoro-L-threonine
rn:R07248	alpha,alpha'-trehalose-6-mycolate:alpha,alpha'-trehalose-6-mycolate 6'-mycolyltransferase; 2 alpha,alpha'-Trehalose 6-mycolate <=> alpha,alpha-Trehalose + alpha,alpha'-Trehalose 6,6'-bismycolate
rn:R07249	acetyl-CoA:polysialic-acid O-acetyltransferase; Acetyl-CoA + alpha-2,8-Linked polymer of sialic acid <=> CoA + Polysialic acid acetylated at O-9
rn:R07250	malonyl-CoA:N-methylanthraniloyl-CoA malonyltransferase (cyclizing); 3 Malonyl-CoA + N-Methylanthraniloyl-CoA <=> 4 CoA + 1,3-Dihydroxy-N-methylacridone + 3 CO2 + H2O
rn:R07251	acyl-CoA:malonyl-CoA C-acyltransferase (dihydromonacolin L-[acp]-forming); 9 Malonyl-CoA + 11 NADPH + 10 H+ + S-Adenosyl-L-methionine + Acyl-carrier protein <=> Dihydromonacolin L-[acyl-carrier protein] + 9 CoA + 9 CO2 + 11 NADP+ + S-Adenosyl-L-homocysteine + 6 H2O
rn:R07252	acetyl-CoA:taxan-10beta-ol O-acetyltransferase; Acetyl-CoA + 10-Desacetyltaxuyunnanin C <=> CoA + Taxuyunnanin C
rn:R07253	acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating, oxoacyl-reducing, thioester-hydrolysing and cyclizing); Acetyl-CoA + 3 Malonyl-CoA + NADPH + H+ <=> 6-Methylsalicylate + 4 CoA + 3 CO2 + NADP+ + H2O
rn:R07255	malonyl-CoA:anthocyanidin-3-O-beta-D-glucoside 6''-O-malonyltransferase; Malonyl-CoA + Anthocyanidin 3-O-beta-D-glucoside <=> CoA + Anthocyanidin 3-O-(6-O-malonyl-beta-D-glucoside)
rn:R07256	NDP-glucose:D-fructose 2-alpha-D-glucosyltransferase; NDP-glucose + D-Fructose <=> NDP + Sucrose
rn:R07257	GDP-mannose:undecaprenyl-phosphate D-mannosyltransferase; GDP-mannose + di-trans,poly-cis-Undecaprenyl phosphate <=> GDP + D-Mannosyl-1-phosphoundecaprenol
rn:R07258	UDP-N-acetyl-D-glucosamine:6-(alpha-D-mannosyl)-beta-D-mannosyl-glycoprotein 2-beta-N-acetyl-D-glucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + 6-(alpha-D-Mannosyl)-beta-D-mannosyl-R <=> UDP + 6-(2-[N-Acetyl-beta-D-glucosaminyl]-alpha-D-mannosyl)-beta-D-mannosyl-R
rn:R07259	UDP-N-acetyl-D-glucosamine:beta-D-mannosyl-glycoprotein 4-beta-N-acetyl-D-glucosaminyltransferase; UDP-N-acetyl-alpha-D-glucosamine + beta-D-Mannosyl-R <=> UDP + 4-(N-Acetyl-beta-D-glucosaminyl)-beta-D-mannosyl-R
rn:R07260	UDP-glucose:cis-zeatin O-beta-D-glucosyltransferase; UDP-glucose + cis-Zeatin <=> UDP + O-beta-D-Glucopyranosyl-cis-zeatin
rn:R07261	NDP-glucose:1,4-alpha-D-glucan 4-alpha-D-glucosyltransferase; NDP-glucose + Amylose <=> NDP + Amylose
rn:R07262	1,4-dihydroxy-2-naphthoyl-CoA hydrolase; 1,4-Dihydroxy-2-naphthoyl-CoA + H2O <=> 1,4-Dihydroxy-2-naphthoate + CoA
rn:R07263	4-(2-carboxyphenyl)-4-oxobutanoyl-CoA dehydratase (cyclizing); 2-Succinylbenzoyl-CoA <=> 1,4-Dihydroxy-2-naphthoyl-CoA + H2O
rn:R07264	2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase; 2-alpha-D-Glucosyl-D-glucose + Orthophosphate <=> D-Glucose + beta-D-Glucose 1-phosphate
rn:R07265	alpha,alpha-trehalose:phosphate alpha-D-glucosyltransferase; alpha,alpha-Trehalose + Orthophosphate <=> alpha-D-Glucose + D-Glucose 1-phosphate
rn:R07266	UDP-glucose:anthocyanin 3'-O-beta-D-glucosyltransferase; UDP-glucose + Anthocyanin <=> UDP + Anthocyanin 3'-O-beta-D-glucoside
rn:R07267	(E)-octaprenyl-diphosphate:isopentenyl-diphosphate octaprenyltranstransferase; all-trans-Octaprenyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + all-trans-Nonaprenyl diphosphate
rn:R07268	ATP:cobinamide Cobeta-adenosyltransferase; ATP + Cobinamide <=> Triphosphate + Adenosyl cobinamide
rn:R07269	di-trans,poly-cis-decaprenyl-diphosphate:isopentenyl-diphosphate undecaprenylcistransferase; di-trans,poly-cis-Decaprenyl diphosphate + Isopentenyl diphosphate <=> Diphosphate + di-trans,poly-cis-Undecaprenyl diphosphate
rn:R07270	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase; Prephytoene diphosphate <=> all-trans-Phytoene + Diphosphate
rn:R07271	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase; Dimethylallyl diphosphate + 3,6,9-Trihydroxypterocarpan <=> Diphosphate + Glyceocarpin
rn:R07272	dimethylallyl-diphosphate:(6aS,11aS)-3,6a,9-trihydroxypterocarpan dimethylallyltransferase; Dimethylallyl diphosphate + 3,6,9-Trihydroxypterocarpan <=> Diphosphate + 4-Glyceollidin
rn:R07273	solanesyl-diphosphate:4-hydroxybenzoate nonaprenyltransferase; all-trans-Nonaprenyl diphosphate + 4-Hydroxybenzoate <=> Diphosphate + 3-Nonaprenyl-4-hydroxybenzoate
rn:R07274	O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase; O-Phospho-L-serine + Hydrogen sulfide <=> L-Cysteine + Orthophosphate
rn:R07275	diamine:2-oxoglutarate aminotransferase; alpha,omega-Diamine + 2-Oxoglutarate <=> omega-Aminoaldehyde + L-Glutamate
rn:R07276	L-arogenate:2-oxoglutarate aminotransferase; L-Arogenate + 2-Oxoglutarate <=> Prephenate + L-Glutamate
rn:R07277	nicotianamine:2-oxoglutarate aminotransferase; nicotianamine transaminase; Nicotianamine + 2-Oxoglutarate <=> 3''-Deamino-3''-oxonicotianamine + L-Glutamate
rn:R07278	dGTP:depurinated-DNA purine transferase; dGTP + Depurinated DNA <=> Deoxyribose triphosphate + DNA containing guanine
rn:R07279	ATP:1D-myo-inositol 3-phosphotransferase; ATP:1L-myo-inositol 1-phosphotransferase; ATP + myo-Inositol <=> ADP + 1D-myo-Inositol 3-phosphate
rn:R07280	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphohydrolase; 5-Amino-6-(5'-phospho-D-ribitylamino)uracil + H2O <=> 5-Amino-6-(1-D-ribitylamino)uracil + Orthophosphate
rn:R07281	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one 4-phosphate-forming); D-Ribulose 5-phosphate <=> L-3,4-Dihydroxybutan-2-one 4-phosphate + Formate
rn:R07282	polyribonucleotide:phosphate nucleotidyltransferase; RNA + Orthophosphate <=> RNA + NDP
rn:R07285	tRNA:phosphate nucleotidyltransferase; tRNA + Orthophosphate <=> tRNA + NDP
rn:R07287	3'-phosphoadenylyl-sulfate:glycolithocholate sulfotransferase; 3'-Phosphoadenylyl sulfate + Glycolithocholate <=> Adenosine 3',5'-bisphosphate + Sulfoglycolithocholate
rn:R07288	3'-phosphoadenylyl-sulfate:dermatan 6'-sulfotransferase; 3'-Phosphoadenylyl sulfate + Dermatan <=> Adenosine 3',5'-bisphosphate + Dermatan 6'-sulfate
rn:R07289	3'-phosphoadenylyl-sulfate:glycochenodeoxycholate 7-sulfotransferase; 3'-Phosphoadenylyl sulfate + Glycochenodeoxycholate <=> Adenosine 3',5'-bisphosphate + Glycochenodeoxycholate 7-sulfate
rn:R07290	formyl-CoA:oxalate CoA-transferase; Formyl-CoA + Oxalate <=> Formate + Oxalyl-CoA
rn:R07291	2-lysophosphatidylcholine acylhydrolase; 1-Acyl-sn-glycero-3-phosphocholine + H2O <=> sn-Glycero-3-phosphocholine + Carboxylate
rn:R07292	4-hydroxy-3-methoxycinnamoyl-sugar hydrolase; Feruloyl-polysaccharide + H2O <=> Ferulate + Polysaccharide
rn:R07293	monoacylglycerol acylhydrolase; 1-Acylglycerol + H2O <=> Glycerol + Carboxylate
rn:R07294	phenylglyoxylyl-CoA hydrolase; Phenylglyoxylyl-CoA + H2O <=> alpha-Oxo-benzeneacetic acid + CoA
rn:R07295	deoxycholoyl-CoA:cholate CoA-transferase; Deoxycholoyl-CoA + Cholic acid <=> Deoxycholic acid + Choloyl-CoA
rn:R07296	choloyl-CoA hydrolase; Choloyl-CoA + H2O <=> Cholic acid + CoA
rn:R07297	5'-ribonucleotide phosphohydrolase; 5'-Ribonucleotide + H2O <=> Ribonucleoside + Orthophosphate
rn:R07298	sn-glycerol-1-phosphate phosphohydrolase; sn-Glycerol 1-phosphate + H2O <=> Glycerol + Orthophosphate
rn:R07299	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase; 1-Phosphatidyl-1D-myo-inositol 3,4-bisphosphate + H2O <=> 1-Phosphatidyl-1D-myo-inositol 3-phosphate + Orthophosphate
rn:R07300	N8-acetylspermidine amidohydrolase; N8-Acetylspermidine + H2O <=> Acetate + Spermidine
rn:R07301	(S)-N-acetylphenylethylamine:H2O hydrolase; N-(2-Phenylethyl)-acetamide + H2O <=> Phenethylamine + Acetate
rn:R07302	adenosylcobyric acid:(R)-1-aminopropan-2-ol ligase (ADP-forming); ATP + Adenosyl cobyrinate hexaamide + (R)-1-Aminopropan-2-ol <=> ADP + Orthophosphate + Adenosyl cobinamide
rn:R07303	N-benzylformamide amidohydrolase; N-Benzylformamide + H2O <=> Formate + Benzylamine
rn:R07305	cyanuric acid amidohydrolase; Cyanuric acid + H2O <=> Biuret + CO2
rn:R07306	GTP 8,9-hydrolase (phosphate-forming); GTP + 3 H2O <=> 2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one + 2 Orthophosphate
rn:R07307	dCTP aminohydrolase (dUMP-forming); dCTP + 2 H2O <=> dUMP + Diphosphate + Ammonia
rn:R07308	(R)-2-haloacid halidohydrolase; (R)-2-Haloacid + H2O <=> (S)-2-Hydroxyacid + Halide
rn:R07309	(S)-2-haloacid dehalogenase (configuration-retaining); (S)-2-Haloacid + H2O <=> (S)-2-Hydroxyacid + Halide
rn:R07310	(R)-2-haloacid dehalogenase (configuration-retaining); (R)-2-Haloacid + H2O <=> (R)-2-Hydroxyacid + Halide
rn:R07311	2'-hydroxybiphenyl-2-sulfinate sulfohydrolase; 2'-Hydroxybiphenyl-2-sulfinate + H2O <=> 2-Hydroxybiphenyl + Sulfite
rn:R07312	4-hydroxyphenylacetate carboxy-lyase; 4-Hydroxyphenylacetate + H+ <=> 4-Cresol + CO2
rn:R07313	D-dopachrome carboxy-lyase; D-Dopachrome <=> 5,6-Dihydroxyindole + CO2
rn:R07314	(3S)-3-hydroxyacyl-CoA hydro-lyase; (3S)-3-Hydroxyacyl-CoA <=> trans-3-Enoyl-CoA + H2O
rn:R07316	Carbamate <=> Ammonia + CO2
rn:R07317	2,7,4'-trihydroxyisoflavanone hydro-lyase (daidzein-forming); 2,7,4'-Trihydroxyisoflavanone <=> Daidzein + H2O
rn:R07318	7alpha,12alpha-dihydroxy-3-oxochol-4-enoate hydro-lyase; 7alpha,12alpha-Dihydroxy-3-oxochol-4-enoate <=> 12alpha-Hydroxy-3-oxochola-4,6-dienoate + H2O
rn:R07319	maltose 1-epimerase; alpha-Maltose <=> beta-Maltose
rn:R07320	violaxanthin-capsorubin isomerase (ketone-forming); Violaxanthin <=> Capsorubin
rn:R07321	antheraxanthin-capsanthin isomerase (ketone-forming); Antheraxanthin <=> Capsanthin
rn:R07322	squalene mutase (cyclizing); Squalene <=> Diploptene
rn:R07323	squalene mutase (cyclizing); hopan-22-ol hydro-lyase; Squalene + H2O <=> Diplopterol
rn:R07324	1D-myo-inositol-3-phosphate lyase (isomerizing); D-Glucose 6-phosphate <=> 1D-myo-Inositol 3-phosphate
rn:R07325	acid:[acyl-carrier-protein] ligase (AMP-forming); ATP + Acid + Acyl-carrier protein <=> AMP + Diphosphate + Acyl-[acyl-carrier protein]
rn:R07326	alcohol:NAD+ oxidoreductase; Alcohol + NAD+ <=> Aldehyde + NADH + H+
rn:R07328	alcohol:NADP+ oxidoreductase; Alcohol + NADP+ <=> Aldehyde + NADPH + H+
rn:R07329	(2S)-flavan-4-one,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating); (2S)-Flavanone + 2-Oxoglutarate + Oxygen <=> (2R,3R)-Dihydroflavonol + Succinate + CO2
rn:R07330	S-adenosyl-L-methionine:catechol O-methyltransferase; S-Adenosyl-L-methionine + Catechol <=> S-Adenosyl-L-homocysteine + Guaiacol
rn:R07332	UDP-glucose:isoflavone 7-O-beta-D-glucosyltransferase; UDP-glucose + Isoflavone <=> UDP + Isoflavone 7-O-beta-D-glucoside
rn:R07333	UDP-glucose:flavanone 7-O-beta-D-glucosyltransferase; UDP-glucose + Flavanone <=> UDP + Flavanone 7-O-beta-D-glucoside
rn:R07334	UDP-N-acetyl-D-glucosamine:beta-D-glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase; beta-D-Glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminylproteoglycan + UDP-N-acetyl-alpha-D-glucosamine <=> UDP + N-Acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminylproteoglycan
rn:R07335	UDP-alpha-D-glucuronate:N-acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-proteoglycan 4-beta-glucuronosyltransferase; UDP-glucuronate + N-Acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosylproteoglycan <=> UDP + beta-D-Glucuronosyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-(1->4)-beta-D-glucuronosylproteoglycan
rn:R07336	alpha-D-glucuronate:N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosyl-proteoglycan 3-beta-glucuronosyltransferase; UDP-glucuronate + N-Acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan <=> UDP + beta-D-Glucuronosyl-(1->3)-N-acetyl-beta-D-galactosaminyl-(1->4)-beta-D-glucuronosylproteoglycan
rn:R07337	UDP-L-rhamnose:flavanone-7-O-glucoside 2''-O-beta-L-rhamnosyltransferase; UDP-L-rhamnose + Flavanone 7-O-beta-D-glucoside <=> UDP + Flavanone 7-O-[alpha-L-rhamnosyl-(1->2)-beta-D-glucoside]
rn:R07338	UDP-glucose:flavonol 7-O-beta-D-glucosyltransferase; UDP-glucose + Flavonol <=> UDP + Flavonol 7-O-beta-D-glucoside
rn:R07339	UDP-glucose:flavonol-3-O-glucoside 2''-O-beta-D-glucosyltransferase; UDP-glucose + Flavonol 3-O-beta-D-glucoside <=> UDP + Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
rn:R07340	UDP-glucose:flavonol-3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside 2'''-O-beta-D-glucosyltransferase; UDP-glucose + Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside <=> UDP + Flavonol 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside
rn:R07341	nucleotide:nucleoside 5'-phosphotransferase; Nucleotide + Deoxynucleoside <=> Nucleoside + Deoxynucleoside 5'-phosphate
rn:R07342	aryl-ester hydrolase; Phenyl acetate + H2O <=> Phenol + Acetate
rn:R07343	myo-inositol-phosphate phosphohydrolase; myo-Inositol phosphate + H2O <=> myo-Inositol + Orthophosphate
rn:R07344	flavanone lyase (decyclizing); Chalcone <=> Flavanone
rn:R07345	reduced-(S)-usnate:NAD+ oxidoreductase (ether-bond-forming); (-)-Usnic acid + NADH + H+ <=> (6R)-2-Acetyl-6-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3-hydroxy-6-methyl-2,4-cyclohexadien-1-one + NAD+
rn:R07346	D-glucitol:NADP+ oxidoreductase; D-Sorbitol + NADP+ <=> L-Sorbose + NADPH + H+
rn:R07347	pyranose:acceptor oxidoreductase; Pyranose + Acceptor <=> 2-Dehydropyranose + Reduced acceptor
rn:R07348	pyranoside:acceptor oxidoreductase; Pyranoside + Acceptor <=> 3-Dehydropyranoside + Reduced acceptor
rn:R07349	n-alkanal:NAD+ 2-oxidoreductase; n-Alkanal + NAD+ <=> Alk-2-enal + NADH + H+
rn:R07350	n-alkanal:NADP+ 2-oxidoreductase; n-Alkanal + NADP+ <=> Alk-2-enal + NADPH + H+
rn:R07351	(2R,3R)-flavan-3-ol:NAD+ 3,4-oxidoreductase; 2,3-cis-2R,3R-Flavan-3-ol + 2 NAD+ <=> Anthocyanidin with a 3-hydroxy group + 2 NADH + H+
rn:R07352	(2R,3R)-flavan-3-ol:NADP+ 3,4-oxidoreductase; 2,3-cis-2R,3R-Flavan-3-ol + 2 NADP+ <=> Anthocyanidin with a 3-hydroxy group + 2 NADPH + H+
rn:R07353	6-(2-Amino-2-carboxyethyl)-7,8-dioxo-7,8-dihydroquinoline-2,4-dicarboxylate:oxygen oxidoreductase (cyclizing); 6-(2-Amino-2-carboxyethyl)-7,8-dioxo-1,2,3,4,7,8-hexahydroquinoline-2,4-dicarboxylate + 3 Oxygen <=> PQQ + 2 Hydrogen peroxide + 2 H2O
rn:R07354	5,6,7,8-tetrahydropteridine:NAD+ oxidoreductase; Tetrahydropteridine + NAD+ <=> Dihydropteridine + NADH + H+
rn:R07355	5,6,7,8-tetrahydropteridine:NADP+ oxidoreductase; Tetrahydropteridine + NADP+ <=> Dihydropteridine + NADPH + H+
rn:R07356	2-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing); Glyceocarpin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Glyceollin + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
rn:R07357	4-dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (cyclizing); 4-Glyceollidin + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> Glyceollin + [Oxidized NADPH---hemoprotein reductase] + 2 H2O
rn:R07358	NADH:quinone oxidoreductase; NADH + H+ + Quinone <=> NAD+ + Hydroquinone
rn:R07359	NADPH:quinone oxidoreductase; NADPH + H+ + Quinone <=> NADP+ + Hydroquinone
rn:R07360	S-prenyl-L-cysteine:oxygen oxidoreductase; Prenyl-L-cysteine + Oxygen + H2O <=> Prenal + L-Cysteine + Hydrogen peroxide
rn:R07361	1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide:quinone oxidoreductase; 1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide + Quinone <=> Nicotinamide-beta-riboside + Hydroquinone
rn:R07362	D-tryptophan:oxygen 2,3-oxidoreductase (decyclizing); D-Tryptophan + Oxygen <=> N-Formyl-D-kynurenine
rn:R07363	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase (formate- and CO-forming); 1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one + Oxygen <=> 3-(Methylthio)propanoate + Formate + CO
