SCENARIO	REACTION
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R04519
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R05033
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R03192
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R05629
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R05032
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R01150
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R05030
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R05630
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R02783
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R02788
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R00260
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R04617
Peptidoglycan Biosynthesis 2:UDP N acetylglucosamine to UDP N acetylmuramate:1:reactions	R03193
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R00355
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R01466
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R02291
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R01775
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R01771
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R00480
Threonine and Homoserine Biosynthesis:Aspartate to Homoserine:1:reactions	R01773
Phosphonate metabolism:Aminoethylphosphonate to Acetaldehyde:1:reactions	R00747
Phosphonate metabolism:Aminoethylphosphonate to Acetaldehyde:1:reactions	R04152
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:10:reactions	R00621
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01752
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01514
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02030
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00846
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01799
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00842
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00844
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02055
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01801
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01800
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00851
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00847
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01036
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02239
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R00848
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R01797
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02240
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02029
Glycerolipid and Glycerophospholipid Metabolism in Bacteria:GlyceroneP to Diacylglycerol3P:4:reactions	R02241
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R01867
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R00966
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R00575
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R01869
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R01397
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R00965
De Novo Pyrimidine Synthesis:Uracil and PRPP to UMP:1:reactions	R01993
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04325
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R01072
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04208
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04560
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04209
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R06974
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04463
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04559
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04144
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R01127
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R04591
De Novo Purine Biosynthesis:Ribose5P to PRPP:1:reactions	R01049
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R03027
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R03276
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R01361
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R01977
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R03026
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R01975
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R01976
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R00048
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R04254
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R01357
Polyhydroxybutyrate metabolism:CrotonoylCoA to R 3 HydroxybutanoylCoA:2:reactions	R05118
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:1:reactions	R00621
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:38:reactions	R00621
Purine conversions:AMP to Hypoxanthine:14:reactions	R00182
Purine conversions:AMP to Hypoxanthine:14:reactions	R02142
Purine conversions:AMP to Hypoxanthine:14:reactions	R01561
Purine conversions:AMP to Hypoxanthine:14:reactions	R00183
Purine conversions:AMP to Hypoxanthine:14:reactions	R00332
Purine conversions:AMP to Hypoxanthine:14:reactions	R02089
Purine conversions:AMP to Hypoxanthine:14:reactions	R02748
Purine conversions:AMP to Hypoxanthine:14:reactions	R01227
Purine conversions:AMP to Hypoxanthine:14:reactions	R01244
Purine conversions:AMP to Hypoxanthine:14:reactions	R01245
Purine conversions:AMP to Hypoxanthine:14:reactions	R01083
Purine conversions:AMP to Hypoxanthine:14:reactions	R01863
Purine conversions:AMP to Hypoxanthine:14:reactions	R01677
Purine conversions:AMP to Hypoxanthine:14:reactions	R01135
Purine conversions:AMP to Hypoxanthine:14:reactions	R01967
Purine conversions:AMP to Hypoxanthine:14:reactions	R01562
Purine conversions:AMP to Hypoxanthine:14:reactions	R00330
Purine conversions:AMP to Hypoxanthine:14:reactions	R00127
Purine conversions:AMP to Hypoxanthine:14:reactions	R02088
Purine conversions:AMP to Hypoxanthine:14:reactions	R01676
Purine conversions:AMP to Hypoxanthine:14:reactions	R01130
Purine conversions:AMP to Hypoxanthine:14:reactions	R02556
Purine conversions:AMP to Hypoxanthine:14:reactions	R01231
Purine conversions:AMP to Hypoxanthine:14:reactions	R01969
Purine conversions:AMP to Hypoxanthine:14:reactions	R02147
Purine conversions:AMP to Hypoxanthine:14:reactions	R01547
Purine conversions:AMP to Hypoxanthine:14:reactions	R00190
Purine conversions:AMP to Hypoxanthine:14:reactions	R01770
Purine conversions:AMP to Hypoxanthine:14:reactions	R01856
Purine conversions:AMP to Hypoxanthine:14:reactions	R01560
Purine conversions:AMP to Hypoxanthine:14:reactions	R02719
Purine conversions:AMP to Hypoxanthine:14:reactions	R01229
Purine conversions:AMP to Hypoxanthine:14:reactions	R01968
Purine conversions:AMP to Hypoxanthine:14:reactions	R01228
Purine conversions:AMP to Hypoxanthine:14:reactions	R02297
Purine conversions:AMP to Hypoxanthine:14:reactions	R01132
Purine conversions:AMP to Hypoxanthine:14:reactions	R02148
Purine conversions:AMP to Hypoxanthine:14:reactions	R01230
Purine conversions:AMP to Hypoxanthine:14:reactions	R00185
Purine conversions:AMP to Hypoxanthine:14:reactions	R01134
Purine conversions:AMP to Hypoxanthine:14:reactions	R02143
Purine conversions:AMP to Hypoxanthine:14:reactions	R02090
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to Oxoglutarate:1:reactions	R00621
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:5:reactions	R03321
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01061
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R00658
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R04779
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R00199
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01600
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01786
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01058
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R02073
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01070
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R04780
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01063
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01512
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01518
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R01015
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R02740
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R00200
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R00206
Glycolysis and Gluconeogenesis:Glucose6P to Pyruvate:7:reactions	R03321
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01324
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00351
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01899
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00707
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R01197
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00405
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R07618
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00727
TCA Cycle:AcetylCoA and Oxaloacetate to SuccinylCoA:13:reactions	R00621
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R02570
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R01325
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00432
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R01257
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R01900
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00408
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R01082
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R03316
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00709
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00342
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00268
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R00352
TCA Cycle:AcetylCoA and Oxaloacetate to Oxaloacetate:44:reactions	R01324
