Class	Sub-class	Name	Role	Reaction
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Arogenate dehydrogenase (EC 1.3.1.43)	rxn00526
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	rxn00493
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	rxn00527
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	rxn01270
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00493
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn00527
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase alpha (EC 2.6.1.57)	rxn01270
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00493
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn00527
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn01270
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Biosynthetic Aromatic amino acid aminotransferase beta (EC 2.6.1.57)	rxn02320
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Chorismate mutase II (EC 5.4.99.5)	rxn01256
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Chorismate mutase III (EC 5.4.99.5)	rxn01256
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Cyclohexadienyl dehydratase (EC 4.2.1.51)(EC 4.2.1.91)	rxn01000
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	rxn01268
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	rxn01269
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	rxn00493
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	rxn01270
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Periplasmic chorismate mutase I precursor (EC 5.4.99.5)	rxn01256
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	rxn01268
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Prephenate and/or arogenate dehydrogenase (unknown specificity) (EC 1.3.1.12)(EC 1.3.1.43)	rxn01269
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Prephenate dehydratase (EC 4.2.1.51)	rxn01000
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Prephenate dehydrogenase (EC 1.3.1.12)	rxn01268
Experimental Subsystems	-	Phenylalanine_and_Tyrosine_Branches_from_Chorismate_(Phoenix_copy)	Prephenate dehydrogenase (EC 1.3.1.12)	rxn01269
Experimental Subsystems	-	Phosphate-binding_DING_proteins	DNA polymerase III alpha subunit (EC 2.7.7.7)	rxn13783
Experimental Subsystems	-	Phosphate-binding_DING_proteins	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)	rxn05145
Experimental Subsystems	-	Phosphoglycerate_mutase_protein_family	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	rxn01106
Experimental Subsystems	-	Phosphoglycerate_mutase_protein_family	Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	rxn03150
Experimental Subsystems	-	Phosphoglycerate_mutase_protein_family	Phosphoglycerate mutase (EC 5.4.2.1)	rxn01106
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium uptake protein TrkH	rxn05596
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium uptake protein, integral membrane component, KtrA	rxn05596
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium uptake protein, integral membrane component, KtrB	rxn05596
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)	rxn10168
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)	rxn10168
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)	rxn10168
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Trk system potassium uptake protein TrkG	rxn05596
Experimental Subsystems	-	Potassium_homeostasis_Pavel	Trk system potassium uptake protein trkA	rxn05596
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylcitrate dehydratase (EC 4.2.1.79)	rxn03060
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79)	rxn03060
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylcitrate synthase (EC 2.3.3.5)	rxn00679
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylisocitrate dehydratase (EC 4.2.1.99)	rxn00973
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylisocitrate dehydratase (EC 4.2.1.99)	rxn00974
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylisocitrate dehydratase (EC 4.2.1.99)	rxn01388
Experimental Subsystems	-	Propanoate_to_succinate_module	2-methylisocitrate dehydratase (EC 4.2.1.99)	rxn03061
Experimental Subsystems	-	Propanoate_to_succinate_module	Methylisocitrate lyase (EC 4.1.3.30)	rxn00289
Experimental Subsystems	-	Propanoate_to_succinate_module	Propionate--CoA ligase (EC 6.2.1.17)	rxn00669
Experimental Subsystems	-	Propanoate_to_succinate_module	Propionate--CoA ligase (EC 6.2.1.17)	rxn00674
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00299
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00302
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn03174
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn03419
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn03421
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn00299
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn00302
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn03174
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn03419
Experimental Subsystems	-	Q-derivative	GTP cyclohydrolase I (EC 3.5.4.16) type 2	rxn03421
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64)	rxn03395
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64)	rxn11946
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	rxn01022
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn00910
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	rxn04954
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	Adenosylhomocysteinase (EC 3.3.1.1)	rxn00141
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	rxn03057
Experimental Subsystems	-	S-Adenosylhomocysteine_and_S-Methylthioadenosine_metabolism	S-adenosylmethionine synthetase (EC 2.5.1.6)	rxn00126
Experimental Subsystems	-	SA_hypothetical	DNA primase (EC 2.7.7.-)	rxn13783
Experimental Subsystems	-	SA_hypothetical	Pyruvate,phosphate dikinase (EC 2.7.9.1)	rxn00151
Experimental Subsystems	-	SA_hypothetical	RNA polymerase sigma factor RpoD	rxn13784
Experimental Subsystems	-	Siderophores_of_catechol_family	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (EC 1.3.1.28) [enterobactin] siderophore	rxn01094
Experimental Subsystems	-	Siderophores_of_catechol_family	2,3-dihydroxybenzoate-AMP ligase (EC 2.7.7.58) [enterobactin] siderophore	rxn01093
Experimental Subsystems	-	Siderophores_of_catechol_family	Isochorismatase (EC 3.3.2.1)	rxn02177
Experimental Subsystems	-	Siderophores_of_catechol_family	Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore	rxn02177
Experimental Subsystems	-	Siderophores_of_catechol_family	Isochorismate synthase (EC 5.4.4.2)	rxn01258
Experimental Subsystems	-	Siderophores_of_catechol_family	Isochorismate synthase (EC 5.4.4.2) of siderophore biosynthesis	rxn01258
Experimental Subsystems	-	Siderophores_of_catechol_family	Menaquinone-specific isochorismate synthase (EC 5.4.4.2)	rxn01258
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)	rxn01106
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	2-dehydro-3-deoxygluconate kinase (EC 2.7.1.45)	rxn01123
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn00328
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)	rxn03884
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn01115
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	rxn11040
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	rxn01476
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	rxn00616
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	rxn08556
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	rxn08557
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	rxn08558
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Aldose 1-epimerase (EC 5.1.3.3)	rxn01171
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Alpha-galactosidase (EC 3.2.1.22)	rxn00817
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Alpha-galactosidase (EC 3.2.1.22)	rxn00818
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Alpha-galactosidase (EC 3.2.1.22)	rxn02596
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Alpha-galactosidase (EC 3.2.1.22)	rxn03838
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Alpha-glucosidase (EC 3.2.1.20)	rxn00022
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Beta-galactosidase (EC 3.2.1.23)	rxn00816
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Beta-hexosaminidase (EC 3.2.1.52)	rxn00016
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Beta-phosphoglucomutase (EC 5.4.2.6)	rxn01967
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Deoxyribose-phosphate aldolase (EC 4.1.2.4)	rxn00784
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Enolase (EC 4.2.1.11)	rxn00459
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Fructokinase (EC 2.7.1.4)	rxn00547
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Fructokinase in mannoside utilization gene cluster (EC 2.7.1.4)	rxn00975
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Fructose-1,6-bisphosphatase, type I (EC 3.1.3.11)	rxn00549
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Galactokinase (EC 2.7.1.6)	rxn00808
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	rxn00355
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Gluconokinase (EC 2.7.1.12)	rxn01275
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	rxn00552
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucosamine-6-phosphate deaminase [isomerizing], alternative (EC 3.5.99.6)	rxn00552
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn00604
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)	rxn01975
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn00558
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn01977
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glucose-6-phosphate isomerase (EC 5.3.1.9)	rxn02380
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glycerate kinase (EC 2.7.1.31)	rxn01102
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glycerol dehydrogenase (EC 1.1.1.6)	rxn00762
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glycerol kinase (EC 2.7.1.30)	rxn00615
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	rxn00611
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	rxn00612
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	L-arabinolactonase (EC 3.1.1.15)	rxn01830
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	L-arabinose isomerase (EC 5.3.1.4)	rxn01292
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	L-arabonate dehydratase (EC 4.2.1.25)	rxn01828
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	rxn04082
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Maltodextrin glucosidase (EC 3.2.1.20)	rxn00022
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	rxn00629
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	rxn01484
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	N-acetylmannosamine kinase (EC 2.7.1.60)	rxn01951
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	rxn01506
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	N-acetylneuraminate lyase (EC 4.1.3.3)	rxn01322
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn00781
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	rxn01331
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, glucose-specific IIA component (EC 2.7.1.69)	rxn05226
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, glucose-specific IIB component (EC 2.7.1.69)	rxn05226
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, glucose-specific IIC component (EC 2.7.1.69)	rxn05226
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, mannose-specific IIA component (EC 2.7.1.69)	rxn05610
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, mannose-specific IIB component (EC 2.7.1.69)	rxn05610
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, mannose-specific IIC component (EC 2.7.1.69)	rxn05610
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	PTS system, mannose-specific IID component (EC 2.7.1.69)	rxn05610
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Periplasmic beta-glucosidase (EC 3.2.1.21)	rxn00020
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn02005
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05226
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05485
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05501
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05560
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05567
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05569
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05607
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05610
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05617
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05647
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn05655
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphocarrier protein of PTS system	rxn10184
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate synthase (EC 2.7.9.2)	rxn00147
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn02005
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn05226
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn05485
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn05501
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn05560
Experimental Subsystems	-	Sugar_catabolome_in_Shewanella_species	Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	rxn05567
